"","Year","Month","Site","X.x","Group.1","Group.2","ActivityStartDate","Day.x","Chlorophyll.a..corrected.for.pheophytin","Weight","Temperature..water","pH","Specific.conductance","Turbidity","Dissolved.oxygen..DO.","Dissolved.oxygen.saturation","Oxidation.reduction.potential..ORP.","Ammonia","Nitrate...Nitrite","Orthophosphate","Total.dissolved.solids","Total.Nitrogen..mixed.forms","Total.Phosphorus..mixed.forms","Q_CFS.x","Q_CFS.y","anomaly","Days_Since_Freshet","...1","datetime.x","Day.x","Month.x","TN_DISS","TP_DISS","X.y","Begin.date","Day.y","X.Arsenic..water..filtered..micrograms.per.liter","X.Arsenic..water..unfiltered..micrograms.per.liter","X.Cadmium..water..filtered..micrograms.per.liter","X.Cadmium..water..unfiltered..micrograms.per.liter","X.Copper..water..filtered..micrograms.per.liter","X.Copper..water..unfiltered..recoverable..micrograms.per.liter","X.Iron..water..unfiltered..recoverable..micrograms.per.liter","X.Iron..water..filtered..micrograms.per.liter","X.Lead..water..filtered..micrograms.per.liter","X.Lead..water..unfiltered..recoverable..micrograms.per.liter","X.Manganese..water..unfiltered..recoverable..micrograms.per.liter","X.Manganese..water..filtered..micrograms.per.liter","X.Zinc..water..filtered..micrograms.per.liter","X.Zinc..water..unfiltered..recoverable..micrograms.per.liter"
"351",2021,9,"HU",274,"21-Sep","Clark Fork River at Huson","9/7/2021",7,363.7142857,64.80952381,12.25,7.895,300.7,2.11,9,NA,NA,NA,0.0145,NA,NA,0.155,0.012,28200,2150,3.621640384,94,148,"6/5/2021",5,6,0.012,0.1405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352",2021,9,"MS",276,"21-Sep","Clark Fork River above Missoula","9/8/2021",8,103.7619048,46.33333333,11.85,7.935,326.75,3.57,9.96,NA,NA,NA,NA,NA,NA,0.115,0.0105,13500,2580,2.287478555,95,175,"6/5/2021",5,6,0.0105,0.115,271,NA,18,3.2,3.6,0.03,0.03,1.4,2.8,98.1,8.4,0.024,0.3,22.2,6.98,2,6
"353",2022,7,"BM",277,"22-Jul","Clark Fork River below Missoula","7/23/2022",23,53.86095714,16.71428571,17.4,7.99,237.6,6.14,81,NA,NA,NA,0.01,0.004,NA,0.14,0.019,28700,2150,3.653606056,40,26,"6/13/2022",13,6,0.015,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354",2022,7,"BN",279,"22-Jul","Clark Fork River at Bonita","7/17/2022",17,66.88216667,62.61904762,22.05,8.395,441,8.14,27.175,NA,NA,NA,0.021,0.0225,NA,0.21,0.06,2170,2830,0.875662294,34,53,"6/13/2022",13,6,0.0375,0.189,25,NA,8,10.4,19.5,0.081,0.45,7.6,85.1,1870,36.7,0.392,12.5,213,12.6,5.7,88
"355",2022,7,"DL",282,"22-Jul","Clark Fork River at Deer Lodge","7/16/2022",16,178.8945857,33.55,20.5,8.41,430.6,2.57,26.265,NA,NA,0.03,0.0135,0.002,NA,0.213333333,0.045,856,266,1.793891054,34,80,"6/12/2022",12,6,0.043,0.229833333,97,NA,8,12,24.4,0.196,0.5,6.6,92.4,1690,20.7,0.176,11.5,207,20.8,6.5,78
"356",2022,7,"GR",287,"22-Jul","Clark Fork River above Little Blackfoot","7/17/2022",17,51.61791579,74.10526316,21.2,8.43,436.1,3.125,24.85,NA,NA,0.03,NA,0.021,NA,0.223333333,0.05,923,270,1.848923611,34,122,"6/13/2022",13,6,0.029,0.253333333,172,NA,9,12.6,23.9,0.178,0.53,7.3,98.9,1660,15.5,0.194,12.7,219,26.3,5.9,81
"357",2022,7,"MS",292,"22-Jul","Clark Fork River above Missoula","7/24/2022",24,86.8108619,29.70731707,20.5,8.315,251.45,5.92,30.89,NA,NA,0.03,0.021,0.0195,NA,0.125,0.042,11800,2580,2.138607821,42,176,"6/12/2022",12,6,0.0225,0.134,226,NA,9,2.2,3.7,0.03,0.09,1.8,13.3,593,22.1,0.095,2.22,58.1,3.96,2,19
"358",2022,8,"BN",280,"22-Aug","Clark Fork River at Bonita","8/9/2022",9,145.048281,39.71428571,22.4,8.475,519.9,4.39,85.18,NA,NA,0.013333333,0.005,0.003666667,NA,0.176666667,0.019333333,2170,2830,0.875662294,57,53,"6/13/2022",13,6,0.015666666,0.185,47,NA,13,11.3,12,0.053,0.09,4.8,18.6,195,10.3,0.117,1.32,39,13.9,2.2,15
"359",2022,8,"DL",283,"22-Aug","Clark Fork River at Deer Lodge","8/7/2022",7,175.9389958,87.08333333,19.45,8.37,490.05,1.345,59.29,NA,NA,0.015,0.1145,0.0019,NA,0.3,0.012,856,266,1.793891054,56,80,"6/12/2022",12,6,0.0101,0.2005,119,NA,13,14.3,14.6,0.085,0.1,6.9,12.4,118,23.8,0.194,0.98,34.6,26.6,2.5,9
"360",2022,8,"FH",285,"22-Aug","Clark Fork River above Flathead","8/6/2022",6,6.24437619,4.041176471,19.73333333,8.196666667,227.1333333,0.96,77.98666667,NA,NA,0.016666667,0.0165,0.0185,NA,0.17,0.029333333,35700,7590,2.168768617,54,107,"6/13/2022",13,6,0.010833333,0.170166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361",2022,8,"GR",288,"22-Aug","Clark Fork River above Little Blackfoot","8/8/2022",8,75.09674762,115.0952381,21,8.585,466.15,1.695,66.625,NA,NA,0.015,0.006,0.007,NA,0.205,0.034,923,270,1.848923611,56,122,"6/13/2022",13,6,0.027,0.214,186,NA,13,15.1,15.8,0.085,0.11,8.1,16.5,164,22.5,0.215,1.36,59.4,38.7,3.4,12
"362",2022,8,"HU",290,"22-Aug","Clark Fork River at Huson","8/6/2022",6,33.23872857,14.6875,18.7,7.936666667,251.1666667,3.803333333,65.27333333,NA,NA,0.01,0.037333333,0.0015,NA,0.2,0.032333333,28700,2150,3.653606056,54,149,"6/13/2022",13,6,0.030833333,0.172666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363",2022,8,"MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,NA,14,3.2,3.2,0.03,0.03,1.6,3.6,157,10.8,0.04,0.51,17.3,4.42,2,5
"364",2022,9,"BM",278,"22-Sep","Clark Fork River below Missoula","9/8/2022",8,116.1640619,21.04761905,15.05,8.295,313.25,3.055,11.375,NA,NA,NA,0.033,0.0015,NA,0.185,0.0145,28700,2150,3.653606056,87,26,"6/13/2022",13,6,0.013,0.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365",2022,9,"BN",281,"22-Sep","Clark Fork River at Bonita","9/7/2022",7,87.89594762,43.23809524,16.55,8.395,531.9,4.03,11.495,NA,NA,NA,NA,0.00145,NA,0.22,0.0165,2170,2830,0.875662294,86,53,"6/13/2022",13,6,0.01505,0.22,70,NA,18,11.2,11.5,0.051,0.04,4,4.9,42.2,5,0.051,0.28,22.5,12.7,3,5
"366",2022,9,"DL",284,"22-Sep","Clark Fork River at Deer Lodge","9/8/2022",8,208.5242,201.6956522,14.1,8.28,537.3,1.94,8.045,NA,NA,NA,0.1495,9e-04,NA,0.395,0.008,856,266,1.793891054,88,80,"6/12/2022",12,6,0.0071,0.2455,142,NA,17,12.8,13.6,0.075,0.05,7.2,8.3,39.1,9.3,0.053,0.25,13.8,8.93,2,3
"367",2022,9,"FH",286,"22-Sep","Clark Fork River above Flathead","9/8/2022",8,20.48092381,9.674761905,15.05,8.24,255,1.835,10.48,NA,NA,NA,0.011,0.001,NA,0.25,0.026,35700,7590,2.168768617,87,107,"6/13/2022",13,6,0.025,0.239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368",2022,9,"GR",289,"22-Sep","Clark Fork River above Little Blackfoot","9/8/2022",8,99.26024091,102.8636364,15.7,8.48,524.55,1.195,12.59,NA,NA,NA,NA,0.0013,NA,0.233333333,0.012666667,923,270,1.848923611,87,122,"6/13/2022",13,6,0.011366667,0.233333333,200,NA,17,15.5,15.5,0.067,0.04,7.7,8.8,26.1,6.1,0.043,0.17,8.7,3.83,2,2
"369",2022,9,"HU",291,"22-Sep","Clark Fork River at Huson","9/8/2022",8,68.8747619,23.04761905,15.65,8.24,279.9,2.265,12.57,NA,NA,NA,0.0075,0.0014,NA,0.2,0.0115,28700,2150,3.653606056,87,149,"6/13/2022",13,6,0.0101,0.1925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370",2022,9,"MS",293,"22-Sep","Clark Fork River above Missoula","9/7/2022",7,95.71087619,40.71428571,14.9,8.365,319.15,3.73,11.88,NA,NA,NA,NA,NA,NA,0.115,0.008,11800,2580,2.138607821,87,176,"6/12/2022",12,6,0.008,0.115,272,NA,18,2.8,2.9,0.03,0.03,1.2,2.8,82.8,7,0.026,0.31,21.5,4.79,2,5
