"","Year","Month","Site","X.x","Group.1","Group.2","ActivityStartDate","Day.x","Chlorophyll.a..corrected.for.pheophytin","Weight","Temperature..water","pH","Specific.conductance","Turbidity","Dissolved.oxygen..DO.","Dissolved.oxygen.saturation","Oxidation.reduction.potential..ORP.","Ammonia","Nitrate...Nitrite","Orthophosphate","Total.dissolved.solids","Total.Nitrogen..mixed.forms","Total.Phosphorus..mixed.forms","Q_CFS.x","Q_CFS.y","anomaly","Days_Since_Freshet","...1","datetime.x","Day.x","Month.x","TN_DISS","TP_DISS","X.y","Begin.date","Day.y","X.Arsenic..water..filtered..micrograms.per.liter","X.Arsenic..water..unfiltered..micrograms.per.liter","X.Cadmium..water..filtered..micrograms.per.liter","X.Cadmium..water..unfiltered..micrograms.per.liter","X.Copper..water..filtered..micrograms.per.liter","X.Copper..water..unfiltered..recoverable..micrograms.per.liter","X.Iron..water..unfiltered..recoverable..micrograms.per.liter","X.Iron..water..filtered..micrograms.per.liter","X.Lead..water..filtered..micrograms.per.liter","X.Lead..water..unfiltered..recoverable..micrograms.per.liter","X.Manganese..water..unfiltered..recoverable..micrograms.per.liter","X.Manganese..water..filtered..micrograms.per.liter","X.Zinc..water..filtered..micrograms.per.liter","X.Zinc..water..unfiltered..recoverable..micrograms.per.liter"
"153",2011,7,"MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,NA,14,5.725,12.75,0.0435,0.37275,6.325,62.925,2322.5,42.575,0.1655,9.7175,170.075,18.925,6.175,91.3
"154",2011,8,"BM",109,"11-Aug","Clark Fork River below Missoula","8/9/2011",9,44.28571429,13.0952381,16.1,8.396666667,239.2666667,2.1,8.933333333,NA,255.0666667,0.024566667,0.030766667,0.010466667,155.5333333,0.171666667,0.020933333,46600,2150,4.655579299,61,15,"6/9/2011",9,6,0.010466666,0.165466667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",2011,8,"BN",111,"11-Aug","Clark Fork River at Bonita","8/8/2011",8,26.57166667,16.44444444,17.1,8.356666667,373.1333333,2.816666667,8.413333333,NA,223.6666667,0.0081,0.005233333,0.0233,242.6666667,0.182333333,0.0396,7740,2830,1.653778199,59,42,"6/10/2011",10,6,0.0163,0.1852,36,NA,14,15.7,24.7,0.083,0.336,9.6,63,1360,22.6,0.198,9.6,186,36.8,6.7,64.9
"156",2011,8,"DL",113,"11-Aug","Clark Fork River at Deer Lodge","8/8/2011",8,66.19047619,16.23809524,16.26666667,8.346666667,317.4,4.456666667,8.956666667,NA,218.6,0.018433333,0.089466667,0.029233333,206.4666667,0.304,0.0503,1960,266,2.71448357,55,69,"6/14/2011",14,6,0.021066667,0.232966666,108,NA,13,19.4,33.3,0.099,0.355,14.4,103,1780,34.4,0.227,13.7,141,46.1,8.7,66.6
"157",2011,8,"FH",115,"11-Aug","Clark Fork River above Flathead","8/10/2011",10,6.190857143,6.944444444,18.56666667,8.463333333,196.3666667,1.126666667,8.676666667,NA,207.3,0.0099,0.00525,0.004525,127.6333333,0.118615,0.0153,54700,7590,2.6845579,61,96,"6/10/2011",10,6,0.010775,0.123265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",2011,8,"GR",117,"11-Aug","Clark Fork River above Little Blackfoot","8/8/2011",8,50.66666667,13,16.9,8.446666667,332.5666667,3.386666667,9.713333333,NA,217.8666667,0.0143,0.0658,0.0315,216.2333333,0.305,0.051566667,2560,270,3.079201436,59,111,"6/10/2011",10,6,0.020066667,0.2535,175,NA,13,20.4,30.8,0.118,0.345,14.8,83.5,1310,29.7,0.274,10.7,129,45.4,9.6,63.7
"159",2011,8,"HU",119,"11-Aug","Clark Fork River at Huson","8/11/2011",11,16.80952381,6.8,17.86666667,8.323333333,219.2666667,2.17,8.956666667,NA,218.7,0.012725,0.046575,0.007075,142.5666667,0.203595,0.021825,46600,2150,4.655579299,63,138,"6/9/2011",9,6,0.01475,0.169745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",2011,8,"MS",121,"11-Aug","Clark Fork River above Missoula","8/10/2011",10,14.90514286,9.785714286,15.4,8.383333333,240.7333333,2.156666667,8.996666667,NA,205.7,0.009533333,0.00464,0.010966667,156.4333333,0.130333333,0.0181,28100,2580,3.300223154,61,165,"6/10/2011",10,6,0.007133333,0.135226666,237,NA,14,5.6,7.1,0.029,0.082,3.6,14.2,466,17.8,0.084,2.02,52.5,15.8,2.4,16
"161",2011,9,"BM",110,"11-Sep","Clark Fork River below Missoula","9/10/2011",10,39.33333333,8.428571429,12.35,8.395,276.55,2.08,9.615,NA,243.55,0.0072,0.0496,0.0066,179.7,0.201666667,0.013033333,46600,2150,4.655579299,93,15,"6/9/2011",9,6,0.006433333,0.159266667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",2011,9,"BN",112,"11-Sep","Clark Fork River at Bonita","9/8/2011",8,59.61919048,17.2,13.05,8.43,426.6,3.77,9.645,NA,251.7,0.0062,0.00355,0.0194,277.25,0.2355,0.04135,7740,2830,1.653778199,90,42,"6/10/2011",10,6,0.02195,0.23815,59,NA,17,14,14.2,0.07,0.079,5.4,10.2,141,6.4,0.051,1.08,49.8,17.8,5.3,11.8
"163",2011,9,"DL",114,"11-Sep","Clark Fork River at Deer Lodge","9/8/2011",8,38.05015,11.11111111,11.65,8.445,375.15,2.475,10.065,NA,250.55,0.0075,0.11425,0.0136,244.05,0.3315,0.02905,1960,266,2.71448357,86,69,"6/14/2011",14,6,0.01545,0.22475,131,NA,16,18.7,20,0.089,0.121,7.4,21,244,9.4,0.081,1.95,59.1,31.1,6.6,17.8
"164",2011,9,"FH",116,"11-Sep","Clark Fork River above Flathead","9/9/2011",9,14.95238095,6.666666667,14.95,8.505,223.5,1.29,9.1,NA,240.95,0.00635,0.02435,0.0045,145.25,0.149,0.00805,54700,7590,2.6845579,91,96,"6/10/2011",10,6,0.00355,0.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",2011,9,"GR",118,"11-Sep","Clark Fork River above Little Blackfoot","9/8/2011",8,46.61933333,16.66666667,11.8,8.565,383.05,2.82,11.215,NA,242.75,0.0127,0.0564,0.01565,248.95,0.3045,0.0323,2560,270,3.079201436,90,111,"6/10/2011",10,6,0.01665,0.2608,189,NA,16,19.4,20.7,0.099,0.138,9.1,21.8,241,8.1,0.07,1.9,66.6,29.6,5.4,18.2
"166",2011,9,"HU",120,"11-Sep","Clark Fork River at Huson","9/9/2011",9,60,10.66666667,14.05,8.4,241.1,1.85,9.485,NA,241.65,0.01105,0.036,0.00495,156.65,0.215,0.01425,46600,2150,4.655579299,92,138,"6/9/2011",9,6,0.0093,0.19005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",2011,9,"MS",122,"11-Sep","Clark Fork River above Missoula","9/10/2011",10,51.47619048,25.33333333,12.1,8.36,277,2.06,9.58,NA,243.6,0.0088,0.0029,0.0068,180,0.146,0.0135,28100,2580,3.300223154,92,165,"6/10/2011",10,6,0.0067,0.1519,261,NA,17,4.8,4.9,0.03,0.05,2,3.7,69.6,3.7,0.026,0.3,20.7,9.2,1.5,4.1
"168",2012,7,"BN",125,"12-Jul","Clark Fork River at Bonita","7/25/2012",25,216.1428571,122.7619048,19.26666667,8.42,408.6,1.72,9.056666667,NA,130.1666667,0.007776667,0.00277,0.003773333,265.6666667,0.253406667,0.013036667,2180,2830,0.877677629,88,43,"4/28/2012",28,4,0.009263334,0.258413334,15,NA,13,9.95,17.05,0.0495,0.28,7,58.1,1474.5,22.75,0.233,11.315,164.65,15.95,4.5,63.7
"169",2012,7,"DL",127,"12-Jul","Clark Fork River at Deer Lodge","7/24/2012",24,110.0952381,50.04761905,18.96666667,8.386666667,350.7333333,3.043333333,8.816666667,NA,112.1666667,0.0106875,0.064445,0.012605,227.9,0.336625,0.0418775,781,266,1.713502327,48,70,"6/6/2012",6,6,0.0292725,0.2828675,87,NA,12.5,12.2,27.8,0.068,0.456,9.65,123.55,2365,29.55,0.2275,18.04,209.9,24.65,6.5,92.8
"170",2012,7,"GR",131,"12-Jul","Clark Fork River above Little Blackfoot","7/23/2012",23,85.19047619,72.61904762,19.06666667,8.383333333,408.8666667,2.1,9.24,NA,111.3333333,0.0088675,0.00178,0.0193825,265.8666667,0.29065,0.0480775,999,270,1.923538406,47,112,"6/6/2012",6,6,0.028695,0.2977375,162,NA,12.5,13.85,27.55,0.0705,0.493,12.25,127.45,2164,28.45,0.2865,18.02,202.05,31.35,6.6,103.1
"171",2012,7,"MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216,NA,13.5,2.6,4,0.0175,0.062,2.35,12.05,584.5,21.5,0.0795,2.27,51.15,5.43,1.9,15.15
"172",2012,8,"BM",123,"12-Aug","Clark Fork River below Missoula","8/9/2012",9,32.76190476,12.04761905,16.13333333,8.25,246.5,2.576666667,8.993333333,NA,168.9333333,0.01026,0.035916667,0.005,160.1,0.21563,0.01575,33700,2150,3.959093154,103,16,"4/28/2012",28,4,0.01075,0.189973333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",2012,8,"BN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,18,12.5,11.4,0.029,0.113,5.7,9.1,55.6,22.1,0.05,0.73,16.2,6.31,2.4,6.3
"174",2012,8,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,17,19.8,20.4,0.073,0.151,8.1,26.8,374,25.7,0.169,2.91,87.4,31.6,4.1,20.8
"175",2012,8,"FH",129,"12-Aug","Clark Fork River above Flathead","8/9/2012",9,6.905333333,16.14,19.06666667,8.486666667,207.6666667,0.823333333,8.306666667,NA,94.43333333,0.007663333,0.010085,0.004166667,134.9666667,0.165765,0.0082,42200,7590,2.357954049,103,97,"4/28/2012",28,4,0.004033333,0.163343333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",2012,8,"GR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,NA,17,21.9,20.9,0.07,0.087,10.9,17.2,114,17.6,0.126,1.05,39.8,13.5,2.6,9
"177",2012,8,"HU",133,"12-Aug","Clark Fork River at Huson","8/10/2012",10,10.85771429,5.333333333,18,8.376666667,229.3666667,2.163333333,8.77,NA,129.4333333,0.00947,0.033655,0.0032625,149.0666667,0.2229975,0.0153475,33700,2150,3.959093154,104,139,"4/28/2012",28,4,0.012085,0.1988125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",2012,8,"MS",135,"12-Aug","Clark Fork River above Missoula","8/10/2012",10,79.66671429,38.75,16.7,8.35,255.1666667,1.696666667,8.303333333,NA,102.6333333,0.009133333,0.00361,0.003756667,165.9666667,0.165076667,0.01274,17600,2580,2.611839472,104,166,"4/28/2012",28,4,0.008983333,0.1706,238,NA,18,3.3,2.9,0.016,0.023,1.7,2.1,47.3,9.2,0.025,0.13,10.9,5.53,1.6,3
"179",2012,9,"BM",124,"12-Sep","Clark Fork River below Missoula","9/5/2012",5,161.3809524,27.80952381,12.45,8.29,255.05,1.825,9.705,NA,195.95,0.006965,0.041556667,0.002033333,165.75,0.19846,0.012236667,33700,2150,3.959093154,130,16,"4/28/2012",28,4,0.010203334,0.163868333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",2012,9,"BN",126,"12-Sep","Clark Fork River at Bonita","9/3/2012",3,159.8571905,71.28571429,12.95,8.335,473.75,1.49,9.81,NA,194.35,NA,0.00199,0.00247,308.1,0.188365,0.011925,2180,2830,0.877677629,128,43,"4/28/2012",28,4,0.009455,0.186375,60,NA,15,11.8,11.7,0.027,0.074,2.9,8.3,158,3.6,0.052,1.12,134,22.6,2.9,12.7
"181",2012,9,"DL",128,"12-Sep","Clark Fork River at Deer Lodge","9/3/2012",3,180.7142857,58.33333333,12.35,8.51,412.25,2.33,10.6,NA,181.75,0.00847,0.1038,0.003035,268.1,0.355545,0.017345,781,266,1.713502327,89,70,"6/6/2012",6,6,0.01431,0.260215,132,NA,14,16,15.4,0.047,0.058,7.2,12.2,70,13,0.099,0.65,35.3,20,3.6,6.9
"182",2012,9,"FH",130,"12-Sep","Clark Fork River above Flathead","9/4/2012",4,12.048,10.6,15.25,8.55,211,1.235,8.815,NA,123.6,0.00607,0.010585,0.00175,137.5,0.196455,0.00778,42200,7590,2.357954049,129,97,"4/28/2012",28,4,0.00603,0.19194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",2012,9,"GR",132,"12-Sep","Clark Fork River above Little Blackfoot","9/3/2012",3,147.7619048,57.0952381,11.75,8.465,438.15,2.275,10.95,NA,182.45,NA,NA,0.0035,284.7,0.27037,0.02242,999,270,1.923538406,89,112,"6/6/2012",6,6,0.01892,0.27037,190,NA,14,17.9,17.4,0.039,0.061,7.7,14.4,111,9.8,0.096,1.02,59.8,21.6,1.9,8
"184",2012,9,"HU",134,"12-Sep","Clark Fork River at Huson","9/4/2012",4,47.33333333,9.380952381,14.7,8.42,230.1,2.235,9.695,NA,138.05,NA,0.04407,0.00169,149.55,0.21797,0.014515,33700,2150,3.959093154,129,139,"4/28/2012",28,4,0.012825,0.1739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",2012,9,"MS",136,"12-Sep","Clark Fork River above Missoula","9/5/2012",5,63.28571429,27.42857143,11.75,8.345,280.9,1.415,9.66,NA,222.4,0.00703,0.0022,0.00172,182.65,0.159635,0.0089,17600,2580,2.611839472,130,166,"4/28/2012",28,4,0.00718,0.164465,262,NA,15,3.4,3.5,0.016,0.016,1.2,1.9,42.1,6.9,0.03,0.16,17.5,6.81,1.4,3
"186",2013,6,"BN",139,"13-Jun","Clark Fork River at Bonita","6/28/2013",28,99,78.0952381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080,2830,0.617758401,28,44,"5/31/2013",31,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",2013,6,"DL",142,"13-Jun","Clark Fork River at Deer Lodge","6/28/2013",28,244.9,71.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349,266,1.145438813,29,71,"5/30/2013",30,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",2013,6,"GR",147,"13-Jun","Clark Fork River above Little Blackfoot","6/28/2013",28,60.39134783,61.95652174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394,270,1.207998038,29,113,"5/30/2013",30,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",2013,7,"BN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,12,10.6,13.05,0.0235,0.1875,4.6,29.95,779,19.2,0.1475,4.815,108.95,16.75,3.9,36.55
"190",2013,7,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,11,16.65,18.95,0.0535,0.1365,6.75,26.6,374.5,23.55,0.1675,2.945,78.75,31.55,4.1,21.35
"191",2013,7,"FH",145,"13-Jul","Clark Fork River above Flathead","7/27/2013",27,14.23842857,8.823529412,20.8,8.453333333,211.6666667,1.083333333,9.21,NA,-437.5666667,NA,0.011606667,0.003883333,137.5666667,0.154586667,0.008866667,32700,7590,2.075644573,73,98,"5/15/2013",15,5,0.004983334,0.14298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",2013,7,"GR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,NA,11,17.75,20.45,0.048,0.1895,7.6,36.35,515,17.95,0.191,4.225,107.15,36,3.45,29.65
"193",2013,7,"HU",150,"13-Jul","Clark Fork River at Huson","7/27/2013",27,9.333666667,5.285714286,19.83333333,8.34,242.2333333,2.766666667,8.696666667,NA,-431.3,0.012973333,0.04542,0.0038325,157.5666667,0.192618,0.01536,25600,2150,3.450648743,73,140,"5/15/2013",15,5,0.0115275,0.160171333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",2013,7,"MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,NA,12,2.45,2.85,0.016,0.0425,1.75,5.45,223.5,16,0.0615,0.95,28.2,4.915,1.9,10.45
"195",2013,8,"BM",137,"13-Aug","Clark Fork River below Missoula","8/6/2013",6,22.80952381,8.047619048,17.4,8.36,271,2.91,8.475,NA,-457.7,0.013555,0.031145,0.003685,176.1,0.271875,0.013125,25600,2150,3.450648743,83,17,"5/15/2013",15,5,0.00944,0.254285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",2013,8,"BN",140,"13-Aug","Clark Fork River at Bonita","8/7/2013",7,111.952381,60.61904762,17.55,8.315,507.5,2.455,8.895,NA,-446.95,0.010305,0.00236,0.00663,329.9,0.213695,0.014075,1080,2830,0.617758401,68,44,"5/31/2013",31,5,0.007445,0.22164,38,NA,16,10.9,11,0.021,0.026,4.5,5.4,24.8,8.6,0.046,0.17,9.9,4.24,1.4,3
"197",2013,8,"DL",143,"13-Aug","Clark Fork River at Deer Lodge","8/8/2013",8,331.4482759,110.5714286,17,8.255,500.25,2.805,10.925,NA,-424.25,0.018316667,0.178586667,0.008593333,325.3,0.502916667,0.019136667,349,266,1.145438813,70,71,"5/30/2013",30,5,0.010543334,0.342646667,110,NA,16,14.7,17.4,0.049,0.077,3.4,12.5,116,14.5,0.083,0.96,59.2,50.2,2.5,8.8
"198",2013,8,"FH",146,"13-Aug","Clark Fork River above Flathead","8/29/2013",29,15.57142857,7.25,19.5,8.445,227,1.015,7.9,NA,-392,0.00873,0.010405,0.00353,147.55,0.15132,0.00904,32700,7590,2.075644573,106,98,"5/15/2013",15,5,0.00551,0.149645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",2013,8,"GR",148,"13-Aug","Clark Fork River above Little Blackfoot","8/7/2013",7,196.8888889,107.0740741,16.55,8.385,486.6,1.52,11.665,NA,-426.7,0.007526667,0.001373333,0.016336667,316.2,0.26929,0.027523333,394,270,1.207998038,69,113,"5/30/2013",30,5,0.011186666,0.275443334,177,NA,16,16.2,17.4,0.03,0.027,7.1,10.2,46.1,10,0.135,0.39,19.7,12.3,4.9,3
"200",2013,8,"HU",151,"13-Aug","Clark Fork River at Huson","8/29/2013",29,22.85714286,4.238095238,17.4,8.365,247.7,3.835,8.585,NA,-441.75,0.00995,0.03979,0.003495,160.9,0.27357,0.017855,25600,2150,3.450648743,106,140,"5/15/2013",15,5,0.01436,0.24373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",2013,8,"MS",152,"13-Aug","Clark Fork River above Missoula","8/7/2013",7,74.38095238,34.47619048,16.4,8.205,275.75,2.225,8.375,NA,-448.15,0.01299,0.002025,0.00333,179.45,0.155005,0.01165,12300,2580,2.183447242,85,167,"5/14/2013",14,5,0.00832,0.16597,239,NA,17,2.6,2.7,0.016,0.016,1.5,1.9,48.6,5.4,0.025,0.14,10.1,5.15,1.5,3
"202",2013,9,"BM",138,"13-Sep","Clark Fork River below Missoula","9/7/2013",7,81.42857143,14.47619048,15.25,8.415,293.2,2.515,9.86,NA,-453.45,0.013633333,0.04233,0.007416667,190.45,0.226896667,0.01763,25600,2150,3.450648743,115,17,"5/15/2013",15,5,0.010213333,0.1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",2013,9,"BN",141,"13-Sep","Clark Fork River at Bonita","9/4/2013",4,119.6190476,63.47619048,15.75,8.28,520,7.23,8.29,NA,-445.55,0.011295,0.001225,0.00701,338,0.236165,0.028765,1080,2830,0.617758401,96,44,"5/31/2013",31,5,0.021755,0.246235,61,NA,13,11.2,10.8,0.024,0.037,2.8,5.4,103,28.4,0.129,0.61,37.1,11.5,2.2,5.8
"204",2013,9,"DL",144,"13-Sep","Clark Fork River at Deer Lodge","9/4/2013",4,168.1153846,80.96153846,14.9,8.23,496.95,4.055,10.325,NA,-435.55,0.015045,0.19883,0.008675,323.05,0.451905,0.020785,349,266,1.145438813,97,71,"5/30/2013",30,5,0.01211,0.26812,133,NA,13,13.2,13.3,0.035,0.046,5.5,9.4,76.3,8.3,0.06,0.6,29.3,17,3,5.6
"205",2013,9,"GR",149,"13-Sep","Clark Fork River above Little Blackfoot","9/3/2013",3,150.0689655,71.71428571,14.9,8.265,499.15,2.085,10.1,NA,-411.05,0.00904,0.009025,0.016175,324.35,0.27177,0.029835,394,270,1.207998038,96,113,"5/30/2013",30,5,0.01366,0.271785,191,NA,13,16.1,15.2,0.024,0.034,6.2,10,66.9,9.2,0.113,0.57,36.6,19.9,2.3,4.6
"206",2013,9,"MS",153,"13-Sep","Clark Fork River above Missoula","9/5/2013",5,93.38095238,37.95238095,15.15,8.225,294.95,2.32,6.2,NA,-448.4,0.010823333,0.000968,0.00371,191.8,0.146845,0.01041,12300,2580,2.183447242,114,167,"5/14/2013",14,5,0.0067,0.156700333,263,NA,14,3.3,3.3,0.016,0.029,1,3.3,100,6.2,0.025,0.45,26.9,6.11,1.4,5.7
"207",2014,7,"BM",154,"14-Jul","Clark Fork River below Missoula","7/23/2014",23,39.95247619,14.63684211,16.95,8.13,228.75,3.79,9,NA,-129.15,NA,0.0093,0.00825,148.85,0.145,0.02025,33400,2150,3.941431684,58,18,"5/26/2014",26,5,0.012,0.1357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",2014,7,"BN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,11,10,13.8,0.058,0.145,6.7,27.3,461,15.6,0.13,3.2,64.9,14.6,5,22.8
"209",2014,7,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,10,14.4,22.5,0.065,0.215,8.9,62.6,787,20.2,0.195,6.58,101,19.7,4.4,37.1
"210",2014,7,"GR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164,NA,10,15.2,22.2,0.069,0.248,10.1,54.7,797,19.1,0.216,6.82,102,20.3,5,40.9
"211",2014,7,"MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218,NA,11,2.1,2.9,0.03,0.046,1.7,4.8,290,20.7,0.041,0.71,24.3,6.54,2,6.2
"212",2014,8,"BN",156,"14-Aug","Clark Fork River at Bonita","8/15/2014",15,126.4318409,79.19767442,18.65,8.25,533,3.135,8.74,NA,236.85,0.01765,0.00455,0.01725,346.45,0.2305,0.0335,2620,2830,0.962182443,157,45,"3/11/2014",11,3,0.01625,0.2436,39,NA,16,12.8,13.3,0.046,0.061,5.2,9.8,181,11.8,0.113,1.04,41.9,15.6,3.8,9.2
"213",2014,8,"DL",157,"14-Aug","Clark Fork River at Deer Lodge","8/15/2014",15,225.0666667,65.13333333,18.6,8.335,449.55,2.65,10.415,NA,204.1,0.01615,0.0621,0.01075,292.2,0.32,0.02495,741,266,1.669045921,48,72,"6/28/2014",28,6,0.0142,0.27405,111,NA,15,17.7,19.8,0.059,0.074,7.4,15.1,140,22.2,0.199,1.24,47.1,33.4,3.5,8.6
"214",2014,8,"FH",158,"14-Aug","Clark Fork River above Flathead","8/16/2014",16,17.3955814,12.65294118,19.2,8.176666667,237.7333333,1.44,8.4,NA,175.6666667,0.0134,0.008733333,0.003366667,154.6666667,0.178666667,0.009733333,41000,7590,2.324186854,82,99,"5/26/2014",26,5,0.006366666,0.183333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
