year,Site,Site,ActivityStartDate,date_yearmon,Chlorophyll.a,Weight,Temperature.oC,pH,TN.ug/l,TP.ug/l,Q.Anomaly,Days.Since.Freshet,Nitrate...Nitrite.y,Orthophosphate.y,N_%_Diss,P_%_Diss,N_P,,,Site,ActivityStartDate,NH4_mg_L,DIN_mg_L,SRP__mg_L,pH,SPC,Temp_oC,TDS,TN_mg_L,TP_mg_L,TURBIDITY,Q_CFS.x,Q_CFS.y,Days_Since_Freshet,anomaly,AFDM,CHLa
2019,Clark Fork River above Little Blackfoot,GR,7/24/2019,19-Jul,34.06780522,47.52297297,19.7,8.65,310,37.5,2.293307493,64,74,30,0.238709677,0.8,8.266666667,,233,GR,7/16/2019,0.0137,,0.046,8.735,378.15,19.4,245.705,0.23,0.0375,4.03,1420,270,59.5,1.739034482,47.52297297,34.06780522
2019,Clark Fork River above Little Blackfoot,GR,8/30/2019,19-Aug,141.5947368,54.61052632,19.7,8.65,310,37.5,2.293307493,98,74,30,0.238709677,0.8,8.266666667,,234,GR,8/21/2019,0.02185,0.074,0.038,8.735,411.025,19.55,266.9925,0.23,0.0375,3.315,1420,270,95.75,1.739034482,54.61052632,141.5947368
2020,Clark Fork River above Little Blackfoot,GR,8/5/2020,20-Aug,105.9665,139.6645,,,240,20,2.748737084,59,17,11.5,0.070833333,0.575,12,,248,GR,8/11/2020,,0.017,0.01025,8.51,406.3,18.825,,0.18,0.02,4.0075,2040,270,63.66666667,1.962255106,139.6645,105.9665
2020,Clark Fork River above Little Blackfoot,GR,9/1/2020,20-Sep,147.9741667,66.27791667,,,240,20,2.748737084,88,17,11.5,0.070833333,0.575,12,,249,GR,9/10/2020,0.02,0.0265,0.012583333,8.51,468.8,15.15,,0.18,0.02,3.16,2040,270,93.16666667,1.962255106,66.27791667,147.9741667
2021,Clark Fork River above Little Blackfoot,GR,7/13/2021,21-Jul,99.66666667,59.95238095,,,260,30,1.461860813,39,4,3,0.015384615,0.1,8.666666667,,265,GR,7/16/2021,0.025,0.002,0.004666667,8.67,476.15,20.75,,0.26,0.03,2.635,577,270,40.77777778,1.288063725,59.95238095,99.66666667
2021,Clark Fork River above Little Blackfoot,GR,8/3/2021,21-Aug,238.8571429,61.80952381,,,260,30,1.461860813,63,4,3,0.015384615,0.1,8.666666667,,266,GR,8/16/2021,0.0275,0.003,0.003833333,8.67,487.425,19.75,,0.26,0.03,2.925,577,270,71.66666667,1.288063725,61.80952381,238.8571429
2021,Clark Fork River above Little Blackfoot,GR,9/1/2021,21-Sep,144.8571429,46.80952381,,,260,30,1.461860813,92,4,3,0.015384615,0.1,8.666666667,,267,GR,9/11/2021,0.025,0.019,0.0025,8.67,504.075,14.65,,0.26,0.03,2.6,577,270,97.83333333,1.288063725,46.80952381,144.8571429
2022,Clark Fork River above Little Blackfoot,GR,7/15/2022,22-Jul,51.61791579,74.10526316,21,8.585,205,34,1.848923611,34,6,7,0.029268293,0.205882353,6.029411765,,282,GR,7/18/2022,0.03,,0.021,8.43,436.1,21.2,,0.223333333,0.034,3.125,923,270,35.75,1.506419674,74.10526316,51.61791579
2022,Clark Fork River above Little Blackfoot,GR,8/3/2022,22-Aug,75.09674762,115.0952381,21,8.585,205,34,1.848923611,56,6,7,0.029268293,0.205882353,6.029411765,,283,GR,8/11/2022,0.0225,0.006,0.014,8.43,451.125,21.1,,0.223333333,0.034,2.41,923,270,59.25,1.506419674,115.0952381,75.09674762
2022,Clark Fork River above Little Blackfoot,GR,9/3/2022,22-Sep,99.26024091,102.8636364,21,8.585,205,34,1.848923611,87,6,7,0.029268293,0.205882353,6.029411765,,284,GR,9/13/2022,0.015,0.006,0.00415,8.43,495.35,18.35,,0.223333333,0.034,1.445,923,270,92.66666667,1.506419674,102.8636364,99.26024091
2008,Clark Fork River at Huson,HU,8/1/2008,8-Aug,11.05,6.205,,,,,4.063450247,82,NA,NA,,,,,81,HU,8/11/2008,0.015,0.047416667,,8.483333333,210.4,18.78333333,123.4166667,0.2,0.01525,4.071666667,35500,2150,82,2.546419576,6.205,11.05
2008,Clark Fork River at Huson,HU,9/1/2008,8-Sep,43.15,7.725,,,,,4.063450247,109,NA,NA,,,,,80,HU,9/9/2008,0.015,0.0545,,8.483333333,251.1666667,15.825,133.325,0.2,0.01525,2.314166667,35500,2150,111.5,2.546419576,7.725,43.15
2009,Clark Fork River at Huson,HU,8/2/2009,9-Aug,39.19047619,9.6,19.36666667,8.473333333,263.6666667,16.75333333,4.051987741,68,48.61333333,5.17,0.18437421,0.308595304,15.73816157,,95,HU,8/8/2009,0.009158333,0.034406667,0.005626667,8.276666667,229.7833333,19.56666667,122.15,0.192,0.016753333,3.378333333,35300,2150,68.66666667,2.541628559,9.6,39.19047619
2009,Clark Fork River at Huson,HU,9/5/2009,9-Sep,51.33333333,14.57894737,19.36666667,8.473333333,263.6666667,16.75333333,4.051987741,97,48.61333333,5.17,0.18437421,0.308595304,15.73816157,,94,HU,9/7/2009,0.010828333,0.031917667,0.00407,8.276666667,261.6666667,19.13333333,139.1,0.192,0.016753333,2.706666667,35300,2150,98.39,2.541628559,14.57894737,51.33333333
2010,Clark Fork River at Huson,HU,8/1/2010,10-Aug,63.74545455,20.42857143,21.73333333,8.18,245.3333333,20.46666667,3.277832523,61,43.96666667,4.266666667,0.179211957,0.208469055,11.98697068,,108,HU,8/6/2010,0.0101,0.024616667,0.004716667,8.026666667,234.9833333,21.1,124.8666667,0.171,0.020466667,2.933333333,23100,2150,61.5,2.206604536,20.42857143,63.74545455
2010,Clark Fork River at Huson,HU,9/10/2010,10-Sep,93.32857143,24.15,21.73333333,8.18,245.3333333,20.46666667,3.277832523,94,43.96666667,4.266666667,0.179211957,0.208469055,11.98697068,,109,HU,9/8/2010,0.009933333,0.035608333,0.003645833,8.026666667,265.5,18.18333333,141.4166667,0.171,0.020466667,3.64,23100,2150,94.4,2.206604536,24.15,93.32857143
2011,Clark Fork River at Huson,HU,8/2/2011,11-Aug,16.80952381,6.8,14.05,8.4,203.595,21.825,4.655579299,63,46.575,7.075,0.228762985,0.32416953,9.328522337,,123,HU,8/13/2011,0.0107875,0.034920833,0.008404167,8.07,183.95,16.9,119.6,0.171333333,0.021825,4.851666667,46600,2150,65.6,2.788147973,6.8,16.80952381
2011,Clark Fork River at Huson,HU,9/4/2011,11-Sep,60,10.66666667,14.05,8.4,203.595,21.825,4.655579299,92,46.575,7.075,0.228762985,0.32416953,9.328522337,,122,HU,9/11/2011,0.0118875,0.0412875,0.0060125,8.07,230.1833333,15.95833333,149.6083333,0.171333333,0.021825,2.01,46600,2150,94,2.788147973,10.66666667,60
2012,Clark Fork River at Huson,HU,8/1/2012,12-Aug,25.33333333,5.333333333,14.7,8.42,222.9975,15.3475,3.959093154,104,33.655,3.2625,0.150920974,0.212575338,14.52989086,,136,HU,8/13/2012,0.010616667,0.0286825,0.003392917,8.243333333,207.6166667,18.83333333,134.9833333,0.21359,0.0153475,2.035,33700,2150,107.4444444,2.502632885,5.333333333,25.33333333
2012,Clark Fork River at Huson,HU,9/2/2012,12-Sep,47.33333333,9.380952381,14.7,8.42,222.9975,15.3475,3.959093154,129,33.655,3.2625,0.150920974,0.212575338,14.52989086,,137,HU,9/5/2012,0.00947,0.0388625,0.00247625,8.243333333,229.7333333,16.35,149.3083333,0.21359,0.0153475,2.199166667,33700,2150,130.75,2.502632885,9.380952381,47.33333333
2013,Clark Fork River at Huson,HU,7/31/2013,13-Jul,14,5.285714286,14.1,8.36,273.57,17.855,3.450648743,73,39.79,3.495,0.145447235,0.195743489,15.32175861,,153,HU,7/26/2013,0.012973333,0.04542,0.0038325,8.34,242.2333333,19.83333333,157.5666667,0.192618,0.017855,2.766666667,25600,2150,72.37777778,2.283497297,5.285714286,14
2013,Clark Fork River at Huson,HU,8/31/2013,13-Aug,22.85714286,4.238095238,14.1,8.36,273.57,17.855,3.450648743,106,39.79,3.495,0.145447235,0.195743489,15.32175861,,154,HU,8/28/2013,0.011461667,0.042605,0.00366375,8.34,244.9666667,18.61666667,159.2333333,0.192618,0.017855,3.300833333,25600,2150,105.75,2.283497297,4.238095238,22.85714286
2014,Clark Fork River at Huson,HU,8/15/2014,14-Aug,25.32432432,9.134210526,14.3,8.08,170.6666667,15.2,3.941431684,82,21.4,4.2,0.125390625,0.276315789,11.22807018,,162,HU,8/16/2014,0.0109,0.01925,0.0058,7.805,206.65,18.59166667,134.4,0.1635,0.0152,2.670833333,33400,2150,82.41666667,2.495184529,9.134210526,25.32432432
2015,Clark Fork River at Huson,HU,8/2/2015,15-Aug,15.88888889,6.1,13.85,8.52,220.5,17.8,2.658903428,63,18.2,1.7,0.082539683,0.095505618,12.38764045,,179,HU,8/6/2015,0.00905,0.02435,0.001825,8.29,214.925,19.525,139.75,0.2115,0.0178,1.845,15200,2150,64.5,1.919265438,6.1,15.88888889
2015,Clark Fork River at Huson,HU,9/6/2015,15-Sep,93.76190476,14.04761905,13.85,8.52,220.5,17.8,2.658903428,98,18.2,1.7,0.082539683,0.095505618,12.38764045,,180,HU,9/10/2015,0.016175,0.023825,0.00175,8.29,246.45,16.525,160.225,0.2115,0.0178,2.475,15200,2150,99.5,1.919265438,14.04761905,93.76190476
2016,Clark Fork River at Huson,HU,7/29/2016,16-Jul,40.07142857,15.7,14.45,8.305,250,19.66666667,2.795344968,76,43.23333333,1.35,0.172933333,0.068644068,12.7118644,,195,HU,7/22/2016,0.015533333,0.028333333,0.00215,8.355,209.4,19.65,136.15,0.2005,0.019666667,1.37,16800,2150,74.88888889,1.984374362,15.7,40.07142857
2016,Clark Fork River at Huson,HU,9/3/2016,16-Sep,70.33333333,15.6047619,14.45,8.305,250,19.66666667,2.795344968,120,43.23333333,1.35,0.172933333,0.068644068,12.7118644,,194,HU,9/7/2016,0.0180875,0.053391667,0.001275,8.355,246.025,14.8,159.9,0.2005,0.019666667,3.655,16800,2150,121.75,1.984374362,15.6047619,70.33333333
2017,Clark Fork River at Huson,HU,8/1/2017,17-Aug,25.82,8.97,15.05,8.145,256.5,14.35,3.685294472,52,56.3,1.7,0.219493177,0.118466899,17.87456446,,212,HU,8/6/2017,0.0130875,0.0576,0.0019,7.99,231.925,19.425,150.625,0.243333333,0.01435,2.05375,29200,2150,53.5,2.385877439,8.97,25.82
2017,Clark Fork River at Huson,HU,9/2/2017,17-Sep,35.18571429,12.17142857,15.05,8.145,256.5,14.35,3.685294472,83,56.3,1.7,0.219493177,0.118466899,17.87456446,,213,HU,9/6/2017,0.01425,0.071475,0.0015,7.99,259.1,17.225,168.35,0.243333333,0.01435,1.9145,29200,2150,84.5,2.385877439,12.17142857,35.18571429
2018,Clark Fork River at Huson,HU,8/3/2018,18-Aug,26.85714286,10.13809524,17.3,8.165,234.5,17.1,4.879954251,87,58.45,1.8,0.249253731,0.105263158,13.71345029,,227,HU,8/7/2018,0.01275,0.03235,0.002625,7.97,237,17.825,154.05,0.164,0.0171,3.1225,51200,2150,88.75,2.877026311,10.13809524,26.85714286
2018,Clark Fork River at Huson,HU,9/5/2018,18-Sep,28.75714286,7.357142857,17.3,8.165,234.5,17.1,4.879954251,120,58.45,1.8,0.249253731,0.105263158,13.71345029,,228,HU,9/10/2018,0.016216667,0.045825,0.00175,7.97,266.3,15.825,173.1,0.164,0.0171,2.0325,51200,2150,122.4444444,2.877026311,7.357142857,28.75714286
2019,Clark Fork River at Huson,HU,8/2/2019,19-Aug,29.04275,9.0455,20.4,8.485,190,14,3.976676186,80,42.5,15.5,0.223684211,1,13.57142857,,243,HU,8/8/2019,0.026666667,0.03575,0.014916667,8.36,248.95,18.875,162.0125,0.17,0.014,2.4025,34000,2150,82.25,2.510037168,9.0455,29.04275
2019,Clark Fork River at Huson,HU,9/1/2019,19-Sep,68.1,17.25,20.4,8.485,190,14,3.976676186,112,42.5,15.5,0.223684211,1,13.57142857,,242,HU,9/10/2019,0.02375,0.03775,0.014416667,8.36,281.175,17.375,182.8125,0.17,0.014,3.3475,34000,2150,115.75,2.510037168,17.25,68.1
2020,Clark Fork River at Huson,HU,8/3/2020,20-Aug,35.84619048,11.68714286,19.25,8.25,155,12.5,4.165193538,76,23,4,0.148387097,0.32,12.4,,259,HU,8/10/2020,0.009,0.014,0.004,8.25,237.9,18.925,,0.12,0.0125,3.66,37300,2150,80.83333333,2.588750072,11.68714286,35.84619048
2020,Clark Fork River at Huson,HU,9/2/2020,20-Sep,80.84666667,20.15380952,19.25,8.25,155,12.5,4.165193538,108,23,4,0.148387097,0.32,12.4,,260,HU,9/10/2020,0.0145,0.035166667,0.004666667,8.25,278.575,16.65,,0.12,0.0125,2.41,37300,2150,111.8333333,2.588750072,20.15380952,80.84666667
2021,Clark Fork River at Huson,HU,8/4/2021,21-Aug,62.95238095,16.19047619,,,155,16.5,3.621640384,65,22,1.45,0.141935484,0.087878788,9.393939394,,276,HU,8/17/2021,0.025,0.016,0.00145,8.28,259.125,18.45,,0.155,0.015,2.935,28200,2150,73,2.358324428,16.19047619,62.95238095
2021,Clark Fork River at Huson,HU,9/2/2021,21-Sep,363.7142857,64.80952381,,,155,16.5,3.621640384,94,22,1.45,0.141935484,0.087878788,9.393939394,,277,HU,9/13/2021,0.02,0.01225,,8.28,287.825,14.725,,0.155,0.015,3.0275,28200,2150,100.1666667,2.358324428,64.80952381,363.7142857
2022,Clark Fork River at Huson,HU,8/1/2022,22-Aug,43.62551875,14.6875,15.65,8.24,120,17,3.653606056,54,8,2,0.066666667,0.117647059,7.058823529,,294,HU,8/12/2022,0.02,0.022666667,0.00175,7.91,214.6333333,18.95,,0.12,0.032333333,4.276666667,28700,2150,60.375,2.372180941,14.6875,43.62551875
2022,Clark Fork River at Huson,HU,9/2/2022,22-Sep,68.8747619,23.04761905,15.65,8.24,120,17,3.653606056,87,8,2,0.066666667,0.117647059,7.058823529,,293,HU,9/12/2022,0.02,0.022416667,0.00145,7.91,265.5333333,17.175,,0.12,0.032333333,3.034166667,28700,2150,91.5,2.372180941,23.04761905,68.8747619
2008,Clark Fork River above Missoula,MS,8/1/2008,8-Aug,76.23529412,34.37647059,,,,,2.551789158,81,NA,NA,,,,,75,MS,8/10/2008,0.0175,0.007,,8.476666667,253.3333333,16.76666667,134.4666667,0.2,0.009666667,3.12,16800,2580,81.5,1.867367769,29.22,76.23529412
2008,Clark Fork River above Missoula,MS,9/1/2008,8-Sep,80.19047619,19.74285714,,,,,2.551789158,108,NA,NA,,,,,74,MS,9/9/2008,0.0125,0.008416667,,8.476666667,290.5,14.175,154.025,0.2,0.009666667,2.190833333,16800,2580,111,1.867367769,19.74285714,80.19047619
2009,Clark Fork River above Missoula,MS,8/3/2009,9-Aug,116.952381,33.7,15.66666667,7.853333333,199.3333333,23.02333333,2.589483801,74,6.52,5.38,0.03270903,0.233675981,8.657883307,,88,MS,8/11/2009,0.00910625,0.005231667,0.007713333,7.8,265.5,17.15,141.1333333,0.199333333,0.01646,3.746666667,17300,2580,77.52777778,1.885712438,33.7,116.952381
2009,Clark Fork River above Missoula,MS,9/4/2009,9-Sep,148.0454545,41.71428571,15.66666667,7.853333333,199.3333333,23.02333333,2.589483801,103,6.52,5.38,0.03270903,0.233675981,8.657883307,,89,MS,9/6/2009,0.00890875,0.005208,0.0044225,7.8,294,16.86666667,156.15,0.199333333,0.01646,2.131666667,17300,2580,103.5,1.885712438,41.71428571,148.0454545
2010,Clark Fork River above Missoula,MS,8/1/2010,10-Aug,120.95,50.28571429,13.26666667,7.723333333,189,17.6,1.978567331,49,3.533333333,6.566666667,0.018694885,0.373106061,10.73863636,,103,MS,8/8/2010,0.009641667,0.004216667,0.008283333,7.52,265,18.11666667,140.95,0.164,0.0176,2.531666667,10100,2580,51.25,1.576039952,50.28571429,120.95
2010,Clark Fork River above Missoula,MS,9/10/2010,10-Sep,71.9826087,30.72727273,13.26666667,7.723333333,189,17.6,1.978567331,82,3.533333333,6.566666667,0.018694885,0.373106061,10.73863636,,102,MS,9/9/2010,0.007991667,0.003,0.0052,7.52,293.5,16.05,156.4166667,0.164,0.0176,2.263333333,10100,2580,83,1.576039952,30.72727273,71.9826087
2011,Clark Fork River above Missoula,MS,8/3/2011,11-Aug,24.07692308,9.785714286,12.1,8.36,130.3333333,18.1,3.300223154,61,4.64,10.96666667,0.035601023,0.605893186,7.200736646,,116,MS,8/12/2011,0.010641667,0.007986667,0.011333333,8.256666667,223.3,15.45,145.3666667,0.185,0.0181,5.021666667,28100,2580,63.8,2.216641899,9.785714286,24.07692308
2011,Clark Fork River above Missoula,MS,9/5/2011,11-Sep,51.47619048,25.33333333,12.1,8.36,130.3333333,18.1,3.300223154,92,4.64,10.96666667,0.035601023,0.605893186,7.200736646,,117,MS,9/11/2011,0.009166667,0.00377,0.008883333,8.256666667,258.8666667,13.75,168.2166667,0.185,0.0181,2.108333333,28100,2580,93,2.216641899,25.33333333,51.47619048
2012,Clark Fork River above Missoula,MS,8/3/2012,12-Aug,83.65,38.75,11.75,8.345,165.0766667,12.74,2.611839472,104,3.61,3.756666667,0.021868627,0.294871795,12.95735217,,131,MS,8/13/2012,0.010646667,0.00316,0.003613333,8.176666667,243.2833333,16.96666667,158.2666667,0.149486667,0.01274,1.593333333,17600,2580,107.0444444,1.896550104,38.75,83.65
2012,Clark Fork River above Missoula,MS,9/3/2012,12-Sep,63.28571429,27.42857143,11.75,8.345,165.0766667,12.74,2.611839472,130,3.61,3.756666667,0.021868627,0.294871795,12.95735217,,130,MS,9/5/2012,0.008081667,0.002905,0.002738333,8.176666667,268.0333333,14.225,174.3083333,0.149486667,0.01274,1.555833333,17600,2580,130.75,1.896550104,27.42857143,63.28571429
2013,Clark Fork River above Missoula,MS,8/3/2013,13-Aug,74.38095238,34.47619048,16.4,8.205,155.005,11.65,2.183447242,85,2.025,3.33,0.013064095,0.28583691,13.30515021,,145,MS,8/8/2013,0.0140425,0.0021175,0.00345,8.22,263.875,17.1,171.6,0.163265,0.01165,2.6625,12300,2580,86.5,1.683042703,34.47619048,74.38095238
2013,Clark Fork River above Missoula,MS,9/2/2013,13-Sep,93.38095238,37.95238095,16.4,8.205,155.005,11.65,2.183447242,114,2.025,3.33,0.013064095,0.28583691,13.30515021,,146,MS,9/10/2013,0.011906667,0.0014965,0.00352,8.22,285.35,15.775,185.625,0.163265,0.01165,2.2725,12300,2580,119.15,1.683042703,37.95238095,93.38095238
2014,Clark Fork River above Missoula,MS,8/16/2014,14-Aug,92.16666667,36.31666667,13.4,7.74,151.5,11.55,2.574472174,80,1.9,4.3,0.012541254,0.372294372,13.11688312,,159,MS,8/14/2014,0.010325,0.002833333,0.006683333,7.795,266.05,16.75,173.05,0.142,0.01155,2.78,17100,2580,79.75,1.87841754,36.31666667,92.16666667
2015,Clark Fork River above Missoula,MS,7/3/2015,15-Jul,116.8148148,91.59259259,16.5,7.985,265,15.7,1.648348951,31,2.6,1.8,0.009811321,0.114649682,16.87898089,,170,MS,7/7/2015,0.010475,0.0017,0.0016,8.23,224.7,18.75,146.2,0.171666667,0.0157,1.86,7010,2580,34.625,1.395402309,91.59259259,116.8148148
2015,Clark Fork River above Missoula,MS,8/3/2015,15-Aug,61.76190476,22.04761905,16.5,7.985,265,15.7,1.648348951,64,2.6,1.8,0.009811321,0.114649682,16.87898089,,171,MS,8/7/2015,0.0138625,0.00215,0.0017,8.23,255.35,17.625,166.05,0.171666667,0.0157,2.4325,7010,2580,65.5,1.395402309,22.04761905,61.76190476
2015,Clark Fork River above Missoula,MS,9/4/2015,15-Sep,76.0952381,27.95238095,16.5,7.985,265,15.7,1.648348951,97,2.6,1.8,0.009811321,0.114649682,16.87898089,,172,MS,9/10/2015,0.0122,0.0026,0.00175,8.23,294.65,14.575,191.4,0.171666667,0.0157,3.895,7010,2580,99,1.395402309,27.95238095,76.0952381
2016,Clark Fork River above Missoula,MS,7/12/2016,16-Jul,114.755814,76.10093023,12.15,8.5,321,50.7,1.723076391,63,10.95,1.25,0.03411215,0.024654832,6.331360947,,189,MS,7/11/2016,,0.0011,8.00E-04,8.28,247.05,17.4,160.55,0.1405,0.0507,1.195,7660,2580,62.74806202,1.437263361,76.10093023,114.755814
2016,Clark Fork River above Missoula,MS,8/31/2016,16-Aug,67.76190476,28.48571429,12.15,8.5,321,50.7,1.723076391,107,10.95,1.25,0.03411215,0.024654832,6.331360947,,188,MS,8/24/2016,0.0198,0.006025,0.001025,8.28,255.85,16.725,166.225,0.1405,0.0507,23.415,7660,2580,106,1.437263361,28.48571429,67.76190476
2017,Clark Fork River above Missoula,MS,7/6/2017,17-Jul,28.36111111,18.24444444,12.4,8.32,180,10.85,2.386980188,26,2.05,2,0.011388889,0.184331797,16.58986175,,203,MS,7/12/2017,0.0149,0.002,0.0042,8.175,253,18.9,164.45,0.169,0.01085,2.34,14700,2580,28.94444444,1.786073018,18.24444444,28.36111111
2017,Clark Fork River above Missoula,MS,8/4/2017,17-Aug,106.6142857,56.6,12.4,8.32,180,10.85,2.386980188,55,2.05,2,0.011388889,0.184331797,16.58986175,,204,MS,8/9/2017,0.01325,0.002025,0.0031,8.175,260.15,17.825,169.15,0.169,0.01085,1.98,14700,2580,56.5,1.786073018,56.6,106.6142857
2017,Clark Fork River above Missoula,MS,9/1/2017,17-Sep,68.82857143,47.53333333,12.4,8.32,180,10.85,2.386980188,83,2.05,2,0.011388889,0.184331797,16.58986175,,205,MS,9/6/2017,0.0106,0.003,0.00195,8.175,286.725,14.575,186.375,0.169,0.01085,2.13,14700,2580,84.5,1.786073018,47.53333333,68.82857143
2018,Clark Fork River above Missoula,MS,8/6/2018,18-Aug,97.54761905,22.12380952,14.4,8.465,138.5,15.45,3.49418121,89,3.9,3.3,0.028158845,0.213592233,8.964401294,,221,MS,8/9/2018,0.0169,0.0035375,0.0054875,8.185,271.075,18.1,176.15,0.173,0.01545,3.12,31500,2580,90.25,2.30266247,22.12380952,97.54761905
2018,Clark Fork River above Missoula,MS,9/10/2018,18-Sep,66.75714286,17.14285714,14.4,8.465,138.5,15.45,3.49418121,122,3.9,3.3,0.028158845,0.213592233,8.964401294,,222,MS,9/10/2018,0.017175,0.02285,0.00235,8.185,296.425,15.725,192.575,0.173,0.01545,2.0775,31500,2580,122.5,2.30266247,17.14285714,66.75714286
2019,Clark Fork River above Missoula,MS,7/20/2019,19-Jul,122.8006098,79.84019512,13.45,8.285,125,29.5,2.505807209,60,5,24.5,0.04,0.830508475,4.237288136,,235,MS,7/14/2019,0.015,0.005,0.0245,8.58,277.3,17.4,180.375,0.125,0.014,5.13,16200,2580,57.75,1.844867171,79.84019512,122.8006098
2019,Clark Fork River above Missoula,MS,8/4/2019,19-Aug,108.2,53.43619048,13.45,8.285,125,29.5,2.505807209,81,5,24.5,0.04,0.830508475,4.237288136,,236,MS,8/9/2019,0.0175,0.005,0.01925,8.58,290.575,17.725,189.015,0.125,0.014,3.6625,16200,2580,83.25,1.844867171,53.43619048,108.2
2019,Clark Fork River above Missoula,MS,9/2/2019,19-Sep,101.85,29.71428571,13.45,8.285,125,29.5,2.505807209,112,5,24.5,0.04,0.830508475,4.237288136,,237,MS,9/9/2019,0.0175,0.016,0.0155,8.58,316.6,15.75,205.915,0.125,0.014,7.1525,16200,2580,114.25,1.844867171,29.71428571,101.85
2020,Clark Fork River above Missoula,MS,7/22/2020,20-Jul,39.09814815,68.23259259,,,200,16,2.784230232,61,3,4.5,0.015,0.28125,12.5,,250,MS,7/21/2020,,,0.006,8.18,257.5,18.65,,0.11,0.016,8.16,20000,2580,61.75,1.979110744,68.23259259,39.09814815
2020,Clark Fork River above Missoula,MS,8/6/2020,20-Aug,119.3466667,117.93375,,,200,16,2.784230232,79,3,4.5,0.015,0.28125,12.5,,251,MS,8/12/2020,0.007,0.003,0.00525,8.18,277.4,18.475,,0.11,0.016,5.4675,20000,2580,83,1.979110744,117.93375,119.3466667
2020,Clark Fork River above Missoula,MS,9/3/2020,20-Sep,92.82,36.91714286,,,200,16,2.784230232,109,3,4.5,0.015,0.28125,12.5,,252,MS,9/10/2020,0.0135,0.003,0.005083333,8.18,311.125,16.075,,0.11,0.016,3.345,20000,2580,112.6666667,1.979110744,36.91714286,92.82
2021,Clark Fork River above Missoula,MS,8/5/2021,21-Aug,196.8571429,45.19047619,,,,,2.287478555,65,NA,NA,,,,,268,MS,8/17/2021,0.02,,0.001,8.49,286.625,18.575,,0.105,0.015,3.765,13500,2580,73.33333333,1.736086477,45.19047619,196.8571429
2021,Clark Fork River above Missoula,MS,9/4/2021,21-Sep,103.7619048,46.33333333,,,,,2.287478555,95,NA,NA,,,,,269,MS,9/13/2021,0.015,,,8.49,317.1,15.225,,0.105,0.015,4.1775,13500,2580,100.6666667,1.736086477,46.33333333,103.7619048
2022,Clark Fork River above Missoula,MS,7/24/2022,22-Jul,88.92817561,29.70731707,20.5,8.315,126.6666667,12.33333333,2.138607821,42,3,2,0.023684211,0.162162162,10.27027028,,285,MS,7/23/2022,0.03,0.021,0.0195,8.315,251.45,20.5,,0.125,0.012333333,5.92,11800,2580,41.75,1.659921055,29.70731707,88.92817561
2022,Clark Fork River above Missoula,MS,9/1/2022,22-Sep,95.71087619,40.71428571,20.5,8.315,126.6666667,12.33333333,2.138607821,87,3,2,0.023684211,0.162162162,10.27027028,,286,MS,9/10/2022,0.016666667,0.003,0.002,8.315,295.875,17.875,,0.125,0.012333333,3.435,11800,2580,90.5,1.659921055,40.71428571,95.71087619
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
