"","date_yearmon","Site","Ammonia","Kjeldahl nitrogen","Nitrate + Nitrite","pH","Specific conductance","Temperature, water","Total dissolved solids","Total Phosphorus, mixed forms","Total Nitrogen, mixed forms","Turbidity","Weight","Chlorophyll a, corrected for pheophytin"
"1397",Dec 2004,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,8.17,192,5.2,NA,NA,NA,1.8,NA,NA
"1398",Jan 2005,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,8.05,189,4.6,NA,NA,NA,1.6,NA,NA
"1399",Feb 2005,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,8.3,173,4,NA,NA,NA,1.8,NA,NA
"1400",Mar 2005,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,8.18,177,6.8,NA,NA,NA,0.7,NA,NA
"1401",Apr 2005,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,8.16,181,7.4,NA,NA,NA,1.3,NA,NA
"1402",May 2005,"Clark Fork River below Cabinet Gorge Dam",NA,0.133333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1403",Jun 2005,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1404",Jul 2005,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,8.59,125,20.1,NA,NA,NA,2.6,NA,NA
"1405",Aug 2005,"Clark Fork River below Cabinet Gorge Dam",NA,0.1,NA,9.04,158,21.5,NA,NA,NA,0.6,NA,NA
"1406",Sep 2005,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,8.62,190,15.2,NA,NA,NA,1.2,NA,NA
"1407",Oct 2005,"Clark Fork River below Cabinet Gorge Dam",NA,0.1,NA,8.78,220,11.6,NA,NA,NA,NA,NA,NA
"1408",Nov 2005,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,NA,156,8,NA,NA,NA,NA,NA,NA
"1409",Dec 2005,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1410",Feb 2006,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,8.53,183,8.8,NA,NA,NA,0.75,NA,NA
"1411",Mar 2006,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,8.99,161,5,NA,NA,NA,0.69,NA,NA
"1412",Apr 2006,"Clark Fork River below Cabinet Gorge Dam",NA,0.1,NA,8.88,162,7.7,NA,NA,NA,2.01,NA,NA
"1413",May 2006,"Clark Fork River below Cabinet Gorge Dam",NA,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1414",Jun 2006,"Clark Fork River below Cabinet Gorge Dam",NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1415",Jul 2006,"Clark Fork River below Cabinet Gorge Dam",NA,0.1,NA,8.55,140,16.3,NA,NA,NA,1.78,NA,NA
"1416",Aug 2006,"Clark Fork River below Cabinet Gorge Dam",NA,0.1,NA,9.02,119,18.7,NA,NA,NA,1.3,NA,NA
"1417",Sep 2006,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,9.05,66,19.1,NA,NA,NA,0.96,NA,NA
"1418",Oct 2006,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,9.06,142,14.9,NA,NA,NA,0.56,NA,NA
"1419",Nov 2006,"Clark Fork River below Cabinet Gorge Dam",NA,0.1,NA,9.48,151,6.3,NA,NA,NA,2.42,NA,NA
"1420",Dec 2006,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,9.64,149,4.7,NA,NA,NA,0.92,NA,NA
"1421",Jan 2007,"Clark Fork River below Cabinet Gorge Dam",NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1422",Feb 2007,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1423",Mar 2007,"Clark Fork River below Cabinet Gorge Dam",NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1424",Apr 2007,"Clark Fork River below Cabinet Gorge Dam",NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1425",May 2007,"Clark Fork River below Cabinet Gorge Dam",NA,0.183333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1426",Jun 2007,"Clark Fork River below Cabinet Gorge Dam",NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1427",Jul 2007,"Clark Fork River below Cabinet Gorge Dam",NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1428",Aug 2007,"Clark Fork River below Cabinet Gorge Dam",NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.1818181818182
"1429",Sep 2007,"Clark Fork River below Cabinet Gorge Dam",NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1430",Oct 2007,"Clark Fork River below Cabinet Gorge Dam",NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1431",Nov 2007,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1432",Dec 2007,"Clark Fork River below Cabinet Gorge Dam",NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1433",Jan 2008,"Clark Fork River below Cabinet Gorge Dam",NA,0.1,NA,7.07,197,2.8,NA,NA,NA,1.59,NA,NA
"1434",Feb 2008,"Clark Fork River below Cabinet Gorge Dam",NA,0.15,NA,8.63,210,8.5,NA,NA,NA,1.2,NA,NA
"1435",Mar 2008,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,8.43,199,3.93,NA,NA,NA,0.84,NA,NA
"1436",Apr 2008,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,NA,195,8,NA,NA,NA,0.5,NA,NA
"1437",May 2008,"Clark Fork River below Cabinet Gorge Dam",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1438",Jun 2008,"Clark Fork River below Cabinet Gorge Dam",NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1439",Jul 2008,"Clark Fork River below Cabinet Gorge Dam",NA,0.15,NA,7.91,157,19.7,NA,NA,NA,2.44,NA,NA
"1440",Aug 2008,"Clark Fork River below Cabinet Gorge Dam",NA,0.1,NA,8.19,178,17.5,NA,NA,NA,1.31,NA,NA
"1441",Sep 2008,"Clark Fork River below Cabinet Gorge Dam",NA,0.1,NA,7.98,NA,17.5,NA,NA,NA,1.87,NA,NA
"1442",Oct 2008,"Clark Fork River below Cabinet Gorge Dam",NA,0.1,NA,7.85,184,13.5,NA,NA,NA,0.89,NA,NA
"1443",Nov 2008,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,7.48,186,8.8,NA,NA,NA,0.85,NA,NA
"1444",Dec 2008,"Clark Fork River below Cabinet Gorge Dam",NA,0.15,NA,7.86,262,1.7,NA,NA,NA,1.8,NA,NA
"1445",Apr 2009,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,8.04,149,9.4,97,NA,NA,3.51,NA,NA
"1446",May 2009,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1447",Jun 2009,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1448",Jul 2009,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,8,166,18.34,108,NA,NA,2.57,NA,NA
"1449",Aug 2009,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,7.91,191,19.51,124,NA,NA,0.61,NA,NA
"1450",Sep 2009,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,6.93,171,16.42,132,NA,NA,0.78,NA,NA
"1451",Oct 2009,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,8.28,200,12.15,130,NA,NA,3.58,NA,NA
"1452",Nov 2009,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,8.02,217,7.16,142,NA,NA,0.74,NA,NA
"1453",Dec 2009,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,7.66,203,2.66,133,NA,NA,0.89,NA,NA
"1454",Jan 2010,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,7.89,201,1.73,130,NA,NA,0.81,NA,NA
"1455",Feb 2010,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,7.61,196,2.98,127,NA,NA,1.23,NA,NA
"1456",Mar 2010,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,7.87,198,4.25,129,NA,NA,0.76,NA,NA
"1457",Apr 2010,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,7.84,203,6.98,132,NA,NA,0.6,NA,NA
"1458",May 2010,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1459",Jun 2010,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1460",Jul 2010,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,7.73,170,18.04,111,NA,NA,1.22,NA,NA
"1461",Aug 2010,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,7.84,191,20.39,124,NA,NA,0.72,NA,NA
"1462",Sep 2010,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,7.86,199,17.31,130,NA,NA,0.98,NA,NA
"1463",Oct 2010,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,7.82,193,14.71,126,NA,NA,0.72,NA,NA
"1464",Nov 2010,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,7.83,211,9.15,137,NA,NA,0.6,NA,NA
"1465",Dec 2010,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,7.25,188,2.36,122,NA,NA,1.33,NA,NA
"1466",Jan 2011,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,7.56,189,0.61,123,NA,NA,0.75,NA,NA
"1467",Feb 2011,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,8.29,186,1.4,121,NA,NA,2.15,NA,NA
"1468",Mar 2011,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,8.21,211,1.91,136,NA,NA,3.45,NA,NA
"1469",Apr 2011,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,7.84,163,6.35,106,NA,NA,3.52,NA,NA
"1470",May 2011,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1471",Jun 2011,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1472",Jul 2011,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,7.76,146,16.19,95,NA,NA,6.48,NA,NA
"1473",Aug 2011,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,8.06,174,20.34,113,NA,NA,1.86,NA,NA
"1474",Sep 2011,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,8.4,191,18.25,124,NA,NA,1.1,NA,NA
"1475",Oct 2011,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,8.36,202,14.23,132,NA,NA,1.24,NA,NA
"1476",Nov 2011,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,7.69,192,7.22,125,NA,NA,2.37,NA,NA
"1477",Dec 2011,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,7.42,209,2.9,136,NA,NA,1.05,NA,NA
"1478",Jan 2012,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,6.98,200,1.75,130,NA,NA,0.92,NA,NA
"1479",Feb 2012,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,5.87,198,1.59,129,NA,NA,1.81,NA,NA
"1480",Mar 2012,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,7.54,201,3.02,131,NA,NA,3.57,NA,NA
"1481",Apr 2012,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,7.85,191,7.09,124,NA,NA,3.94,NA,NA
"1482",May 2012,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1483",Jun 2012,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,7.75,127,10.96,83,NA,NA,8.04,NA,NA
"1484",Jul 2012,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,8.2,155,18.55,101,NA,NA,1.27,NA,NA
"1485",Aug 2012,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,7.95,173,21.4,113,NA,NA,0.68,NA,NA
"1486",Dec 2012,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,6.24,173,6.84,112,NA,NA,1.06,NA,NA
"1487",Mar 2013,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,7.84,185,5.25,119,NA,NA,1.37,NA,NA
"1488",Apr 2013,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,8.12,142,7.49,92,NA,NA,2.16,NA,NA
"1489",May 2013,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1490",Jun 2013,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1491",Jul 2013,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,8.18,162,20.8,105,NA,NA,1.01,NA,NA
"1492",Aug 2013,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,8.21,178,21.37,116,NA,NA,0.99,NA,NA
"1493",Sep 2013,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,8.03,185,19.7,120,NA,NA,0.82,NA,NA
"1494",Oct 2013,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,7.91,186,11.11,121,NA,NA,0.85,NA,NA
"1495",Nov 2013,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,8.05,211,7.96,137,NA,NA,1.56,NA,NA
"1496",Mar 2014,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,7.98,178,1.25,115,NA,NA,4.74,NA,NA
"1497",Apr 2014,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,7.99,167,8.03,108,NA,NA,2.32,NA,NA
"1498",May 2014,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1499",Jun 2014,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1500",Jul 2014,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,8.02,165,20.58,107,NA,NA,2.12,NA,NA
"1501",Aug 2014,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,8.08,175,20.33,114,NA,NA,0.9,NA,NA
"1502",Sep 2014,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,7.98,188,17.26,122,NA,NA,1.22,NA,NA
"1503",Oct 2014,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,7.83,194,14.26,126,NA,NA,1,NA,NA
"1504",Nov 2014,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,7.74,186,6.92,121,NA,NA,0.94,NA,NA
"1505",Mar 2015,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,7.87,163,3.93,106,NA,NA,2.84,NA,NA
"1506",Apr 2015,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,8.06,149,7.49,97,NA,NA,2.28,NA,NA
"1507",May 2015,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,7.03,155,12.45,100,NA,NA,3.04,NA,NA
"1508",Jun 2015,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,7.79,149,18.67,97,NA,NA,1.69,NA,NA
"1509",Jul 2015,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,7.81,171,21.42,111,NA,NA,2.03,NA,NA
"1510",Aug 2015,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,7.58,188,20.42,122,NA,NA,1.31,NA,NA
"1511",Sep 2015,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,7.86,193,18.24,125,NA,NA,1.54,NA,NA
"1512",Oct 2015,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,7.88,202,15.37,131,NA,NA,1.24,NA,NA
"1513",Nov 2015,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,7.53,205,10.5,134,NA,NA,1.12,NA,NA
"1514",Mar 2016,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,8.27,175,5.12,115,NA,NA,2.23,NA,NA
"1515",Apr 2016,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,8.2,157,8.6,102,NA,NA,2.43,NA,NA
"1516",May 2016,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1517",Jun 2016,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,8.21,149,16.7,97,NA,NA,1.46,NA,NA
"1518",Jul 2016,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,8.13,171,17.89,112,NA,NA,1.33,NA,NA
"1519",Aug 2016,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,8.49,178,19.37,115,NA,NA,1.13,NA,NA
"1520",Sep 2016,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,8.31,191,17.41,125,NA,NA,0.84,NA,NA
"1521",Oct 2016,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,8.11,190,13.54,123,NA,NA,1.4,NA,NA
"1522",Nov 2016,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,8.01,185,8.9,120,NA,NA,2.57,NA,NA
"1523",Jun 1998,"Clark Fork River below Missoula",NA,0.1,NA,8.13,314,13.9,160,NA,NA,NA,NA,NA
"1524",Jul 1998,"Clark Fork River below Missoula",NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1525",Aug 1998,"Clark Fork River below Missoula",NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1526",Sep 1998,"Clark Fork River below Missoula",NA,0.166666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1527",Oct 1998,"Clark Fork River below Missoula",NA,0.2,NA,8.33,256,10.6,138,NA,NA,NA,NA,NA
"1528",Nov 1998,"Clark Fork River below Missoula",NA,0.25,NA,8.17,297,5.9,149,NA,NA,NA,NA,NA
"1529",Dec 1998,"Clark Fork River below Missoula",NA,0.2,NA,8.14,473,4.3,233,NA,NA,NA,NA,NA
"1530",Jan 1999,"Clark Fork River below Missoula",NA,NA,NA,8.2,403,0.3,203,NA,NA,NA,NA,NA
"1531",Mar 1999,"Clark Fork River below Missoula",NA,0.35,NA,8.9,302,5.3,153,NA,NA,NA,NA,NA
"1532",Apr 1999,"Clark Fork River below Missoula",NA,0.25,NA,7.91,299,8.9,150,NA,NA,NA,NA,NA
"1533",May 1999,"Clark Fork River below Missoula",NA,0.55,NA,8.055,184.5,11.75,91,NA,NA,NA,NA,NA
"1534",Jun 1999,"Clark Fork River below Missoula",NA,0.2,NA,6.25,165,15.3,81,NA,NA,NA,NA,NA
"1535",Jul 1999,"Clark Fork River below Missoula",NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1536",Aug 1999,"Clark Fork River below Missoula",NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1537",Sep 1999,"Clark Fork River below Missoula",NA,0.266666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1538",Oct 1999,"Clark Fork River below Missoula",NA,0.2,NA,8.48,342,9.6,173,NA,NA,NA,NA,NA
"1539",Nov 1999,"Clark Fork River below Missoula",NA,0.2,NA,NA,343,6.3,171,NA,NA,NA,NA,NA
"1540",Dec 1999,"Clark Fork River below Missoula",NA,0.4,NA,6.84,336,2.8,169,NA,NA,NA,NA,NA
"1541",Jan 2000,"Clark Fork River below Missoula",NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1542",Feb 2000,"Clark Fork River below Missoula",NA,0.4,NA,8.36,301,6.3,156,NA,NA,NA,NA,NA
"1543",Mar 2000,"Clark Fork River below Missoula",NA,0.3,NA,7.46,257,8.5,131,NA,NA,NA,NA,NA
"1544",May 2000,"Clark Fork River below Missoula",NA,0.2,NA,7.705,160,12,78.5,NA,NA,NA,NA,NA
"1545",Jun 2000,"Clark Fork River below Missoula",NA,0.2,NA,7.56,214,17.8,110,NA,NA,5.43,NA,NA
"1546",Jul 2000,"Clark Fork River below Missoula",NA,0.266666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1547",Aug 2000,"Clark Fork River below Missoula",NA,0.533333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1548",Sep 2000,"Clark Fork River below Missoula",NA,0.333333333333333,NA,8.54,333,16.3,166,NA,NA,2.2,NA,NA
"1549",Oct 2000,"Clark Fork River below Missoula",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1550",Nov 2000,"Clark Fork River below Missoula",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1551",Dec 2000,"Clark Fork River below Missoula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1552",Jan 2001,"Clark Fork River below Missoula",NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1553",Feb 2001,"Clark Fork River below Missoula",NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1554",Mar 2001,"Clark Fork River below Missoula",NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1555",Apr 2001,"Clark Fork River below Missoula",NA,0.466666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1556",May 2001,"Clark Fork River below Missoula",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1557",Jun 2001,"Clark Fork River below Missoula",NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1558",Jul 2001,"Clark Fork River below Missoula",NA,0.266666666666667,NA,8.24,286,18.3,144,NA,NA,NA,NA,NA
"1559",Aug 2001,"Clark Fork River below Missoula",NA,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1560",Sep 2001,"Clark Fork River below Missoula",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1561",Oct 2001,"Clark Fork River below Missoula",NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1562",Nov 2001,"Clark Fork River below Missoula",NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1563",Dec 2001,"Clark Fork River below Missoula",NA,0.4,NA,8.04,351,1.2,178,NA,NA,1.46,NA,NA
"1564",Jan 2002,"Clark Fork River below Missoula",NA,0.3,NA,8.43,357,1.1,179,NA,NA,2.99,NA,NA
"1565",Mar 2002,"Clark Fork River below Missoula",NA,0.3,NA,8.29,328,3.3,167,NA,NA,3.65,NA,NA
"1566",Apr 2002,"Clark Fork River below Missoula",NA,0.8,NA,8.35,313,4.7,157,NA,NA,15.3,NA,NA
"1567",May 2002,"Clark Fork River below Missoula",NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1568",Jun 2002,"Clark Fork River below Missoula",NA,0.3,NA,7.68,156,14.9,78,NA,NA,32.8,NA,NA
"1569",Jul 2002,"Clark Fork River below Missoula",NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1570",Aug 2002,"Clark Fork River below Missoula",NA,0.533333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1571",Sep 2002,"Clark Fork River below Missoula",NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1572",Jun 2003,"Clark Fork River below Missoula",NA,0.35,NA,7.88,195.05,14.55,103.95,NA,NA,8.46,NA,NA
"1573",Jul 2003,"Clark Fork River below Missoula",NA,0.35,NA,8.025,260,19.65,138.4,NA,NA,2.58,NA,NA
"1574",Aug 2003,"Clark Fork River below Missoula",NA,0.2,NA,7.99666666666667,281,18,149.233333333333,NA,NA,2.49,NA,NA
"1575",Sep 2003,"Clark Fork River below Missoula",NA,0.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1576",May 2004,"Clark Fork River below Missoula",NA,NA,NA,7.93,177.5,10.8,NA,NA,NA,3.57,NA,NA
"1577",Jun 2004,"Clark Fork River below Missoula",NA,0.133333333333333,NA,8.11,186.733333333333,14.1333333333333,NA,NA,NA,8.35,NA,NA
"1578",Jul 2004,"Clark Fork River below Missoula",NA,0.3,NA,8.315,251,19.65,NA,NA,NA,7.675,NA,NA
"1579",Aug 2004,"Clark Fork River below Missoula",NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1580",Sep 2004,"Clark Fork River below Missoula",NA,0.15,NA,8.31,1611,12.5,NA,NA,NA,2.875,NA,NA
"1581",Jan 2005,"Clark Fork River below Missoula",NA,0.1,NA,7.63,380,2.2,NA,NA,NA,4.7,NA,NA
"1582",Feb 2005,"Clark Fork River below Missoula",NA,0.1,NA,8.42,296,3.2,NA,NA,NA,3.2,NA,NA
"1583",Mar 2005,"Clark Fork River below Missoula",NA,0.1,NA,8.38,288,8.8,NA,NA,NA,4.6,NA,NA
"1584",Apr 2005,"Clark Fork River below Missoula",NA,0.2,NA,8.3,227,8.2,NA,NA,NA,5.4,NA,NA
"1585",May 2005,"Clark Fork River below Missoula",NA,0.4,NA,7.81,211,12.3,NA,NA,NA,26.2,NA,NA
"1586",Jun 2005,"Clark Fork River below Missoula",NA,0.3,NA,NA,314.5,NA,NA,NA,NA,14.45,NA,NA
"1587",Jul 2005,"Clark Fork River below Missoula",NA,0.2,NA,NA,268.5,20.05,NA,NA,NA,3.15,NA,NA
"1588",Aug 2005,"Clark Fork River below Missoula",NA,0.2,NA,9.105,258,19.95,NA,NA,NA,2.35,NA,NA
"1589",Sep 2005,"Clark Fork River below Missoula",NA,0.9,NA,8.52666666666667,326,12.5333333333333,NA,NA,NA,1.66666666666667,NA,NA
"1590",Oct 2005,"Clark Fork River below Missoula",NA,0.2,NA,8.96,340,11.5,NA,NA,NA,NA,NA,NA
"1591",Nov 2005,"Clark Fork River below Missoula",NA,NA,NA,NA,268,2.6,NA,NA,NA,NA,NA,NA
"1592",Dec 2005,"Clark Fork River below Missoula",NA,0.1,NA,NA,375,1.2,NA,NA,NA,NA,NA,NA
"1593",May 2006,"Clark Fork River below Missoula",NA,0.4,NA,8.19,176.4,12.4,NA,NA,NA,10.8,NA,NA
"1594",Jun 2006,"Clark Fork River below Missoula",NA,0.35,NA,8.055,204.95,16.4,NA,NA,NA,14.65,NA,NA
"1595",Jul 2006,"Clark Fork River below Missoula",NA,0.2,NA,8.07,253,19.5,NA,NA,NA,6.065,NA,NA
"1596",Aug 2006,"Clark Fork River below Missoula",NA,0.266666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1597",Sep 2006,"Clark Fork River below Missoula",NA,0.233333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1598",Jun 2007,"Clark Fork River below Missoula",NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1599",Jul 2007,"Clark Fork River below Missoula",NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1600",Aug 2007,"Clark Fork River below Missoula",NA,0.233333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1601",Sep 2007,"Clark Fork River below Missoula",NA,0.233333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
