"","date_yearmon","Site","ActivityStartDate","Ammonia","Chlorophyll a, corrected for pheophytin","Kjeldahl nitrogen","Nitrate + Nitrite","Orthophosphate","pH","Specific conductance","Temperature, water","Total dissolved solids","Total Nitrogen, mixed forms","Total Phosphorus, mixed forms","Turbidity","Weight"
"191",Sep 2018,"Clark Fork River at Bonita",2018-09-11,32.85,NA,NA,4.3,2.45,8.455,459.65,15.15,299000,240,21.85,2.8,NA
"192",Jul 2019,"Clark Fork River at Bonita",2019-07-09,13.65,NA,NA,5,39,8.58,423.5,18.65,275275,185,44.5,4.51,NA
"193",Aug 2019,"Clark Fork River at Bonita",2019-08-16,30,NA,NA,3,26.6666666666667,NA,NA,NA,NA,190,27.6666666666667,NA,NA
"194",Sep 2019,"Clark Fork River at Bonita",2019-09-13,16.6666666666667,NA,NA,23.5,33,NA,NA,NA,NA,310,126.5,NA,NA
"195",Jul 2020,"Clark Fork River at Bonita",2020-07-22,NA,NA,NA,NA,9,8.195,378.8,19.5,NA,150,27,5.015,NA
"196",Aug 2020,"Clark Fork River at Bonita",2020-08-12,NA,NA,NA,NA,8.5,NA,NA,NA,NA,205,17.5,NA,NA
"197",Sep 2020,"Clark Fork River at Bonita",2020-09-16,20,NA,NA,NA,11,NA,NA,NA,NA,175,25,NA,NA
"198",Jul 2021,"Clark Fork River at Bonita",2021-07-20,30,NA,NA,5,5,NA,NA,NA,NA,230,17.5,NA,NA
"199",Aug 2021,"Clark Fork River at Bonita",2021-08-25,20,NA,NA,NA,NA,NA,NA,NA,NA,200,19,NA,NA
"200",Sep 2021,"Clark Fork River at Bonita",2021-09-13,20,NA,NA,NA,0.8,NA,NA,NA,NA,180,19.5,NA,NA
"201",Oct 2021,"Clark Fork River at Bonita",2021-10-08,10,NA,NA,NA,0.9,NA,NA,NA,NA,180,22,NA,NA
"202",Jul 2022,"Clark Fork River at Bonita",2022-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",Aug 2022,"Clark Fork River at Bonita",2022-08-21,13.3333333333333,NA,NA,5,3.66666666666667,NA,NA,NA,NA,176.666666666667,19.3333333333333,NA,NA
"204",Sep 2022,"Clark Fork River at Bonita",2022-09-20,NA,NA,NA,NA,1.45,8.395,531.9,16.55,NA,220,16.5,4.03,NA
"205",Jun 2008,"Clark Fork River at Deer Lodge",2008-06-18,35,NA,500,131.5,NA,8.435,291.5,13.85,154950,NA,120,14.65,NA
"206",Jul 2008,"Clark Fork River at Deer Lodge",2008-07-16,20,NA,275,31.25,NA,8.63333333333333,324.333333333333,19.4333333333333,172033.333333333,NA,48.75,4.32,NA
"207",Aug 2008,"Clark Fork River at Deer Lodge",2008-08-20,10,NA,233.333333333333,56,NA,8.85333333333333,457.333333333333,16.0333333333333,242666.666666667,NA,18,2.09,NA
"208",Sep 2008,"Clark Fork River at Deer Lodge",2008-09-17,10,NA,250,61,NA,8.985,464,11.9,251000,NA,25.5,3.64,NA
"209",Jun 2009,"Clark Fork River at Deer Lodge",2009-06-24,12.75,NA,NA,50.18,29.83,8.27,253,16.5,134600,NA,77.6,9.23,NA
"210",Jul 2009,"Clark Fork River at Deer Lodge",2009-07-20,8.546,NA,NA,51.734,16.148,NA,NA,NA,NA,NA,NA,NA,NA
"211",Aug 2009,"Clark Fork River at Deer Lodge",2009-08-14,9.59,NA,NA,68.8733333333333,11.37,8.76666666666667,409,19.5,217000,NA,29.2233333333333,3.54666666666667,NA
"212",Sep 2009,"Clark Fork River at Deer Lodge",2009-09-09,11.8866666666667,NA,NA,57.9166666666667,6.63,8.50333333333333,434.666666666667,17.6666666666667,231000,289.666666666667,18.27,2.24,NA
"213",Jun 2010,"Clark Fork River at Deer Lodge",2010-06-23,25.1,NA,NA,129.4,39.2,8.09,285,16.4,151600,479,112.8,13.9,NA
"214",Jul 2010,"Clark Fork River at Deer Lodge",2010-07-16,11.5,NA,NA,34.175,21.925,NA,NA,NA,NA,280.5,44.9,NA,NA
"215",Aug 2010,"Clark Fork River at Deer Lodge",2010-08-11,7.1,NA,NA,47.3,33.3666666666667,8.40333333333333,385.666666666667,19.9,204700,319.333333333333,78.7333333333333,7.04666666666667,NA
"216",Sep 2010,"Clark Fork River at Deer Lodge",2010-09-08,8.46666666666667,NA,NA,70.0333333333333,20.4666666666667,8.51333333333333,415,14.9,220666.666666667,323,37.9,4.18,NA
"217",Jun 2011,"Clark Fork River at Deer Lodge",2011-06-25,19.1,NA,NA,24.25,34.05,8.365,248.3,15.05,161150,NA,88.15,10.31,NA
"218",Jul 2011,"Clark Fork River at Deer Lodge",2011-07-20,11.45,NA,NA,46.025,23.7,8.20333333333333,244.833333333333,15.2333333333333,159266.666666667,283.75,63,10.93,NA
"219",Aug 2011,"Clark Fork River at Deer Lodge",2011-08-17,18.4333333333333,NA,NA,89.4666666666667,29.2333333333333,8.34666666666667,317.4,16.2666666666667,206466.666666667,304,50.3,4.45666666666667,NA
"220",Sep 2011,"Clark Fork River at Deer Lodge",2011-09-17,7.5,NA,NA,114.25,13.6,8.445,375.15,11.65,244050,331.5,29.05,2.475,NA
"221",Jun 2012,"Clark Fork River at Deer Lodge",2012-06-23,22.19,NA,NA,28.775,15.12,8.48,243.45,14.1,158250,277.36,35.19,4.54,NA
"222",Jul 2012,"Clark Fork River at Deer Lodge",2012-07-18,10.6875,NA,NA,64.445,12.605,8.38666666666667,350.733333333333,18.9666666666667,227900,336.625,41.8775,3.04333333333333,NA
"223",Aug 2012,"Clark Fork River at Deer Lodge",2012-08-17,7.71333333333333,NA,NA,91.9333333333333,8.67666666666667,NA,NA,NA,NA,408.813333333333,22.5066666666667,NA,NA
"224",Sep 2012,"Clark Fork River at Deer Lodge",2012-09-08,8.47,NA,NA,103.8,3.035,8.51,412.25,12.35,268100,355.545,17.345,2.33,NA
"225",Jul 2013,"Clark Fork River at Deer Lodge",2013-07-17,15.905,NA,NA,67.495,12.18,8.425,449.8,19.1,292500,341.42,28.665,2.43,NA
"226",Aug 2013,"Clark Fork River at Deer Lodge",2013-08-17,18.3166666666667,NA,NA,178.586666666667,8.59333333333333,NA,NA,NA,NA,502.916666666667,19.1366666666667,NA,NA
"227",Sep 2013,"Clark Fork River at Deer Lodge",2013-09-11,15.045,NA,NA,198.83,8.675,8.23,496.95,14.9,323050,451.905,20.785,4.055,NA
"228",Jul 2014,"Clark Fork River at Deer Lodge",2014-07-09,9.1,NA,NA,50.25,16.4,8.27,308.1,17.75,200550,338,39.85,6.025,NA
"229",Aug 2014,"Clark Fork River at Deer Lodge",2014-08-15,16.15,NA,NA,62.1,10.75,NA,NA,NA,NA,320,24.95,NA,NA
"230",Sep 2014,"Clark Fork River at Deer Lodge",2014-09-10,12.1,NA,NA,43.7,8.75,8.59,461.75,13.1,300300,320,59.95,2.41,NA
"231",Jul 2015,"Clark Fork River at Deer Lodge",2015-07-08,10.85,NA,NA,50.3,4.2,8.305,354.05,17.8,230100,328.5,19.7,2.565,NA
"232",Aug 2015,"Clark Fork River at Deer Lodge",2015-08-14,9.66666666666667,NA,NA,159.633333333333,2.35,NA,NA,NA,NA,406,12.55,NA,NA
"233",Sep 2015,"Clark Fork River at Deer Lodge",2015-09-16,14.55,NA,NA,89.1,2.5,8.385,471.1,11.7,306150,389,19,3.365,NA
"234",Jul 2016,"Clark Fork River at Deer Lodge",2016-07-13,12,NA,NA,38.7,3.6,8.285,400.2,16.05,260300,294.5,19.4,1.9,NA
"235",Aug 2016,"Clark Fork River at Deer Lodge",2016-08-19,18.0333333333333,NA,NA,254.8,NA,NA,NA,NA,NA,421.5,NA,NA,NA
"236",Sep 2016,"Clark Fork River at Deer Lodge",2016-09-14,20.8,NA,NA,183.6,2.55,8.205,476.95,11,309750,425.5,16.2,2.24,NA
"237",Jul 2017,"Clark Fork River at Deer Lodge",2017-07-17,12.75,NA,NA,27.25,8.1,8.22,363.45,18.6,236250,259.5,24,2.29,NA
"238",Aug 2017,"Clark Fork River at Deer Lodge",2017-08-18,13.9333333333333,NA,NA,240.733333333333,3.8,NA,NA,NA,NA,530.666666666667,16.8666666666667,NA,NA
"239",Sep 2017,"Clark Fork River at Deer Lodge",2017-09-12,10.1,NA,NA,212.65,3.4,8.185,471.1,10.65,306150,513,17.85,2.2,NA
"240",Jul 2018,"Clark Fork River at Deer Lodge",2018-07-17,11.05,NA,NA,47.05,15.45,8.17,300.5,17.5,195300,305,44.6,4.625,NA
"241",Aug 2018,"Clark Fork River at Deer Lodge",2018-08-12,19.85,NA,NA,100.2,8.75,8.175,411.55,14,267500,348,30.4,2.895,NA
"242",Sep 2018,"Clark Fork River at Deer Lodge",2018-09-07,14.6333333333333,NA,NA,130,4.65,NA,NA,NA,NA,394,27.6333333333333,NA,NA
"243",Jul 2019,"Clark Fork River at Deer Lodge",2019-07-09,25,NA,NA,29.5,25.5,8.85,345.4,18.05,224575,235,34,3.23,NA
"244",Aug 2019,"Clark Fork River at Deer Lodge",2019-08-13,30,NA,NA,142.5,28.5,8.495,437.3,19.65,284375,345,25.5,2.92,NA
"245",Sep 2019,"Clark Fork River at Deer Lodge",2019-09-16,20,NA,NA,108,19.5,8.205,462.55,13.75,300625,350,87.5,16.985,NA
"246",Jul 2020,"Clark Fork River at Deer Lodge",2020-07-22,NA,NA,NA,16,6,NA,NA,NA,NA,170,23,NA,NA
"247",Aug 2020,"Clark Fork River at Deer Lodge",2020-08-15,NA,NA,NA,77,7,NA,NA,NA,NA,295,17,NA,NA
"248",Sep 2020,"Clark Fork River at Deer Lodge",2020-09-16,20,NA,NA,89.6666666666667,8.33333333333333,NA,NA,NA,NA,253.333333333333,13,NA,NA
"249",Jul 2021,"Clark Fork River at Deer Lodge",2021-07-22,30,NA,NA,114,2,NA,NA,NA,NA,335,21,NA,NA
"250",Aug 2021,"Clark Fork River at Deer Lodge",2021-08-24,30,NA,NA,93,NA,NA,NA,NA,NA,330,17,NA,NA
"251",Sep 2021,"Clark Fork River at Deer Lodge",2021-09-15,20,NA,NA,119,NA,NA,NA,NA,NA,310,12,NA,NA
"252",Oct 2021,"Clark Fork River at Deer Lodge",2021-10-08,10,NA,NA,232,1,NA,NA,NA,NA,400,13,NA,NA
"253",Jul 2022,"Clark Fork River at Deer Lodge",2022-07-22,30,NA,NA,13.5,NA,8.41,430.6,20.5,NA,NA,NA,2.57,NA
"254",Aug 2022,"Clark Fork River at Deer Lodge",2022-08-19,15,NA,NA,114.5,1.9,8.37,490.05,19.45,NA,300,12,1.345,NA
"255",Sep 2022,"Clark Fork River at Deer Lodge",2022-09-20,NA,NA,NA,149.5,0.9,8.28,537.3,14.1,NA,395,8,1.94,NA
"256",Jun 2008,"Clark Fork River at Huson",2008-06-19,10,NA,250,34.5,NA,8.06,134.05,14.3,71100,NA,48.5,17,NA
"257",Jul 2008,"Clark Fork River at Huson",2008-07-17,15,NA,200,16.3333333333333,NA,8.48333333333333,177.466666666667,19.8666666666667,117833.333333333,NA,19.6666666666667,NA,NA
"258",Aug 2008,"Clark Fork River at Huson",2008-08-21,15,NA,200,78.5,NA,8.49333333333333,243.333333333333,17.7,129000,NA,15.25,2.42333333333333,NA
"259",Sep 2008,"Clark Fork River at Huson",2008-09-18,NA,NA,200,30.5,NA,8.73,259,13.95,137650,NA,15,2.205,NA
"260",Jun 2009,"Clark Fork River at Huson",2009-06-25,NA,NA,NA,26.83,10.49,8.04,154.1,18.1,81700,NA,26.25,6.99,NA
"261",Jul 2009,"Clark Fork River at Huson",2009-07-16,7.39,NA,NA,20.2,6.08333333333333,8.27666666666667,202.566666666667,19.7666666666667,107666.666666667,192,19.65,3.64,NA
"262",Aug 2009,"Clark Fork River at Huson",2009-08-15,10.9266666666667,NA,NA,48.6133333333333,5.17,8.47333333333333,257,19.3666666666667,136633.333333333,263.666666666667,16.7533333333333,3.11666666666667,NA
"263",Sep 2009,"Clark Fork River at Huson",2009-09-07,10.73,NA,NA,15.222,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",Jun 2010,"Clark Fork River at Huson",2010-06-24,9.2,NA,NA,35.2,14.9,7.47,153.4,18.9,81400,245,38.6,12.2,NA
"265",Jul 2010,"Clark Fork River at Huson",2010-07-15,10.2666666666667,NA,NA,5.26666666666667,5.16666666666667,8.02666666666667,206.966666666667,20.4666666666667,109933.333333333,171,15.7333333333333,2.34,NA
"266",Aug 2010,"Clark Fork River at Huson",2010-08-12,9.93333333333333,NA,NA,43.9666666666667,4.26666666666667,8.18,263,21.7333333333333,139800,245.333333333333,20.4666666666667,3.52666666666667,NA
"267",Sep 2010,"Clark Fork River at Huson",2010-09-06,NA,NA,NA,27.25,3.025,NA,NA,NA,NA,220.25,14.425,NA,NA
"268",Jun 2011,"Clark Fork River at Huson",2011-06-26,17.7,NA,NA,19.1,13.95,7.815,152.3,13.3,98750,NA,73.1,37,NA
"269",Jul 2011,"Clark Fork River at Huson",2011-07-21,8.85,NA,NA,23.2666666666667,9.73333333333333,8.07,148.633333333333,15.9333333333333,96633.3333333333,171.333333333333,29.3,7.53333333333333,NA
"270",Aug 2011,"Clark Fork River at Huson",2011-08-20,12.725,NA,NA,46.575,7.075,NA,NA,NA,NA,203.595,21.825,NA,NA
"271",Sep 2011,"Clark Fork River at Huson",2011-09-18,11.05,NA,NA,36,4.95,8.4,241.1,14.05,156650,215,14.25,1.85,NA
"272",Jun 2012,"Clark Fork River at Huson",2012-06-24,9.215,NA,NA,18.475,7.645,8.04,119.65,14.4,78000,207.845,21.85,4.585,NA
"273",Jul 2012,"Clark Fork River at Huson",2012-07-19,11.7633333333333,NA,NA,23.71,3.52333333333333,8.24333333333333,185.866666666667,19.6666666666667,120900,213.59,19.78,1.90666666666667,NA
"274",Aug 2012,"Clark Fork River at Huson",2012-08-21,9.47,NA,NA,33.655,3.2625,NA,NA,NA,NA,222.9975,15.3475,NA,NA
"275",Sep 2012,"Clark Fork River at Huson",2012-09-09,NA,NA,NA,44.07,1.69,8.42,230.1,14.7,149550,217.97,14.515,2.235,NA
"276",Jul 2013,"Clark Fork River at Huson",2013-07-25,12.9733333333333,NA,NA,45.42,3.8325,NA,NA,NA,NA,192.618,15.36,NA,NA
"277",Aug 2013,"Clark Fork River at Huson",2013-08-26,9.95,NA,NA,39.79,3.495,8.365,247.7,17.4,160900,273.57,17.855,3.835,NA
"278",Sep 2013,"Clark Fork River at Huson",2013-09-19,8.38,NA,NA,23.65,3.71,8.36,279.7,14.1,182000,223.98,15.71,2.83,NA
"279",Jul 2014,"Clark Fork River at Huson",2014-07-10,NA,NA,NA,17.1,7.4,7.805,157.4,17.95,102400,163.5,17.4,3.695,NA
"280",Aug 2014,"Clark Fork River at Huson",2014-08-17,10.9,NA,NA,21.4,4.2,8.08333333333333,255.9,19.2333333333333,166400,170.666666666667,15.2,1.64666666666667,NA
"281",Sep 2014,"Clark Fork River at Huson",2014-09-18,12.3,NA,NA,45,4.1,8.08,306.7,14.3,199600,236,14.8,2,NA
"282",Jul 2015,"Clark Fork River at Huson",2015-07-09,6.55,NA,NA,30.5,1.95,8.29,198.25,19.85,129000,211.5,15.1,1.645,NA
"283",Aug 2015,"Clark Fork River at Huson",2015-08-11,11.55,NA,NA,18.2,1.7,8.51,231.6,19.2,150500,220.5,17.8,2.045,NA
"284",Sep 2015,"Clark Fork River at Huson",2015-09-15,20.8,NA,NA,29.45,1.8,8.52,261.3,13.85,169950,249,17.55,2.905,NA
"285",Jul 2016,"Clark Fork River at Huson",2016-07-21,15.5333333333333,NA,NA,28.3333333333333,2.15,NA,NA,NA,NA,200.5,9.93333333333333,NA,NA
"286",Aug 2016,"Clark Fork River at Huson",2016-08-21,18.825,NA,NA,43.2333333333333,1.35,NA,NA,NA,NA,250,19.6666666666667,NA,NA
