ActivityStartDate,MonitoringLocationName,CharacteristicName,ResultMeasureValue
8/14/2018,Clark Fork River below Cabinet Gorge Dam,Ammonia,
1/20/2010,Clark Fork River below Thompson Falls,Ammonia,
9/4/2018,Clark Fork River at Deer Lodge,Ammonia,
9/20/2011,Clark Fork River above Missoula,Ammonia,
9/20/2011,Clark Fork River above Missoula,Ammonia,
7/1/2009,Clark Fork River above Missoula,Ammonia,
8/4/2018,Clark Fork River below Warm Springs,Ammonia,
7/20/2016,Clark Fork River above Little Blackfoot,Ammonia,
6/5/2008,Clark Fork River below Cabinet Gorge Dam,Ammonia,
8/13/2008,Clark Fork River above Missoula,Ammonia,
7/27/2011,Clark Fork River above Missoula,Ammonia,
9/3/2014,Clark Fork River above Missoula,Ammonia,
7/3/2014,Clark Fork River below Missoula,Ammonia,
7/2/2014,Clark Fork River above Missoula,Ammonia,
7/2/2014,Clark Fork River above Missoula,Ammonia,
7/2/2014,Clark Fork River above Missoula,Ammonia,
7/16/2010,Clark Fork River below Thompson Falls,Ammonia,
8/11/2014,Clark Fork River below Cabinet Gorge Dam,Ammonia,
8/11/2014,Clark Fork River below Cabinet Gorge Dam,Ammonia,
8/11/2014,Clark Fork River below Cabinet Gorge Dam,Ammonia,
9/4/2013,Clark Fork River above Missoula,Ammonia,
7/17/2014,Clark Fork River below Missoula,Ammonia,
9/19/2013,Clark Fork River below Missoula,Ammonia,
5/26/2022,Clark Fork River below Cabinet Gorge Dam,Ammonia,
5/14/2014,Clark Fork River below Cabinet Gorge Dam,Ammonia,
7/16/2014,Clark Fork River at Noxon,Ammonia,
9/9/2009,Clark Fork River below Cabinet Gorge Dam,Ammonia,
1/12/2011,Clark Fork River at Noxon,Ammonia,
10/15/2014,Clark Fork River below Cabinet Gorge Dam,Ammonia,
10/15/2014,Clark Fork River below Cabinet Gorge Dam,Ammonia,
10/15/2014,Clark Fork River below Cabinet Gorge Dam,Ammonia,
9/15/2011,Clark Fork River below Missoula,Ammonia,
9/15/2011,Clark Fork River below Missoula,Ammonia,
9/15/2011,Clark Fork River below Missoula,Ammonia,
9/22/2016,Clark Fork River above Flathead,Ammonia,
9/22/2016,Clark Fork River above Flathead,Ammonia,
9/22/2016,Clark Fork River above Flathead,Ammonia,
9/23/2015,Clark Fork River above Little Blackfoot,Ammonia,
9/15/2010,Clark Fork River above Missoula,Ammonia,
9/17/2014,Clark Fork River below Cabinet Gorge Dam,Ammonia,
9/17/2014,Clark Fork River below Cabinet Gorge Dam,Ammonia,
9/17/2014,Clark Fork River below Cabinet Gorge Dam,Ammonia,
3/15/2010,Clark Fork River below Cabinet Gorge Dam,Ammonia,
3/15/2010,Clark Fork River below Cabinet Gorge Dam,Ammonia,
2/15/2011,Clark Fork River below Thompson Falls,Ammonia,
3/14/2011,Clark Fork River below Thompson Falls,Ammonia,
5/21/2013,Clark Fork River below Cabinet Gorge Dam,Ammonia,
6/11/2014,Clark Fork River below Cabinet Gorge Dam,Ammonia,
6/11/2014,Clark Fork River below Cabinet Gorge Dam,Ammonia,
5/21/2009,Clark Fork River below Thompson Falls,Ammonia,
8/31/2013,Clark Fork River at Huson,Ammonia,
8/17/2011,Clark Fork River above Missoula,Ammonia,
3/17/2022,Clark Fork River below Cabinet Gorge Dam,Ammonia,
11/19/2014,Clark Fork River below Cabinet Gorge Dam,Ammonia,
11/19/2014,Clark Fork River below Cabinet Gorge Dam,Ammonia,
11/19/2014,Clark Fork River below Cabinet Gorge Dam,Ammonia,
9/24/2015,Clark Fork River at Huson,Ammonia,
5/21/2013,Clark Fork River below Cabinet Gorge Dam,Ammonia,
10/11/2016,Clark Fork River at Noxon,Ammonia,
6/22/2011,Clark Fork River above Missoula,Ammonia,
8/24/2011,Clark Fork River above Missoula,Ammonia,
8/13/2008,Clark Fork River at Bonita,Ammonia,
9/16/2010,Clark Fork River below Thompson Falls,Ammonia,
10/15/2010,Clark Fork River below Thompson Falls,Ammonia,
10/24/2013,Clark Fork River below Cabinet Gorge Dam,Ammonia,
3/17/2022,Clark Fork River below Cabinet Gorge Dam,Ammonia,
8/8/2017,Clark Fork River below Warm Springs,Ammonia,
9/24/2021,Clark Fork River at Deer Lodge,Ammonia,
9/14/2011,Clark Fork River above Missoula,Ammonia,
7/24/2013,Clark Fork River at Bonita,Ammonia,
5/15/2013,Clark Fork River below Cabinet Gorge Dam,Ammonia,
10/24/2013,Clark Fork River below Cabinet Gorge Dam,Ammonia,
9/19/2013,Clark Fork River below Cabinet Gorge Dam,Ammonia,
3/17/2022,Clark Fork River below Cabinet Gorge Dam,Ammonia,
5/21/2013,Clark Fork River below Cabinet Gorge Dam,Ammonia,
10/24/2013,Clark Fork River below Cabinet Gorge Dam,Ammonia,
9/3/2014,Clark Fork River at Bonita,Ammonia,
7/12/2016,Clark Fork River below Cabinet Gorge Dam,Ammonia,
6/1/2010,Clark Fork River below Cabinet Gorge Dam,Ammonia,
4/15/2014,Clark Fork River below Cabinet Gorge Dam,Ammonia,
4/15/2014,Clark Fork River below Cabinet Gorge Dam,Ammonia,
9/19/2017,Clark Fork River below Warm Springs,Ammonia,
7/6/2016,Clark Fork River at Deer Lodge,Ammonia,
9/10/2008,Clark Fork River above Missoula,Ammonia,
7/1/2009,Clark Fork River at Bonita,Ammonia,
7/1/2009,Clark Fork River at Bonita,Ammonia,
7/14/2010,Clark Fork River above Missoula,Ammonia,
6/23/2010,Clark Fork River above Missoula,Ammonia,
7/14/2010,Clark Fork River above Missoula,Ammonia,
8/30/2014,Clark Fork River above Flathead,Ammonia,
9/15/2015,Clark Fork River below Cabinet Gorge Dam,Ammonia,
7/16/2014,Clark Fork River below Cabinet Gorge Dam,Ammonia,
7/16/2014,Clark Fork River below Cabinet Gorge Dam,Ammonia,
7/16/2014,Clark Fork River below Cabinet Gorge Dam,Ammonia,
7/31/2013,Clark Fork River at Huson,Ammonia,
7/31/2013,Clark Fork River at Huson,Ammonia,
9/6/2015,Clark Fork River above Flathead,Ammonia,
10/28/2021,Clark Fork River below Cabinet Gorge Dam,Ammonia,
9/1/2010,Clark Fork River above Missoula,Ammonia,
6/15/2015,Clark Fork River below Cabinet Gorge Dam,Ammonia,
7/2/2014,Clark Fork River at Bonita,Ammonia,
6/17/2010,Clark Fork River below Thompson Falls,Ammonia,
8/20/2008,Clark Fork River at Bonita,Ammonia,
2/18/2010,Clark Fork River below Cabinet Gorge Dam,Ammonia,
2/18/2010,Clark Fork River below Cabinet Gorge Dam,Ammonia,
2/18/2010,Clark Fork River below Cabinet Gorge Dam,Ammonia,
7/11/2018,Clark Fork River at Huson,Ammonia,
7/11/2018,Clark Fork River at Huson,Ammonia,
7/17/2018,Clark Fork River below Thompson Falls,Ammonia,
8/18/2010,Clark Fork River above Missoula,Ammonia,
9/12/2016,Clark Fork River below Cabinet Gorge Dam,Ammonia,
5/10/2016,Clark Fork River below Cabinet Gorge Dam,Ammonia,
8/10/2015,Clark Fork River below Cabinet Gorge Dam,Ammonia,
7/17/2018,Clark Fork River below Thompson Falls,Ammonia,
7/16/2014,Clark Fork River at Bonita,Ammonia,
7/16/2014,Clark Fork River at Bonita,Ammonia,
7/16/2014,Clark Fork River at Bonita,Ammonia,
8/27/2008,Clark Fork River at Bonita,Ammonia,
9/8/2010,Clark Fork River above Missoula,Ammonia,
9/8/2010,Clark Fork River above Missoula,Ammonia,
11/14/2010,Clark Fork River below Cabinet Gorge Dam,Ammonia,
8/16/2010,Clark Fork River below Thompson Falls,Ammonia,
11/14/2010,Clark Fork River below Cabinet Gorge Dam,Ammonia,
11/14/2010,Clark Fork River below Cabinet Gorge Dam,Ammonia,
8/16/2011,Clark Fork River below Thompson Falls,Ammonia,
1/12/2011,Clark Fork River below Thompson Falls,Ammonia,
3/27/2013,Clark Fork River below Cabinet Gorge Dam,Ammonia,
11/10/2015,Clark Fork River below Cabinet Gorge Dam,Ammonia,
10/13/2015,Clark Fork River at Noxon,Ammonia,
8/23/2019,Clark Fork River above Missoula,Ammonia,
10/27/2021,Clark Fork River below Cabinet Gorge Dam,Ammonia,
8/17/2011,Clark Fork River at Bonita,Ammonia,
7/17/2018,Clark Fork River below Thompson Falls,Ammonia,
9/12/2016,Clark Fork River below Cabinet Gorge Dam,Ammonia,
5/29/2014,Clark Fork River below Cabinet Gorge Dam,Ammonia,
5/29/2019,Clark Fork River below Cabinet Gorge Dam,Ammonia,
10/27/2021,Clark Fork River below Cabinet Gorge Dam,Ammonia,
6/5/2013,Clark Fork River below Cabinet Gorge Dam,Ammonia,
9/23/2015,Clark Fork River below Warm Springs,Ammonia,
5/21/2013,Clark Fork River at Noxon,Ammonia,
10/24/2013,Clark Fork River at Noxon,Ammonia,
6/10/2014,Clark Fork River below Cabinet Gorge Dam,Ammonia,
6/7/2022,Clark Fork River below Cabinet Gorge Dam,Ammonia,
11/19/2014,Clark Fork River at Noxon,Ammonia,
6/29/2011,Clark Fork River at Bonita,Ammonia,
7/12/2016,Clark Fork River at Noxon,Ammonia,
4/22/2013,Clark Fork River below Cabinet Gorge Dam,Ammonia,
4/22/2013,Clark Fork River below Cabinet Gorge Dam,Ammonia,
4/22/2013,Clark Fork River below Cabinet Gorge Dam,Ammonia,
6/7/2022,Clark Fork River below Cabinet Gorge Dam,Ammonia,
9/19/2017,Clark Fork River at Deer Lodge,Ammonia,
7/18/2013,Clark Fork River below Cabinet Gorge Dam,Ammonia,
8/7/2013,Clark Fork River above Little Blackfoot,Ammonia,
11/7/2016,Clark Fork River below Thompson Falls,Ammonia,
9/10/2008,Clark Fork River at Bonita,Ammonia,
5/30/2013,Clark Fork River below Cabinet Gorge Dam,Ammonia,
6/7/2022,Clark Fork River below Cabinet Gorge Dam,Ammonia,
4/15/2014,Clark Fork River at Noxon,Ammonia,
8/8/2016,Clark Fork River below Thompson Falls,Ammonia,
8/12/2020,Clark Fork River at Deer Lodge,Ammonia,
6/29/2011,Clark Fork River above Little Blackfoot,Ammonia,
7/13/2011,Clark Fork River below Cabinet Gorge Dam,Ammonia,
3/27/2013,Clark Fork River at Noxon,Ammonia,
6/15/2015,Clark Fork River at Noxon,Ammonia,
4/16/2019,Clark Fork River below Cabinet Gorge Dam,Ammonia,
4/16/2019,Clark Fork River below Cabinet Gorge Dam,Ammonia,
4/16/2019,Clark Fork River below Cabinet Gorge Dam,Ammonia,
7/15/2022,Clark Fork River below Missoula,Ammonia,
6/14/2016,Clark Fork River below Thompson Falls,Ammonia,
5/2/2019,Clark Fork River below Cabinet Gorge Dam,Ammonia,
7/18/2013,Clark Fork River below Cabinet Gorge Dam,Ammonia,
8/8/2016,Clark Fork River below Thompson Falls,Ammonia,
5/16/2019,Clark Fork River below Cabinet Gorge Dam,Ammonia,
5/14/2019,Clark Fork River below Cabinet Gorge Dam,Ammonia,
8/13/2008,Clark Fork River above Little Blackfoot,Ammonia,
2/18/2010,Clark Fork River at Noxon,Ammonia,
5/30/2013,Clark Fork River below Cabinet Gorge Dam,Ammonia,
7/14/2015,Clark Fork River below Thompson Falls,Ammonia,
7/14/2015,Clark Fork River below Thompson Falls,Ammonia,
7/14/2015,Clark Fork River below Thompson Falls,Ammonia,
3/14/2016,Clark Fork River below Cabinet Gorge Dam,Ammonia,
8/22/2017,Clark Fork River at Deer Lodge,Ammonia,
8/11/2010,Clark Fork River at Bonita,Ammonia,
7/7/2010,Clark Fork River at Bonita,Ammonia,
12/18/2011,Clark Fork River below Thompson Falls,Ammonia,
11/12/2013,Clark Fork River below Thompson Falls,Ammonia,
9/3/2014,Clark Fork River above Little Blackfoot,Ammonia,
8/1/2014,Clark Fork River above Flathead,Ammonia,
10/15/2014,Clark Fork River below Thompson Falls,Ammonia,
5/10/2016,Clark Fork River at Noxon,Ammonia,
5/14/2019,Clark Fork River below Cabinet Gorge Dam,Ammonia,
8/8/2016,Clark Fork River below Thompson Falls,Ammonia,
3/14/2016,Clark Fork River below Cabinet Gorge Dam,Ammonia,
9/5/2017,Clark Fork River below Warm Springs,Ammonia,
7/16/2020,Clark Fork River below Thompson Falls,Ammonia,
7/16/2020,Clark Fork River below Thompson Falls,Ammonia,
7/16/2020,Clark Fork River below Thompson Falls,Ammonia,
9/8/2010,Clark Fork River at Bonita,Ammonia,
5/31/2013,Clark Fork River below Cabinet Gorge Dam,Ammonia,
8/21/2013,Clark Fork River at Deer Lodge,Ammonia,
5/14/2019,Clark Fork River below Cabinet Gorge Dam,Ammonia,
8/15/2013,Clark Fork River below Cabinet Gorge Dam,Ammonia,
3/14/2016,Clark Fork River below Cabinet Gorge Dam,Ammonia,
7/17/2014,Clark Fork River at Huson,Ammonia,
5/19/2016,Clark Fork River below Cabinet Gorge Dam,Ammonia,
5/15/2018,Clark Fork River below Cabinet Gorge Dam,Ammonia,
3/30/2021,Clark Fork River below Cabinet Gorge Dam,Ammonia,
9/10/1998,Clark Fork River below Cabinet Gorge Dam,Ammonia,
8/4/1998,Clark Fork River below Cabinet Gorge Dam,Ammonia,
10/6/1998,Clark Fork River at Bonita,Ammonia,
11/17/1998,Clark Fork River above Missoula,Ammonia,
6/9/1998,Clark Fork River below Cabinet Gorge Dam,Ammonia,
12/14/1998,Clark Fork River at Deer Lodge,Ammonia,
8/4/1998,Clark Fork River below Cabinet Gorge Dam,Ammonia,
6/11/1998,Clark Fork River above Missoula,Ammonia,
7/7/1998,Clark Fork River at Bonita,Ammonia,
12/15/1998,Clark Fork River above Missoula,Ammonia,
10/7/1998,Clark Fork River below Thompson Falls,Ammonia,
9/9/1998,Clark Fork River at Turah,Ammonia,
8/4/1998,Clark Fork River below Cabinet Gorge Dam,Ammonia,
8/11/1998,Clark Fork River above Thompson Falls,Ammonia,
9/10/1998,Clark Fork River at Noxon,Ammonia,
9/9/1998,Clark Fork River at Huson,Ammonia,
9/3/1998,Clark Fork River at Huson,Ammonia,
8/20/1998,Clark Fork River above Little Blackfoot,Ammonia,
8/10/1998,Clark Fork River at Huson,Ammonia,
12/14/1998,Clark Fork River at Gold Creek,Ammonia,
7/6/1998,Clark Fork River at Deer Lodge,Ammonia,
10/5/1998,Clark Fork River below Warm Springs,Ammonia,
7/7/1998,Clark Fork River at Harper Bridge,Ammonia,
9/9/1998,Clark Fork River below Missoula,Ammonia,
9/16/1998,Clark Fork River at Huson,Ammonia,
9/16/1998,Clark Fork River below Warm Springs,Ammonia,
9/10/1998,Clark Fork River below Thompson Falls,Ammonia,
12/16/1998,Clark Fork River below Thompson Falls,Ammonia,
10/6/1998,Clark Fork River at Harper Bridge,Ammonia,
6/10/1998,Clark Fork River above Little Blackfoot,Ammonia,
11/18/1998,Clark Fork River at Huson,Ammonia,
6/8/1998,Clark Fork River below Cabinet Gorge Dam,Ammonia,
8/11/1998,Clark Fork River above Flathead,Ammonia,
10/6/1998,Clark Fork River at Huson,Ammonia,
11/16/1998,Clark Fork River below Warm Springs,Ammonia,
11/18/1998,Clark Fork River above Thompson Falls,Ammonia,
10/7/1998,Clark Fork River at Noxon,Ammonia,
11/16/1998,Clark Fork River above Little Blackfoot,Ammonia,
9/9/1998,Clark Fork River at Harper Bridge,Ammonia,
9/16/1998,Clark Fork River below Missoula,Ammonia,
6/9/1998,Clark Fork River at Harper Bridge,Ammonia,
10/5/1998,Clark Fork River at Deer Lodge,Ammonia,
12/14/1998,Clark Fork River below Warm Springs,Ammonia,
11/17/1998,Clark Fork River at Bonita,Ammonia,
10/7/1998,Clark Fork River above Flathead,Ammonia,
9/8/1998,Clark Fork River at Deer Lodge,Ammonia,
9/9/1998,Clark Fork River at Huson,Ammonia,
9/8/1998,Clark Fork River below Warm Springs,Ammonia,
11/16/1998,Clark Fork River at Gold Creek,Ammonia,
8/10/1998,Clark Fork River below Missoula,Ammonia,
7/16/1998,Clark Fork River below Warm Springs,Ammonia,
11/18/1998,Clark Fork River below Thompson Falls,Ammonia,
12/16/1998,Clark Fork River at Huson,Ammonia,
8/20/1998,Clark Fork River below Warm Springs,Ammonia,
11/18/1998,Clark Fork River below Cabinet Gorge Dam,Ammonia,
8/9/1998,Clark Fork River at Bonita,Ammonia,
8/9/1998,Clark Fork River at Gold Creek,Ammonia,
7/7/1998,Clark Fork River at Huson,Ammonia,
6/24/1998,Clark Fork River below Cabinet Gorge Dam,Ammonia,
6/15/1998,Clark Fork River below Cabinet Gorge Dam,Ammonia,
11/16/1998,Clark Fork River at Deer Lodge,Ammonia,
8/10/1998,Clark Fork River at Harper Bridge,Ammonia,
7/7/1998,Clark Fork River above Little Blackfoot,Ammonia,
11/16/1998,Clark Fork River below Warm Springs,Ammonia,
7/6/1998,Clark Fork River below Warm Springs,Ammonia,
10/5/1998,Clark Fork River above Little Blackfoot,Ammonia,
8/20/1998,Clark Fork River above Little Blackfoot,Ammonia,
12/16/1998,Clark Fork River above Thompson Falls,Ammonia,
7/16/1998,Clark Fork River above Little Blackfoot,Ammonia,
9/9/1998,Clark Fork River at Gold Creek,Ammonia,
11/18/1998,Clark Fork River at Noxon,Ammonia,
6/8/1998,Clark Fork River at Noxon,Ammonia,
6/30/1998,Clark Fork River below Cabinet Gorge Dam,Ammonia,
9/10/1998,Clark Fork River above Thompson Falls,Ammonia,
6/10/1998,Clark Fork River at Deer Lodge,Ammonia,
9/3/1998,Clark Fork River above Little Blackfoot,Ammonia,
10/5/1998,Clark Fork River at Gold Creek,Ammonia,
12/16/1998,Clark Fork River below Cabinet Gorge Dam,Ammonia,
11/17/1998,Clark Fork River at Turah,Ammonia,
12/14/1998,Clark Fork River above Little Blackfoot,Ammonia,
12/16/1998,Clark Fork River at Huson,Ammonia,
12/16/1998,Clark Fork River above Flathead,Ammonia,
8/9/1998,Clark Fork River at Gold Creek,Ammonia,
10/6/1998,Clark Fork River at Turah,Ammonia,
12/15/1998,Clark Fork River above Missoula,Ammonia,
8/11/1998,Clark Fork River below Thompson Falls,Ammonia,
6/8/1998,Clark Fork River above Thompson Falls,Ammonia,
6/11/1998,Clark Fork River below Cabinet Gorge Dam,Ammonia,
8/10/1998,Clark Fork River above Missoula,Ammonia,
11/17/1998,Clark Fork River at Harper Bridge,Ammonia,
9/10/1998,Clark Fork River below Thompson Falls,Ammonia,
10/7/1998,Clark Fork River above Thompson Falls,Ammonia,
6/9/1998,Clark Fork River at Huson,Ammonia,
8/10/1998,Clark Fork River at Turah,Ammonia,
8/11/1998,Clark Fork River at Noxon,Ammonia,
8/9/1998,Clark Fork River above Little Blackfoot,Ammonia,
8/9/1998,Clark Fork River below Warm Springs,Ammonia,
9/9/1998,Clark Fork River at Bonita,Ammonia,
11/18/1998,Clark Fork River above Flathead,Ammonia,
9/8/1998,Clark Fork River above Little Blackfoot,Ammonia,
9/16/1998,Clark Fork River above Little Blackfoot,Ammonia,
8/11/1998,Clark Fork River below Cabinet Gorge Dam,Ammonia,
6/8/1998,Clark Fork River below Cabinet Gorge Dam,Ammonia,
9/10/1998,Clark Fork River above Flathead,Ammonia,
8/9/1998,Clark Fork River at Deer Lodge,Ammonia,
12/16/1998,Clark Fork River at Harper Bridge,Ammonia,
6/8/1998,Clark Fork River below Thompson Falls,Ammonia,
9/3/1998,Clark Fork River at Huson,Ammonia,
9/9/1998,Clark Fork River above Missoula,Ammonia,
6/10/1998,Clark Fork River at Gold Creek,Ammonia,
10/7/1998,Clark Fork River below Cabinet Gorge Dam,Ammonia,
12/15/1998,Clark Fork River at Bonita,Ammonia,
10/6/1998,Clark Fork River above Missoula,Ammonia,
8/20/1998,Clark Fork River at Huson,Ammonia,
9/16/1998,Clark Fork River below Warm Springs,Ammonia,
9/3/1998,Clark Fork River below Warm Springs,Ammonia,
10/7/1998,Clark Fork River below Thompson Falls,Ammonia,
8/10/1998,Clark Fork River at Harper Bridge,Ammonia,
12/15/1998,Clark Fork River at Turah,Ammonia,
8/17/1999,Clark Fork River above Flathead,Ammonia,
1/25/1999,Clark Fork River below Warm Springs,Ammonia,
6/16/1999,Clark Fork River at Huson,Ammonia,
1/27/1999,Clark Fork River at Huson,Ammonia,
1/25/1999,Clark Fork River at Gold Creek,Ammonia,
4/7/1999,Clark Fork River at Noxon,Ammonia,
9/16/1999,Clark Fork River at Huson,Ammonia,
4/7/1999,Clark Fork River above Flathead,Ammonia,
9/20/1999,Clark Fork River below Warm Springs,Ammonia,
1/27/1999,Clark Fork River at Huson,Ammonia,
5/4/1999,Clark Fork River at Huson,Ammonia,
5/25/1999,Clark Fork River below Missoula,Ammonia,
5/25/1999,Clark Fork River above Missoula,Ammonia,
5/4/1999,Clark Fork River at Bonita,Ammonia,
6/10/1999,Clark Fork River below Cabinet Gorge Dam,Ammonia,
3/1/1999,Clark Fork River at Gold Creek,Ammonia,
7/1/1999,Clark Fork River below Cabinet Gorge Dam,Ammonia,
6/16/1999,Clark Fork River below Thompson Falls,Ammonia,
5/4/1999,Clark Fork River at Gold Creek,Ammonia,
4/5/1999,Clark Fork River at Gold Creek,Ammonia,
4/7/1999,Clark Fork River below Thompson Falls,Ammonia,
5/5/1999,Clark Fork River below Cabinet Gorge Dam,Ammonia,
6/16/1999,Clark Fork River at Harper Bridge,Ammonia,
5/26/1999,Clark Fork River above Flathead,Ammonia,
3/1/1999,Clark Fork River above Little Blackfoot,Ammonia,
3/3/1999,Clark Fork River below Cabinet Gorge Dam,Ammonia,
6/22/1999,Clark Fork River below Cabinet Gorge Dam,Ammonia,
5/5/1999,Clark Fork River below Thompson Falls,Ammonia,
3/1/1999,Clark Fork River at Deer Lodge,Ammonia,
6/15/1999,Clark Fork River at Turah,Ammonia,
8/26/1999,Clark Fork River above Little Blackfoot,Ammonia,
5/5/1999,Clark Fork River below Cabinet Gorge Dam,Ammonia,
5/26/1999,Clark Fork River below Thompson Falls,Ammonia,
1/27/1999,Clark Fork River above Flathead,Ammonia,
3/3/1999,Clark Fork River above Flathead,Ammonia,
8/26/1999,Clark Fork River at Huson,Ammonia,
5/4/1999,Clark Fork River at Turah,Ammonia,
9/20/1999,Clark Fork River at Deer Lodge,Ammonia,
4/5/1999,Clark Fork River below Warm Springs,Ammonia,
7/14/1999,Clark Fork River above Flathead,Ammonia,
9/21/1999,Clark Fork River above Little Blackfoot,Ammonia,
5/26/1999,Clark Fork River at Noxon,Ammonia,
4/6/1999,Clark Fork River above Missoula,Ammonia,
1/27/1999,Clark Fork River at Noxon,Ammonia,
6/16/1999,Clark Fork River below Thompson Falls,Ammonia,
9/16/1999,Clark Fork River below Warm Springs,Ammonia,
11/17/1999,Clark Fork River below Cabinet Gorge Dam,Ammonia,
4/7/1999,Clark Fork River above Thompson Falls,Ammonia,
7/22/1999,Clark Fork River at Huson,Ammonia,
5/25/1999,Clark Fork River at Harper Bridge,Ammonia,
5/24/1999,Clark Fork River at Deer Lodge,Ammonia,
9/22/1999,Clark Fork River at Huson,Ammonia,
6/14/1999,Clark Fork River at Gold Creek,Ammonia,
7/14/1999,Clark Fork River at Noxon,Ammonia,
5/5/1999,Clark Fork River above Flathead,Ammonia,
1/25/1999,Clark Fork River at Deer Lodge,Ammonia,
6/16/1999,Clark Fork River at Noxon,Ammonia,
3/1/1999,Clark Fork River below Warm Springs,Ammonia,
7/14/1999,Clark Fork River below Thompson Falls,Ammonia,
5/4/1999,Clark Fork River above Missoula,Ammonia,
9/22/1999,Clark Fork River below Thompson Falls,Ammonia,
4/5/1999,Clark Fork River above Little Blackfoot,Ammonia,
5/24/1999,Clark Fork River at Gold Creek,Ammonia,
12/14/1999,Clark Fork River above Missoula,Ammonia,
1/27/1999,Clark Fork River at Noxon,Ammonia,
9/9/1999,Clark Fork River above Little Blackfoot,Ammonia,
5/4/1999,Clark Fork River at Harper Bridge,Ammonia,
5/25/1999,Clark Fork River at Bonita,Ammonia,
5/26/1999,Clark Fork River below Cabinet Gorge Dam,Ammonia,
5/26/1999,Clark Fork River above Thompson Falls,Ammonia,
3/3/1999,Clark Fork River above Thompson Falls,Ammonia,
1/26/1999,Clark Fork River above Missoula,Ammonia,
5/24/1999,Clark Fork River below Warm Springs,Ammonia,
10/20/1999,Clark Fork River at Huson,Ammonia,
4/7/1999,Clark Fork River below Cabinet Gorge Dam,Ammonia,
1/26/1999,Clark Fork River at Turah,Ammonia,
4/6/1999,Clark Fork River at Harper Bridge,Ammonia,
6/16/1999,Clark Fork River above Flathead,Ammonia,
4/7/1999,Clark Fork River at Huson,Ammonia,
3/3/1999,Clark Fork River below Thompson Falls,Ammonia,
