ActivityStartDate,MonitoringLocationName,CharacteristicName,ResultMeasureValue
9/5/2015,Clark Fork River at Deer Lodge,Weight,27
9/5/2015,Clark Fork River at Deer Lodge,Weight,31
9/5/2015,Clark Fork River above Little Blackfoot,Weight,31
9/5/2015,Clark Fork River above Little Blackfoot,Weight,32
9/5/2015,Clark Fork River at Deer Lodge,Weight,33
9/5/2015,Clark Fork River at Deer Lodge,Weight,34
9/5/2015,Clark Fork River above Little Blackfoot,Weight,35
9/5/2015,Clark Fork River above Little Blackfoot,Weight,37
9/5/2015,Clark Fork River above Little Blackfoot,Weight,40
9/5/2015,Clark Fork River at Deer Lodge,Weight,42
9/5/2015,Clark Fork River at Deer Lodge,Weight,44
9/5/2015,Clark Fork River above Little Blackfoot,Weight,46
9/5/2015,Clark Fork River at Deer Lodge,Weight,47
9/5/2015,Clark Fork River at Deer Lodge,Weight,48
9/5/2015,Clark Fork River at Deer Lodge,Weight,50
9/5/2015,Clark Fork River at Deer Lodge,Weight,51
9/5/2015,Clark Fork River at Deer Lodge,Weight,53
9/5/2015,Clark Fork River at Deer Lodge,Weight,57
9/5/2015,Clark Fork River above Little Blackfoot,Weight,57
9/5/2015,Clark Fork River at Deer Lodge,Weight,61
9/5/2015,Clark Fork River at Deer Lodge,Weight,62
9/5/2015,Clark Fork River at Deer Lodge,Weight,73
9/5/2015,Clark Fork River above Little Blackfoot,Weight,76
9/5/2015,Clark Fork River above Little Blackfoot,Weight,80
9/5/2015,Clark Fork River at Deer Lodge,Weight,87
9/5/2015,Clark Fork River above Little Blackfoot,Weight,91
9/5/2015,Clark Fork River at Deer Lodge,Weight,93
9/5/2015,Clark Fork River at Deer Lodge,Weight,106
9/5/2015,Clark Fork River above Little Blackfoot,Weight,112
9/5/2015,Clark Fork River above Little Blackfoot,Weight,181
9/6/2015,Clark Fork River above Flathead,Ammonia,
9/6/2015,Clark Fork River above Flathead,Ammonia,5.4
9/6/2015,Clark Fork River at Huson,Ammonia,20.8
9/6/2015,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",7
9/6/2015,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",18
9/6/2015,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",18
9/6/2015,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",19
9/6/2015,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",26
9/6/2015,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",26
9/6/2015,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",28
9/6/2015,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",29
9/6/2015,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",41
9/6/2015,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",41
9/6/2015,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",43
9/6/2015,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",44
9/6/2015,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",49
9/6/2015,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",50
9/6/2015,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",51
9/6/2015,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",58
9/6/2015,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",61
9/6/2015,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",62
9/6/2015,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",63
9/6/2015,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",65
9/6/2015,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",70
9/6/2015,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",76
9/6/2015,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",77
9/6/2015,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",78
9/6/2015,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",78
9/6/2015,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",79
9/6/2015,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",80
9/6/2015,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",80
9/6/2015,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",83
9/6/2015,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",87
9/6/2015,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",88
9/6/2015,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",90
9/6/2015,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",93
9/6/2015,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",94
9/6/2015,Clark Fork River above Flathead,"Chlorophyll a, corrected for pheophytin",109
9/6/2015,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",117
9/6/2015,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",127
9/6/2015,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",138
9/6/2015,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",143
9/6/2015,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",184
9/6/2015,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",193
9/6/2015,Clark Fork River at Huson,"Chlorophyll a, corrected for pheophytin",221
9/6/2015,Clark Fork River above Flathead,Nitrate + Nitrite,0.8
9/6/2015,Clark Fork River above Flathead,Nitrate + Nitrite,6.9
9/6/2015,Clark Fork River at Huson,Nitrate + Nitrite,31.7
9/6/2015,Clark Fork River above Flathead,Orthophosphate,
9/6/2015,Clark Fork River above Flathead,Orthophosphate,
9/6/2015,Clark Fork River at Huson,Orthophosphate,
9/6/2015,Clark Fork River above Flathead,pH,8.44
9/6/2015,Clark Fork River at Huson,pH,8.65
9/6/2015,Clark Fork River above Flathead,Specific conductance,234.5
9/6/2015,Clark Fork River at Huson,Specific conductance,254.1
9/6/2015,Clark Fork River at Huson,"Temperature, water",13.8
9/6/2015,Clark Fork River above Flathead,"Temperature, water",14.2
9/6/2015,Clark Fork River above Flathead,Total dissolved solids,152800
9/6/2015,Clark Fork River at Huson,Total dissolved solids,165100
9/6/2015,Clark Fork River above Flathead,"Total Nitrogen, mixed forms",
9/6/2015,Clark Fork River above Flathead,"Total Nitrogen, mixed forms",184
9/6/2015,Clark Fork River at Huson,"Total Nitrogen, mixed forms",249
9/6/2015,Clark Fork River above Flathead,"Total Phosphorus, mixed forms",
9/6/2015,Clark Fork River above Flathead,"Total Phosphorus, mixed forms",10.8
9/6/2015,Clark Fork River at Huson,"Total Phosphorus, mixed forms",16.7
9/6/2015,Clark Fork River above Flathead,Turbidity,1.63
9/6/2015,Clark Fork River at Huson,Turbidity,2.82
9/6/2015,Clark Fork River at Huson,Weight,2
9/6/2015,Clark Fork River at Huson,Weight,4
9/6/2015,Clark Fork River at Huson,Weight,6
9/6/2015,Clark Fork River above Flathead,Weight,7
9/6/2015,Clark Fork River at Huson,Weight,9
9/6/2015,Clark Fork River at Huson,Weight,9
9/6/2015,Clark Fork River at Huson,Weight,9
9/6/2015,Clark Fork River above Flathead,Weight,9
9/6/2015,Clark Fork River at Huson,Weight,10
9/6/2015,Clark Fork River at Huson,Weight,11
9/6/2015,Clark Fork River at Huson,Weight,11
9/6/2015,Clark Fork River at Huson,Weight,11
9/6/2015,Clark Fork River above Flathead,Weight,12
9/6/2015,Clark Fork River at Huson,Weight,12
9/6/2015,Clark Fork River at Huson,Weight,13
9/6/2015,Clark Fork River at Huson,Weight,14
9/6/2015,Clark Fork River at Huson,Weight,14
9/6/2015,Clark Fork River at Huson,Weight,14
9/6/2015,Clark Fork River above Flathead,Weight,15
9/6/2015,Clark Fork River above Flathead,Weight,17
9/6/2015,Clark Fork River above Flathead,Weight,17
9/6/2015,Clark Fork River above Flathead,Weight,17
9/6/2015,Clark Fork River at Huson,Weight,20
9/6/2015,Clark Fork River above Flathead,Weight,20
9/6/2015,Clark Fork River at Huson,Weight,21
9/6/2015,Clark Fork River at Huson,Weight,21
9/6/2015,Clark Fork River above Flathead,Weight,24
9/6/2015,Clark Fork River above Flathead,Weight,24
9/6/2015,Clark Fork River above Flathead,Weight,24
9/6/2015,Clark Fork River above Flathead,Weight,26
9/6/2015,Clark Fork River at Huson,Weight,26
9/6/2015,Clark Fork River at Huson,Weight,28
9/6/2015,Clark Fork River above Flathead,Weight,28
9/6/2015,Clark Fork River at Huson,Weight,30
9/6/2015,Clark Fork River above Flathead,Weight,31
9/6/2015,Clark Fork River above Flathead,Weight,32
9/6/2015,Clark Fork River above Flathead,Weight,34
9/6/2015,Clark Fork River above Flathead,Weight,36
9/6/2015,Clark Fork River above Flathead,Weight,41
9/6/2015,Clark Fork River above Flathead,Weight,44
9/6/2015,Clark Fork River above Flathead,Weight,44
9/6/2015,Clark Fork River above Flathead,Weight,47
9/7/2015,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",18
9/7/2015,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",20
9/7/2015,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",20
9/7/2015,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",20
9/7/2015,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",26
9/7/2015,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",27
9/7/2015,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",30
9/7/2015,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",31
9/7/2015,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",31
9/7/2015,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",35
9/7/2015,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",39
9/7/2015,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",39
9/7/2015,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",42
9/7/2015,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",53
9/7/2015,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",57
9/7/2015,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",57
9/7/2015,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",58
9/7/2015,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",60
9/7/2015,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",61
9/7/2015,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",61
9/7/2015,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",61
9/7/2015,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",62
9/7/2015,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",62
9/7/2015,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",63
9/7/2015,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",63
9/7/2015,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",64
9/7/2015,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",68
9/7/2015,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",69
9/7/2015,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",74
9/7/2015,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",76
9/7/2015,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",84
9/7/2015,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",85
9/7/2015,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",85
9/7/2015,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",95
9/7/2015,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",97
9/7/2015,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",107
9/7/2015,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",113
9/7/2015,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",113
9/7/2015,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",115
9/7/2015,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",140
9/7/2015,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",150
9/7/2015,Clark Fork River at Bonita,"Chlorophyll a, corrected for pheophytin",170
9/7/2015,Clark Fork River at Bonita,Weight,4
9/7/2015,Clark Fork River at Bonita,Weight,6
9/7/2015,Clark Fork River at Bonita,Weight,6
9/7/2015,Clark Fork River at Bonita,Weight,6
9/7/2015,Clark Fork River at Bonita,Weight,7
9/7/2015,Clark Fork River at Bonita,Weight,8
9/7/2015,Clark Fork River below Missoula,Weight,8
9/7/2015,Clark Fork River below Missoula,Weight,9
9/7/2015,Clark Fork River below Missoula,Weight,9
9/7/2015,Clark Fork River below Missoula,Weight,10
9/7/2015,Clark Fork River at Bonita,Weight,10
9/7/2015,Clark Fork River at Bonita,Weight,10
9/7/2015,Clark Fork River at Bonita,Weight,10
9/7/2015,Clark Fork River below Missoula,Weight,10
9/7/2015,Clark Fork River below Missoula,Weight,12
9/7/2015,Clark Fork River below Missoula,Weight,12
9/7/2015,Clark Fork River at Bonita,Weight,12
9/7/2015,Clark Fork River below Missoula,Weight,12
9/7/2015,Clark Fork River at Bonita,Weight,12
9/7/2015,Clark Fork River below Missoula,Weight,13
9/7/2015,Clark Fork River below Missoula,Weight,13
9/7/2015,Clark Fork River below Missoula,Weight,13
9/7/2015,Clark Fork River below Missoula,Weight,13
9/7/2015,Clark Fork River below Missoula,Weight,14
9/7/2015,Clark Fork River below Missoula,Weight,14
9/7/2015,Clark Fork River at Bonita,Weight,15
9/7/2015,Clark Fork River below Missoula,Weight,16
9/7/2015,Clark Fork River at Bonita,Weight,16
9/7/2015,Clark Fork River below Missoula,Weight,19
9/7/2015,Clark Fork River below Missoula,Weight,20
9/7/2015,Clark Fork River at Bonita,Weight,22
9/7/2015,Clark Fork River below Missoula,Weight,23
9/7/2015,Clark Fork River at Bonita,Weight,23
9/7/2015,Clark Fork River below Missoula,Weight,26
9/7/2015,Clark Fork River at Bonita,Weight,27
9/7/2015,Clark Fork River at Bonita,Weight,28
9/7/2015,Clark Fork River below Missoula,Weight,37
9/7/2015,Clark Fork River below Missoula,Weight,40
9/7/2015,Clark Fork River at Bonita,Weight,44
9/7/2015,Clark Fork River at Bonita,Weight,74
9/7/2015,Clark Fork River at Bonita,Weight,82
9/7/2015,Clark Fork River at Bonita,Weight,135
9/9/2015,Clark Fork River above Missoula,Ammonia,8.2
9/9/2015,Clark Fork River above Little Blackfoot,Ammonia,13.9
9/9/2015,Clark Fork River at Bonita,Ammonia,14.4
9/9/2015,Clark Fork River at Deer Lodge,Ammonia,22.9
9/9/2015,Clark Fork River above Missoula,Nitrate + Nitrite,
9/9/2015,Clark Fork River at Bonita,Nitrate + Nitrite,2.5
9/9/2015,Clark Fork River above Little Blackfoot,Nitrate + Nitrite,50.4
9/9/2015,Clark Fork River at Deer Lodge,Nitrate + Nitrite,109.9
9/9/2015,Clark Fork River above Missoula,Orthophosphate,
9/9/2015,Clark Fork River at Deer Lodge,Orthophosphate,2.1
9/9/2015,Clark Fork River at Bonita,Orthophosphate,5.7
9/9/2015,Clark Fork River above Little Blackfoot,Orthophosphate,5.7
9/9/2015,Clark Fork River above Missoula,pH,8.12
9/9/2015,Clark Fork River above Little Blackfoot,pH,8.26
9/9/2015,Clark Fork River at Deer Lodge,pH,8.35
9/9/2015,Clark Fork River at Bonita,pH,8.36
9/9/2015,Clark Fork River above Missoula,Specific conductance,303.3
9/9/2015,Clark Fork River at Deer Lodge,Specific conductance,486
9/9/2015,Clark Fork River above Little Blackfoot,Specific conductance,494.4
9/9/2015,Clark Fork River at Bonita,Specific conductance,499.1
9/9/2015,Clark Fork River above Little Blackfoot,"Temperature, water",11.1
9/9/2015,Clark Fork River at Deer Lodge,"Temperature, water",11.5
9/9/2015,Clark Fork River above Missoula,"Temperature, water",12
9/9/2015,Clark Fork River at Bonita,"Temperature, water",12.4
9/9/2015,Clark Fork River above Missoula,Total dissolved solids,196900
9/9/2015,Clark Fork River at Deer Lodge,Total dissolved solids,315900
9/9/2015,Clark Fork River above Little Blackfoot,Total dissolved solids,321100
9/9/2015,Clark Fork River at Bonita,Total dissolved solids,324400
9/9/2015,Clark Fork River above Missoula,"Total Nitrogen, mixed forms",238
9/9/2015,Clark Fork River at Deer Lodge,"Total Nitrogen, mixed forms",409
9/9/2015,Clark Fork River at Bonita,"Total Nitrogen, mixed forms",411
9/9/2015,Clark Fork River above Little Blackfoot,"Total Nitrogen, mixed forms",420
9/9/2015,Clark Fork River above Missoula,"Total Phosphorus, mixed forms",19
9/9/2015,Clark Fork River at Deer Lodge,"Total Phosphorus, mixed forms",20.2
9/9/2015,Clark Fork River above Little Blackfoot,"Total Phosphorus, mixed forms",35.5
9/9/2015,Clark Fork River at Bonita,"Total Phosphorus, mixed forms",42.1
9/9/2015,Clark Fork River at Deer Lodge,Turbidity,3.26
9/9/2015,Clark Fork River above Missoula,Turbidity,4.32
9/9/2015,Clark Fork River above Little Blackfoot,Turbidity,4.34
9/9/2015,Clark Fork River at Bonita,Turbidity,8.19
9/10/2015,Clark Fork River below Missoula,Ammonia,11
9/10/2015,Clark Fork River below Missoula,Nitrate + Nitrite,21.1
9/10/2015,Clark Fork River below Missoula,Orthophosphate,3.8
9/10/2015,Clark Fork River below Missoula,pH,8.41
9/10/2015,Clark Fork River below Missoula,Specific conductance,303.1
9/10/2015,Clark Fork River below Missoula,"Temperature, water",13.5
9/10/2015,Clark Fork River below Missoula,Total dissolved solids,196900
9/10/2015,Clark Fork River below Missoula,"Total Nitrogen, mixed forms",279
9/10/2015,Clark Fork River below Missoula,"Total Phosphorus, mixed forms",22.5
9/10/2015,Clark Fork River below Missoula,Turbidity,4.77
9/23/2015,Clark Fork River at Bonita,Ammonia,
9/23/2015,Clark Fork River above Little Blackfoot,Ammonia,
9/23/2015,Clark Fork River above Missoula,Ammonia,6.1
9/23/2015,Clark Fork River at Deer Lodge,Ammonia,6.2
9/23/2015,Clark Fork River above Missoula,Nitrate + Nitrite,
9/23/2015,Clark Fork River at Bonita,Nitrate + Nitrite,0.9
9/23/2015,Clark Fork River above Little Blackfoot,Nitrate + Nitrite,2.9
9/23/2015,Clark Fork River at Deer Lodge,Nitrate + Nitrite,68.3
9/23/2015,Clark Fork River above Missoula,Orthophosphate,1.7
9/23/2015,Clark Fork River at Deer Lodge,Orthophosphate,2.9
9/23/2015,Clark Fork River at Bonita,Orthophosphate,4.4
9/23/2015,Clark Fork River above Little Blackfoot,Orthophosphate,5.3
9/23/2015,Clark Fork River above Missoula,pH,8.14
9/23/2015,Clark Fork River above Little Blackfoot,pH,8.14
9/23/2015,Clark Fork River at Bonita,pH,8.35
9/23/2015,Clark Fork River at Deer Lodge,pH,8.42
9/23/2015,Clark Fork River above Missoula,Specific conductance,303.3
9/23/2015,Clark Fork River at Deer Lodge,Specific conductance,456.2
9/23/2015,Clark Fork River at Bonita,Specific conductance,460.4
9/23/2015,Clark Fork River above Little Blackfoot,Specific conductance,470.5
9/23/2015,Clark Fork River above Little Blackfoot,"Temperature, water",11.9
9/23/2015,Clark Fork River at Deer Lodge,"Temperature, water",11.9
9/23/2015,Clark Fork River above Missoula,"Temperature, water",13.3
9/23/2015,Clark Fork River at Bonita,"Temperature, water",13.6
9/23/2015,Clark Fork River above Missoula,Total dissolved solids,196900
9/23/2015,Clark Fork River at Deer Lodge,Total dissolved solids,296400
9/23/2015,Clark Fork River at Bonita,Total dissolved solids,299000
9/23/2015,Clark Fork River above Little Blackfoot,Total dissolved solids,306200
9/23/2015,Clark Fork River above Missoula,"Total Nitrogen, mixed forms",226
9/23/2015,Clark Fork River at Bonita,"Total Nitrogen, mixed forms",296
9/23/2015,Clark Fork River above Little Blackfoot,"Total Nitrogen, mixed forms",312
9/23/2015,Clark Fork River at Deer Lodge,"Total Nitrogen, mixed forms",369
9/23/2015,Clark Fork River at Deer Lodge,"Total Phosphorus, mixed forms",17.8
9/23/2015,Clark Fork River above Missoula,"Total Phosphorus, mixed forms",21.6
9/23/2015,Clark Fork River above Little Blackfoot,"Total Phosphorus, mixed forms",27.7
9/23/2015,Clark Fork River at Bonita,"Total Phosphorus, mixed forms",31.9
9/23/2015,Clark Fork River above Little Blackfoot,Turbidity,3.08
9/23/2015,Clark Fork River at Deer Lodge,Turbidity,3.47
9/23/2015,Clark Fork River above Missoula,Turbidity,5.25
9/23/2015,Clark Fork River at Bonita,Turbidity,6.36
9/24/2015,Clark Fork River below Missoula,Ammonia,
9/24/2015,Clark Fork River at Huson,Ammonia,
9/24/2015,Clark Fork River above Flathead,Ammonia,
9/24/2015,Clark Fork River above Flathead,Ammonia,
9/24/2015,Clark Fork River above Flathead,Ammonia,6.8
9/24/2015,Clark Fork River above Flathead,Nitrate + Nitrite,
9/24/2015,Clark Fork River above Flathead,Nitrate + Nitrite,7.7
9/24/2015,Clark Fork River above Flathead,Nitrate + Nitrite,8.8
9/24/2015,Clark Fork River below Missoula,Nitrate + Nitrite,20.2
9/24/2015,Clark Fork River at Huson,Nitrate + Nitrite,27.2
9/24/2015,Clark Fork River above Flathead,Orthophosphate,
9/24/2015,Clark Fork River above Flathead,Orthophosphate,
9/24/2015,Clark Fork River above Flathead,Orthophosphate,
9/24/2015,Clark Fork River below Missoula,Orthophosphate,1.8
9/24/2015,Clark Fork River at Huson,Orthophosphate,1.8
9/24/2015,Clark Fork River at Huson,pH,8.39
9/24/2015,Clark Fork River below Missoula,pH,8.46
9/24/2015,Clark Fork River above Flathead,pH,8.52
9/24/2015,Clark Fork River above Flathead,Specific conductance,246.5
9/24/2015,Clark Fork River at Huson,Specific conductance,268.5
9/24/2015,Clark Fork River below Missoula,Specific conductance,298.6
9/24/2015,Clark Fork River below Missoula,"Temperature, water",13.5
9/24/2015,Clark Fork River at Huson,"Temperature, water",13.9
9/24/2015,Clark Fork River above Flathead,"Temperature, water",14.3
9/24/2015,Clark Fork River above Flathead,Total dissolved solids,160500
9/24/2015,Clark Fork River at Huson,Total dissolved solids,174800
9/24/2015,Clark Fork River below Missoula,Total dissolved solids,194300
9/24/2015,Clark Fork River above Flathead,"Total Nitrogen, mixed forms",
9/24/2015,Clark Fork River above Flathead,"Total Nitrogen, mixed forms",185
9/24/2015,Clark Fork River above Flathead,"Total Nitrogen, mixed forms",191
9/24/2015,Clark Fork River below Missoula,"Total Nitrogen, mixed forms",223
9/24/2015,Clark Fork River at Huson,"Total Nitrogen, mixed forms",249
9/24/2015,Clark Fork River above Flathead,"Total Phosphorus, mixed forms",
9/24/2015,Clark Fork River above Flathead,"Total Phosphorus, mixed forms",12.5
9/24/2015,Clark Fork River above Flathead,"Total Phosphorus, mixed forms",12.8
9/24/2015,Clark Fork River at Huson,"Total Phosphorus, mixed forms",18.4
9/24/2015,Clark Fork River below Missoula,"Total Phosphorus, mixed forms",18.8
9/24/2015,Clark Fork River above Flathead,Turbidity,2.28
9/24/2015,Clark Fork River at Huson,Turbidity,2.99
9/24/2015,Clark Fork River below Missoula,Turbidity,4.75
7/2/2016,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",28
7/2/2016,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",37
7/2/2016,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",59
7/2/2016,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",88
7/2/2016,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",99
7/2/2016,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",108
7/2/2016,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",108
7/2/2016,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",119
7/2/2016,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",123.4
7/2/2016,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",131.8
7/2/2016,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",135
7/2/2016,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",137
7/2/2016,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",142
7/2/2016,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",147.6
7/2/2016,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",170
7/2/2016,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",175
7/2/2016,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",200.2
7/2/2016,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",201.8
7/2/2016,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",216.8
7/2/2016,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",224
7/2/2016,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",291.9
7/2/2016,Clark Fork River above Missoula,"Chlorophyll a, corrected for pheophytin",304
7/2/2016,Clark Fork River above Missoula,Weight,9.7
7/2/2016,Clark Fork River above Missoula,Weight,16.7
7/2/2016,Clark Fork River above Missoula,Weight,32.9
7/2/2016,Clark Fork River above Missoula,Weight,56.2
7/2/2016,Clark Fork River above Missoula,Weight,72.1
7/2/2016,Clark Fork River above Missoula,Weight,83.3
7/2/2016,Clark Fork River above Missoula,Weight,90.7
7/2/2016,Clark Fork River above Missoula,Weight,92.2
7/2/2016,Clark Fork River above Missoula,Weight,104.69
7/2/2016,Clark Fork River above Missoula,Weight,108.5
7/2/2016,Clark Fork River above Missoula,Weight,111.76
7/2/2016,Clark Fork River above Missoula,Weight,121.16
7/2/2016,Clark Fork River above Missoula,Weight,121.3
7/2/2016,Clark Fork River above Missoula,Weight,124.4
7/2/2016,Clark Fork River above Missoula,Weight,135.2
7/2/2016,Clark Fork River above Missoula,Weight,138.7
7/2/2016,Clark Fork River above Missoula,Weight,152.7
7/2/2016,Clark Fork River above Missoula,Weight,169.77
7/2/2016,Clark Fork River above Missoula,Weight,171.18
7/2/2016,Clark Fork River above Missoula,Weight,183.91
7/2/2016,Clark Fork River above Missoula,Weight,247.57
7/2/2016,Clark Fork River above Missoula,Weight,320.9
7/3/2016,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",
7/3/2016,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",
7/3/2016,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",9
7/3/2016,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",34
7/3/2016,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",40
7/3/2016,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",45
7/3/2016,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",110
7/3/2016,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",218
7/3/2016,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",225
7/3/2016,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",244
7/3/2016,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",252
7/3/2016,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",256
7/3/2016,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",304
7/3/2016,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",309
7/3/2016,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",330
7/3/2016,Clark Fork River below Missoula,"Chlorophyll a, corrected for pheophytin",337.6
