 Agency Code, Station number,Site, Begin date,Day,Month,Year, Begin time, End date, End time, Time datum, Time datum reliability code, Agency Collecting Sample Code, Medium code, Taxonomic unit code, Body part code," Stream width, feet"," Temperature, water, degrees Celsius"," Temperature, air, degrees Celsius"," Temperature, air, degrees Fahrenheit"," Barometric pressure, millimeters of mercury"," Agency analyzing sample, code"," Weather, World Meteorological Organization (WMO) code"," Discharge, cubic feet per second"," Discharge, instantaneous, cubic feet per second"," Number of sampling points, count"," Gage height, feet"," Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius"," Hydrogen ion, water, unfiltered, calculated, milligrams per liter"," pH, water, unfiltered, field, standard units"," pH, water, unfiltered, laboratory, standard units"," Carbon dioxide, water, unfiltered, milligrams per liter"," Hardness, water, milligrams per liter as calcium carbonate"," Noncarbonate hardness, water, filtered, lab, milligrams per liter as calcium carbonate"," Calcium, water, filtered, milligrams per liter"," Magnesium, water, filtered, milligrams per liter"," Sodium, water, filtered, milligrams per liter"," Sodium adsorption ratio (SAR), water, number"," Sodium fraction of cations, water, percent in equivalents of major cations"," Potassium, water, filtered, milligrams per liter"," Chloride, water, filtered, milligrams per liter"," Sulfate, water, filtered, milligrams per liter"," Fluoride, water, filtered, milligrams per liter"," Silica, water, filtered, milligrams per liter as SiO2"," Arsenic, water, filtered, micrograms per liter"," Arsenic, water, unfiltered, micrograms per liter"," Cadmium, water, filtered, micrograms per liter"," Cadmium, water, unfiltered, micrograms per liter"," Copper, water, filtered, micrograms per liter"," Copper, water, unfiltered, recoverable, micrograms per liter"," Iron, water, unfiltered, recoverable, micrograms per liter"," Iron, water, filtered, micrograms per liter"," Lead, water, filtered, micrograms per liter"," Lead, water, unfiltered, recoverable, micrograms per liter"," Manganese, water, unfiltered, recoverable, micrograms per liter"," Manganese, water, filtered, micrograms per liter"," Zinc, water, filtered, micrograms per liter"," Zinc, water, unfiltered, recoverable, micrograms per liter"," Aluminum, water, unfiltered, recoverable, micrograms per liter"," Aluminum, water, filtered, micrograms per liter"," Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, laboratory, milligrams per liter as calcium carbonate"," Gage height, above datum, meters"," Discharge, cubic meters per second"," Discharge, instantaneous, cubic meters per second"," Transit rate, sampler, minimum, feet per second"," Transit rate, sampler, feet per second"," Transit rate, sampler, maximum, feet per second"," Site visit purpose, code"," Turbidity, water, unfiltered, broad band light source (400"," Turbidity, water, unfiltered, monochrome near infra"," Turbidity, water, unfiltered, monochrome near infra"," Dissolved solids, water, filtered, sum of constituents, milligrams per liter"," Dissolved solids, water, short tons per day"," Dissolved solids, water, filtered, short tons per acre"," Suspended sediment, sieve diameter, percent smaller than 0.0625 millimeters"," Sample purpose, code"," Sample location, distance downstream, feet"," Sample location, distance upstream, feet"," Sampler nozzle material, code"," Sampler nozzle diameter, code"," Suspended sediment concentration, milligrams per liter"," Suspended sediment discharge, short tons per day"," Velocity at point in stream, feet per second"," Sampling method, code"," Sampler type, code"," Sample splitter type, field, code"," Bottle or bag sampler material (construction), code"," Specific conductance, water, unfiltered, laboratory, microsiemens per centimeter at 25 degrees Celsius"," Suspended sediment, sediment mass recovered from whole water sample, dry weight, grams"," Suspended sediment, smaller than 0.063 mm sieve diameter, sediment mass recovered from whole water sample, dry weight, grams"," Suspended sediment, larger than 0.063 mm sieve diameter, sediment mass recovered from whole water sample, dry weight, grams"," Suspended sediment, between 0.063 and 4 mm sieve diameter, sediment mass analyzed for particle size fractions, dry weight, grams"," Type of replicate, code"," Type of quality assurance data associated with sample, code"," Sulfuric acid NWIS lot number, 4.5 N (1:7), 1 mL, National Field Supply Service (NFSS) stock number Q438FLD"," Nitric acid NWIS lot number, 7.5"," Conductance standard NWIS lot number, 50 uS/cm KCl, National Field Supply Service (NFSS) stock number Q42FLD"," Conductance standard NWIS lot number, 100 uS/cm KCl, National Field Supply Service (NFSS) stock number Q43FLD"," Conductance standard NWIS lot number, 500 uS/cm KCl, National Field Supply Service (NFSS) stock number Q45FLD"," Conductance standard NWIS lot number, 750 uS/cm KCl, National Field Supply Service (NFSS) stock number Q46FLD"," Conductance standard NWIS lot number, 1000 uS/cm KCl, National Field Supply Service (NFSS) stock number Q47FLD"," pH 10 Buffer solution, NWIS lot number, National Field Supply Service (NFSS) stock numbers Q122FLD, Q123FLD"," pH 4 Buffer solution, NWIS lot number, National Field Supply Service (NFSS) stock numbers Q124FLD, Q125FLD"," pH 7 Buffer solution, NWIS lot number, National Field Supply Service (NFSS) stock numbers Q126FLD, Q127FLD"," Lot number, first, inorganic"," NWIS lot number, capsule filter, 0.45 micron"," NWIS lot number, disk filter, 0.45 micron"," Julian date, in"
USGS,12324200,DL,3/28/2014,28,3,2014,17:30,,,MDT,K,OBSERVER,WS,,,,6.7,,,,,,,,1,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,,,,,,,,,,,,,,10,,,,,35,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/28/2014,28,3,2014,17:31,,,MDT,K,OBSERVER,WS,,,,6.7,,,,,,,,1,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,,,,,,,,,,,,,,10,,,,,31,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/29/2014,29,3,2014,17:20,,,MDT,K,OBSERVER,WS,,,,4,,,,,,,,1,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,,,,,,,,,,,,,,10,,,,,28,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/29/2014,29,3,2014,17:21,,,MDT,K,OBSERVER,WS,,,,4,,,,,,,,1,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,,,,,,,,,,,,,,10,,,,,31,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/30/2014,30,3,2014,11:40,,,MDT,K,OBSERVER,WS,,,,4.5,,,,,,,,1,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,,,,,,,,,,,,,,10,,,,,38,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/30/2014,30,3,2014,11:41,,,MDT,K,OBSERVER,WS,,,,4.5,,,,,,,,1,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,,,,,,,,,,,,,,10,,,,,32,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/31/2014,31,3,2014,13:22,,,MDT,K,OBSERVER,WS,,,,6,,,,,,,,1,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,,,,,,,,,,,,,,10,,,,,38,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/31/2014,31,3,2014,13:23,,,MDT,K,OBSERVER,WS,,,,6,,,,,,,,1,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,,,,,,,,,,,,,,10,,,,,21,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/1/2014,1,4,2014,15:20,,,MDT,K,OBSERVER,WS,,,,7.5,,,,,,,,1,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,,,,,,,,,,,,,,10,,,,,21,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/1/2014,1,4,2014,15:21,,,MDT,K,OBSERVER,WS,,,,7.5,,,,,,,,1,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,,,,,,,,,,,,,,10,,,,,20,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/2/2014,2,4,2014,16:18,,,MDT,K,OBSERVER,WS,,,,7.5,,,,,,,,1,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,,,,,,,,,,,,,,10,,,,,18,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/2/2014,2,4,2014,16:19,,,MDT,K,OBSERVER,WS,,,,7.5,,,,,,,,1,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,,,,,,,,,,,,,,10,,,,,17,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/3/2014,3,4,2014,15:52,,,MDT,K,OBSERVER,WS,,,,7.8,,,,,,,,1,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,10,,,,,18,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/3/2014,3,4,2014,15:53,,,MDT,K,OBSERVER,WS,,,,7.8,,,,,,,,1,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,10,,,,,17,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/4/2014,4,4,2014,15:55,,,MDT,K,OBSERVER,WS,,,,7.5,,,,,,,,1,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,10,,,,,15,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/4/2014,4,4,2014,15:56,,,MDT,K,OBSERVER,WS,,,,7.5,,,,,,,,1,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,10,,,,,16,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/5/2014,5,4,2014,16:47,,,MDT,K,OBSERVER,WS,,,,7,,,,,,,,1,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,10,,,,,19,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/5/2014,5,4,2014,16:48,,,MDT,K,OBSERVER,WS,,,,7,,,,,,,,1,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,10,,,,,19,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/6/2014,6,4,2014,15:20,,,MDT,K,OBSERVER,WS,,,,7.5,,,,,,,,1,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,10,,,,,22,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/6/2014,6,4,2014,15:21,,,MDT,K,OBSERVER,WS,,,,7.5,,,,,,,,1,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,10,,,,,21,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/7/2014,7,4,2014,16:00,,,MDT,K,OBSERVER,WS,,,,8.5,,,,,,,,1,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,10,,,,,60,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/7/2014,7,4,2014,16:01,,,MDT,K,OBSERVER,WS,,,,8.5,,,,,,,,1,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,10,,,,,75,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/8/2014,8,4,2014,16:02,,,MDT,K,OBSERVER,WS,,,,10,,,,,,,,1,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,74,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/8/2014,8,4,2014,16:03,,,MDT,K,OBSERVER,WS,,,,10,,,,,,,,1,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,79,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/9/2014,9,4,2014,16:20,,,MDT,K,OBSERVER,WS,,,,9,,,,,,,,1,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,10,,,,,49,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/9/2014,9,4,2014,16:21,,,MDT,K,OBSERVER,WS,,,,9,,,,,,,,1,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,10,,,,,60,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/10/2014,10,4,2014,16:03,,,MDT,K,OBSERVER,WS,,,,10,,,,,,,,1,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,10,,,,,79,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/10/2014,10,4,2014,16:04,,,MDT,K,OBSERVER,WS,,,,10,,,,,,,,1,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,10,,,,,65,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/11/2014,11,4,2014,13:53,,,MDT,K,OBSERVER,WS,,,,9,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,,,,,,,,,,,,,,10,,,,,40,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/11/2014,11,4,2014,13:54,,,MDT,K,OBSERVER,WS,,,,9,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,,,,,,,,,,,,,,10,,,,,41,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/12/2014,12,4,2014,15:05,,,MDT,K,OBSERVER,WS,,,,9.5,,,,,,,,1,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,,,,,,,,,,,,,,10,,,,,32,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/12/2014,12,4,2014,15:06,,,MDT,K,OBSERVER,WS,,,,9.5,,,,,,,,1,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,,,,,,,,,,,,,,10,,,,,31,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/13/2014,13,4,2014,18:35,,,MDT,K,OBSERVER,WS,,,,7,,,,,,,,1,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,10,,,,,32,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/13/2014,13,4,2014,18:36,,,MDT,K,OBSERVER,WS,,,,7,,,,,,,,1,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,10,,,,,41,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/14/2014,14,4,2014,17:16,,,MDT,K,OBSERVER,WS,,,,9,,,,,,,,1,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,10,,,,,29,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/14/2014,14,4,2014,17:17,,,MDT,K,OBSERVER,WS,,,,9,,,,,,,,1,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,10,,,,,28,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/15/2014,15,4,2014,18:25,,,MDT,K,OBSERVER,WS,,,,8,,,,,,,,1,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,24,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/15/2014,15,4,2014,18:26,,,MDT,K,OBSERVER,WS,,,,8,,,,,,,,1,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,23,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/16/2014,16,4,2014,17:32,,,MDT,K,OBSERVER,WS,,,,8,,,,,,,,1,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,10,,,,,15,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/16/2014,16,4,2014,17:33,,,MDT,K,OBSERVER,WS,,,,8,,,,,,,,1,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,10,,,,,16,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/17/2014,17,4,2014,15:30,,,MDT,K,OBSERVER,WS,,,,9,,,,,,,,1,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,10,,,,,15,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/17/2014,17,4,2014,15:31,,,MDT,K,OBSERVER,WS,,,,9,,,,,,,,1,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,10,,,,,15,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/18/2014,18,4,2014,19:00,,,MDT,K,OBSERVER,WS,,,,7.5,,,,,,,,1,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,,,,,,,,,,,,,,10,,,,,16,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/18/2014,18,4,2014,19:01,,,MDT,K,OBSERVER,WS,,,,7.5,,,,,,,,1,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,,,,,,,,,,,,,,10,,,,,16,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/19/2014,19,4,2014,17:50,,,MDT,K,OBSERVER,WS,,,,12.5,,,,,,,,1,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,,,,,,,,,,,,,,10,,,,,17,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/19/2014,19,4,2014,17:51,,,MDT,K,OBSERVER,WS,,,,12.5,,,,,,,,1,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,,,,,,,,,,,,,,10,,,,,16,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/20/2014,20,4,2014,18:00,,,MDT,K,OBSERVER,WS,,,,13,,,,,,,,1,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,,,,,,,,,,,,,,10,,,,,17,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/20/2014,20,4,2014,18:01,,,MDT,K,OBSERVER,WS,,,,13,,,,,,,,1,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,,,,,,,,,,,,,,10,,,,,22,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/21/2014,21,4,2014,15:37,,,MDT,K,OBSERVER,WS,,,,14,,,,,,,,1,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,21,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/21/2014,21,4,2014,15:38,,,MDT,K,OBSERVER,WS,,,,14,,,,,,,,1,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,21,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/22/2014,22,4,2014,14:25,,,MDT,K,USGS-WRD,WS,,,,10.5,10,,,,,,282,,2.86,487,M ,8.4,8.1,,206,,60.5,13.4,,,,,,,,,12.5,16.6,0.063,0.216,6.2,37.1,588,8.3,0.083,4.95,124,33.1,4.2,34.9,,,,0.87,,8,,,,,,,,,,,79,,,,,,24,18,,10,3044,,,473,,,,,20,30,,,,,,,,,,,,,,
USGS,12324200,DL,4/22/2014,22,4,2014,14:26,,,MDT,K,USGS-WRD,WS,,,,10.5,10,,,,,,282,1,2.86,487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,8,,,,,,,,,,,,10,,,,,25,19,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/22/2014,22,4,2014,14:27,,,MDT,K,USGS-WRD,WS,,,,10.5,10,,,,,,282,1,2.86,487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,8,,,,,,,,,,,,10,,,,,26,20,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/22/2014,22,4,2014,16:20,,,MDT,K,OBSERVER,WS,,,,7.5,,,,,,,,1,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,10,,,,,55,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/22/2014,22,4,2014,16:21,,,MDT,K,OBSERVER,WS,,,,7.5,,,,,,,,1,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,10,,,,,54,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/23/2014,23,4,2014,11:41,,,MDT,K,OBSERVER,WS,,,,7.5,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,,,,,,,,,,,,,,10,,,,,27,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/23/2014,23,4,2014,11:42,,,MDT,K,OBSERVER,WS,,,,7.5,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,,,,,,,,,,,,,,10,,,,,28,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/24/2014,24,4,2014,15:30,,,MDT,K,OBSERVER,WS,,,,9,,,,,,,,1,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,10,,,,,21,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/24/2014,24,4,2014,15:31,,,MDT,K,OBSERVER,WS,,,,9,,,,,,,,1,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,10,,,,,22,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/25/2014,25,4,2014,14:05,,,MDT,K,OBSERVER,WS,,,,11,,,,,,,,1,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,10,,,,,112,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/25/2014,25,4,2014,14:06,,,MDT,K,OBSERVER,WS,,,,11,,,,,,,,1,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,10,,,,,114,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/26/2014,26,4,2014,15:20,,,MDT,K,OBSERVER,WS,,,,10,,,,,,,,1,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,10,,,,,62,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/26/2014,26,4,2014,15:21,,,MDT,K,OBSERVER,WS,,,,10,,,,,,,,1,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,10,,,,,48,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/27/2014,27,4,2014,12:47,,,MDT,K,OBSERVER,WS,,,,10,,,,,,,,1,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,,,,,,,,,,,,,,10,,,,,43,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/27/2014,27,4,2014,12:48,,,MDT,K,OBSERVER,WS,,,,10,,,,,,,,1,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,,,,,,,,,,,,,,10,,,,,58,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/28/2014,28,4,2014,15:57,,,MDT,K,OBSERVER,WS,,,,9,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,,,,,,,,,,,,,,10,,,,,31,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/28/2014,28,4,2014,15:58,,,MDT,K,OBSERVER,WS,,,,9,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,,,,,,,,,,,,,,10,,,,,26,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/29/2014,29,4,2014,15:55,,,MDT,K,OBSERVER,WS,,,,8,,,,,,,,1,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,,,,,,,,,,,,,,10,,,,,24,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/29/2014,29,4,2014,15:56,,,MDT,K,OBSERVER,WS,,,,8,,,,,,,,1,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,,,,,,,,,,,,,,10,,,,,25,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/30/2014,30,4,2014,16:10,,,MDT,K,OBSERVER,WS,,,,13,,,,,,,,1,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,,,,,,,,,,,,,,10,,,,,32,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/30/2014,30,4,2014,16:11,,,MDT,K,OBSERVER,WS,,,,13,,,,,,,,1,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,,,,,,,,,,,,,,10,,,,,28,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,5/1/2014,1,5,2014,13:50,,,MDT,K,OBSERVER,WS,,,,14.5,,,,,,,,1,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,,,,,,,,,,,,,,10,,,,,34,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,5/1/2014,1,5,2014,13:51,,,MDT,K,OBSERVER,WS,,,,14.5,,,,,,,,1,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,,,,,,,,,,,,,,10,,,,,30,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,5/2/2014,2,5,2014,17:40,,,MDT,K,OBSERVER,WS,,,,17.5,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,,,,,,,,,,,,,,10,,,,,48,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
