 Agency Code, Station number,Site, Begin date,Day,Month,Year, Begin time, End date, End time, Time datum, Time datum reliability code, Agency Collecting Sample Code, Medium code, Taxonomic unit code, Body part code," Stream width, feet"," Temperature, water, degrees Celsius"," Temperature, air, degrees Celsius"," Temperature, air, degrees Fahrenheit"," Barometric pressure, millimeters of mercury"," Agency analyzing sample, code"," Weather, World Meteorological Organization (WMO) code"," Discharge, cubic feet per second"," Discharge, instantaneous, cubic feet per second"," Number of sampling points, count"," Gage height, feet"," Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius"," Hydrogen ion, water, unfiltered, calculated, milligrams per liter"," pH, water, unfiltered, field, standard units"," pH, water, unfiltered, laboratory, standard units"," Carbon dioxide, water, unfiltered, milligrams per liter"," Hardness, water, milligrams per liter as calcium carbonate"," Calcium, water, filtered, milligrams per liter"," Magnesium, water, filtered, milligrams per liter"," Sodium, water, filtered, milligrams per liter"," Sodium adsorption ratio (SAR), water, number"," Sodium fraction of cations, water, percent in equivalents of major cations"," Potassium, water, filtered, milligrams per liter"," Chloride, water, filtered, milligrams per liter"," Sulfate, water, filtered, milligrams per liter"," Fluoride, water, filtered, milligrams per liter"," Silica, water, filtered, milligrams per liter as SiO2"," Arsenic, water, filtered, micrograms per liter"," Arsenic, water, unfiltered, micrograms per liter"," Cadmium, water, filtered, micrograms per liter"," Cadmium, water, unfiltered, micrograms per liter"," Copper, water, filtered, micrograms per liter"," Copper, water, unfiltered, recoverable, micrograms per liter"," Iron, water, unfiltered, recoverable, micrograms per liter"," Iron, water, filtered, micrograms per liter"," Lead, water, filtered, micrograms per liter"," Lead, water, unfiltered, recoverable, micrograms per liter"," Manganese, water, unfiltered, recoverable, micrograms per liter"," Manganese, water, filtered, micrograms per liter"," Zinc, water, filtered, micrograms per liter"," Zinc, water, unfiltered, recoverable, micrograms per liter"," Gage height, above datum, meters"," Discharge, cubic meters per second"," Discharge, instantaneous, cubic meters per second"," Transit rate, sampler, minimum, feet per second"," Transit rate, sampler, feet per second"," Transit rate, sampler, maximum, feet per second"," Site visit purpose, code"," Turbidity, water, unfiltered, monochrome near infra"," Dissolved solids, water, filtered, sum of constituents, milligrams per liter"," Dissolved solids, water, short tons per day"," Dissolved solids, water, filtered, short tons per acre"," Suspended sediment, sieve diameter, percent smaller than 0.0625 millimeters"," Sample purpose, code"," Sample location, distance downstream, feet"," Sample location, distance upstream, feet"," Sampler nozzle material, code"," Sampler nozzle diameter, code"," Suspended sediment concentration, milligrams per liter"," Suspended sediment discharge, short tons per day"," Velocity at point in stream, feet per second"," Sampling method, code"," Sampler type, code"," Sample splitter type, field, code"," Bottle or bag sampler material (construction), code"," Specific conductance, water, unfiltered, laboratory, microsiemens per centimeter at 25 degrees Celsius"," Acid neutralizing capacity, water, unfiltered, fixed endpoint (pH 4.5) titration, laboratory, milligrams per liter as calcium carbonate"," Suspended sediment, sediment mass recovered from whole water sample, dry weight, grams"," Suspended sediment, smaller than 0.063 mm sieve diameter, sediment mass recovered from whole water sample, dry weight, grams"," Suspended sediment, larger than 0.063 mm sieve diameter, sediment mass recovered from whole water sample, dry weight, grams"," Suspended sediment, between 0.063 and 4 mm sieve diameter, sediment mass analyzed for particle size fractions, dry weight, grams"," Type of replicate, code"," Type of quality assurance data associated with sample, code"," Sulfuric acid NWIS lot number, 4.5 N (1:7), 1 mL, National Field Supply Service (NFSS) stock number Q438FLD"," Nitric acid NWIS lot number, 7.5"," Conductance standard NWIS lot number, 100 uS/cm KCl, National Field Supply Service (NFSS) stock number Q43FLD"," Conductance standard NWIS lot number, 500 uS/cm KCl, National Field Supply Service (NFSS) stock number Q45FLD"," Conductance standard NWIS lot number, 750 uS/cm KCl, National Field Supply Service (NFSS) stock number Q46FLD"," Conductance standard NWIS lot number, 1000 uS/cm KCl, National Field Supply Service (NFSS) stock number Q47FLD"," pH 10 Buffer solution, NWIS lot number, National Field Supply Service (NFSS) stock numbers Q122FLD, Q123FLD"," pH 4 Buffer solution, NWIS lot number, National Field Supply Service (NFSS) stock numbers Q124FLD, Q125FLD"," pH 7 Buffer solution, NWIS lot number, National Field Supply Service (NFSS) stock numbers Q126FLD, Q127FLD"," Lot number, first, inorganic"," NWIS lot number, capsule filter, 0.45 micron"," NWIS lot number, disk filter, 0.45 micron"," Julian date, in"
USGS,12331800,BN,8/24/1998,24,8,1998,11:50,,,MDT,T,USGS-WRD,WS,,,,16.5,22,,,80020,,,406,,3.02,519,M ,8.4,,,233,66.6,16.1,,,,,,,,,13,13,< 0.1,< 1.0,4.1,8.6,130,< 5.0,< 0.6,< 1.0,50,12.2,< 10.0,10,0.92,,11,,,,,,,,,85,,,,,,10,11,,10,3044,,,,,,,,,,,,,,,,,,,,,,,252
USGS,12331800,BN,9/9/1998,9,9,1998,10:00,,,MDT,T,USGS-WRD,WS,,,,17,15,,,1028,,,366,,2.92,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,10/28/1998,28,10,1998,15:52,,,MST,T,USGS-WRD,WS,,,,8,11,,,1028,,,679,,3.64,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,11/18/1998,18,11,1998,10:20,,,MST,T,USGS-WRD,WS,,,,4.5,7,,,80020,,,755,,3.72,454,0.00001,8.3,,,198,56.3,14,,,,,,,,,7,10,< 0.1,< 1.0,3.1,12.7,220,< 10.0,< 0.5,1.6,70,10.3,< 20.0,20,1.13,,21,,,,,,,,,87,,,,,,11,22,,10,3044,,,,,,,,,,,,,,,,,,,,,,,342
USGS,12331800,BN,12/18/1998,18,12,1998,10:00,,,MST,T,USGS-WRD,WS,,,,1.5,-10,,,1028,,,664,,3.57,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,2/5/1999,5,2,1999,12:10,,,MST,T,USGS-WRD,WS,,,,2.5,0,,,1028,,,541,,3.27,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,2/24/1999,24,2,1999,9:45,,,MST,T,USGS-WRD,WS,,,,3.5,3,,,80020,,,542,,3.31,463,M ,8.4,,,212,60.5,14.8,,,,,,,,,7,8,< 0.1,< 1.0,3.5,11.5,200,E 5.2,< 0.5,1.6,50,19.7,< 20.0,20,1.01,,15,,,,,,,,,73,,,,,,13,19,,10,3044,,,,,,,,,,,,,,,,,,,,,,,69
USGS,12331800,BN,3/25/1999,25,3,1999,9:00,,,MST,T,USGS-WRD,WS,,,,7.5,7,,,1028,,,1060,,4.14,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,4/15/1999,15,4,1999,14:00,,,MDT,T,USGS-WRD,WS,,,,8,12,,,1028,,,695,,3.6,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,4/28/1999,28,4,1999,10:30,,,MDT,T,USGS-WRD,WS,,,,9.5,9,,,80020,,,883,,3.91,363,0.00001,8.2,,,160,45.5,11.2,,,,,,,,,8,20,< 0.1,< 1.0,4.1,34.1,1040,19.9,< 0.5,10.5,172,13.4,< 20.0,42.8,1.19,,25,,,,,,,,,80,,,,,,63,150,,10,3044,,,,,,,,,,,,,,,,,,,,,,,133
USGS,12331800,BN,5/10/1999,10,5,1999,18:45,,,MDT,T,USGS-WRD,WS,,,,9,5,,,1028,,,856,,3.86,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,5/11/1999,11,5,1999,15:05,,,MDT,T,USGS-WRD,WS,,,,11,14,,,80020,,,842,,3.85,384,M ,8.5,,,171,49.1,11.8,,,,,,,,,10,11,< 0.1,< 1.0,4.8,23,515,E 7.5,< 0.5,3.5,82.5,12.6,< 20.0,E 24.7,1.17,,24,,,,,,,,,78,,,,,,29,66,,10,3044,,,,,,,,,,,,,,,,,,,,,,,148
USGS,12331800,BN,5/27/1999,27,5,1999,8:10,,,MDT,T,USGS-WRD,WS,,,,12.5,12.5,,,80020,,,1340,,4.48,281,0.00001,8.1,,,119,34.5,8.09,,,,,,,,,13,28,< 0.1,< 1.0,6.3,104,2360,29.8,< 0.5,18,337,9.82,< 20.0,142,1.37,,38,,,,,,,,,82,,,,,,143,517,,20,3036,,,,,,,,,,,,,,,,,,,,,,,159
USGS,12331800,BN,6/4/1999,4,6,1999,14:00,,,MDT,T,USGS-WRD,WS,,,,12.5,18,,,1028,,,2860,,5.97,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,6/7/1999,7,6,1999,14:15,,,MDT,T,USGS-WRD,WS,,,,11.5,13.5,,,80020,,,2330,,5.47,276,0.00001,8.2,,,120,35.1,7.99,,,,,,,,,11,22,< 0.1,< 1.0,8.5,71.5,1790,26,< 0.5,12.9,219,12.4,E 7.9,96.5,1.67,,66,,,,,,,,,56,,,,,,122,768,,20,3036,,,,,,,,,,,,,,,,,,,,,,,173
USGS,12331800,BN,6/23/1999,23,6,1999,15:00,,,MDT,T,USGS-WRD,WS,,,,17,22,,,80020,,,1390,,4.54,320,M ,8.4,,,141,40.8,9.41,,,,,,,,,14,15,< 0.1,< 1.0,7.7,37.1,695,10.8,< 0.5,4.3,96,10.7,< 20.0,43.5,1.38,,39,,,,,,,,,63,,,,,,38,143,,20,3036,,,,,,,,,,,,,,,,,,,,,,,187
USGS,12331800,BN,6/29/1999,29,6,1999,19:30,,,MDT,T,USGS-WRD,WS,,,,17.5,22,,,1028,,,824,,3.83,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,7/13/1999,13,7,1999,13:00,,,MDT,T,USGS-WRD,WS,,,,20.5,30,,,1028,,,470,,3.23,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,8/2/1999,2,8,1999,13:45,,,MDT,T,USGS-WRD,WS,,,,21,29,,,1028,,,235,,2.54,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,8/13/1999,13,8,1999,16:15,,,MDT,T,USGS-WRD,WS,,,,18,23,,,80020,,,412,,3.06,513,M ,8.5,,,236,67.4,16.5,,,,,,,,,13,13,< 0.1,< 1.0,4.9,19.1,373,< 10.0,< 0.5,2.8,128,9,3.6,E 33.9,0.93,,12,,,,,,,,,89,,,,,,25,28,,10,3044,,,,,,,,,30,30,,,,,,,,,,,,,236
USGS,12331800,BN,9/2/1999,2,9,1999,10:30,,,MDT,T,USGS-WRD,WS,,,,14,13.5,,,1028,,,357,,2.93,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,9/28/1999,28,9,1999,13:45,,,MDT,T,USGS-WRD,WS,,,,10.5,12,,,1028,,,399,,2.99,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,11/17/1999,17,11,1999,11:20,,,MST,T,USGS-WRD,WS,,,,4.5,5,,,80020,,,556,,3.37,474,0.00001,8.3,,,214,60.5,15.2,,,,,,,,,7,8,< 0.1,E 0.1,2.8,11.3,184,< 10.0,< 1,1.6,55.7,10,4.1,< 31.0,1.03,,16,,,,,,,,,73,,,,,,12,18,,10,3044,,,,,,,,,,,,,,,,,,,,,,,334
USGS,12331800,BN,11/18/1999,18,11,1999,13:40,,,MST,T,USGS-WRD,WS,,,,6,5.5,,,1028,,,584,,3.42,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,1/5/2000,5,1,2000,16:30,,,MST,T,USGS-WRD,WS,,,,2,-3,,,1028,,,501,,3.27,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,2/28/2000,28,2,2000,15:05,,,MST,T,USGS-WRD,WS,,,,5.5,6,,,1028,,,643,,3.56,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,3/7/2000,7,3,2000,10:30,,,MST,T,USGS-WRD,WS,,,,6.5,5.5,,,80020,,,570,,3.39,464,M ,8.4,,,218,62.3,15.1,,,,,,,,,7.3,10,< 0.1,E 0.1,4.9,28.2,366,< 10.0,< 1,2.9,63.1,18.9,4.8,27,1.03,,16,,,,,,,,,74,,,,,,20,31,,10,3044,,,,,,,,,,,,,,,,,,,,,,,75
USGS,12331800,BN,4/5/2000,5,4,2000,9:15,,,MDT,T,USGS-WRD,WS,,,,8.5,10,,,80020,,,529,,3.28,483,M ,8.4,,,218,61.8,15.4,,,,,,,,,8.5,10,< 0.1,< 0.1,3.8,12.7,278,< 10.0,M ,2.18,59,19.3,6.8,18,1,,15,,,,,,,,,67,,,,,,21,30,,10,3044,,,,,,,,,,,,,,,,,,,,,,,111
USGS,12331800,BN,4/12/2000,12,4,2000,16:50,,,MDT,T,USGS-WRD,WS,,,,13,19,,,1028,,,507,,3.23,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,5/9/2000,9,5,2000,17:30,,,MDT,T,USGS-WRD,WS,,,,14,15.5,,,80020,,,315,,2.79,485,M ,8.5,,,219,62.6,15.3,,,,,,,,,9.5,9,< 0.1,< 0.1,3.9,8.2,79.5,< 10.0,< 1,1.28,26.7,12.6,4.1,14,0.85,,8.9,,,,,,,,,91,,,,,,4,3.4,,10,3044,,,,,,,,,,,,,,,,,,,,,,,138
USGS,12331800,BN,5/16/2000,16,5,2000,12:30,,,MDT,T,USGS-WRD,WS,,,,15.5,19,,,1028,,,261,,2.65,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,5/23/2000,23,5,2000,8:25,,,MDT,T,USGS-WRD,WS,,,,14.5,17,,,80020,,,253,,2.59,513,0.00001,8.2,,,239,68,16.7,,,,,,,,,9.9,10,< 0.1,< 0.1,4.8,7.3,53.1,E 5.9,< 1,< 1.00,32.5,18.7,7.8,11,0.79,,7.2,,,,,,,,,92,,,,,,3,2,,10,3044,,,,,,,,,,,,,,,,,,,,,,,153
USGS,12331800,BN,5/30/2000,30,5,2000,14:00,,,MDT,T,USGS-WRD,WS,,,,16,18,,,1028,,,305,,2.74,517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,6/5/2000,5,6,2000,10:45,,,MDT,T,USGS-WRD,WS,,,,17.5,24,,,80020,,,337,,2.86,508,M ,8.4,,,227,64.9,15.8,,,,,,,,,12.4,12,< 0.1,< 0.1,4.6,10.4,108,< 10.0,< 1,< 1.00,46.4,15.1,6,9,0.87,,9.5,,,,,,,,,82,,,,,,6,5.5,,10,3044,,,,,,,,,,,,,,,,,,,,,,,166
USGS,12331800,BN,6/26/2000,26,6,2000,14:00,,,MDT,T,USGS-WRD,WS,,,,20.5,30,,,1028,,,206,,2.46,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,7/20/2000,20,7,2000,9:30,,,MDT,T,USGS-WRD,WS,,,,18,25,,,1028,,,179,,2.31,608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,7/21/2000,21,7,2000,14:40,,,MDT,T,USGS-WRD,WS,,,,22.5,32,,,80020,,,181,,2.32,573,M ,8.5,,,268,75.9,19,,,,,,,,,10.3,13,< 0.1,< 0.1,3.7,8.3,93.3,< 10.0,< 1,< 1.00,57.2,12.7,2.7,10,0.71,,5.1,,,,,,,,,50,,,,,,23,11,,10,3044,,,,,,,,,,,,,,,,,,,,,,,215
USGS,12331800,BN,8/15/2000,15,8,2000,13:00,,,MDT,T,USGS-WRD,WS,,,,19.5,23,,,1028,,,107,,2.2,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,8/17/2000,17,8,2000,11:25,,,MDT,T,USGS-WRD,WS,,,,16.5,17.5,,,1028,,,119,,2.22,648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,9/5/2000,5,9,2000,15:15,,,MDT,T,USGS-WRD,WS,,,,17.5,20,,,80020,,,194,,2.44,616,M ,8.5,,,277,79.8,18.8,,,,,,,,,10.8,11,< 0.1,E 0.1,7.9,7.6,91.3,< 10.0,< 1,< 1.00,36.5,6.77,3.8,11,0.74,,5.5,,,,,,,,,44,,,,,,25,13,,10,3044,,,,,,,,,30,30,,,,,,,,,,,,,263
USGS,12331800,BN,9/6/2000,6,9,2000,11:00,,,MDT,T,USGS-WRD,WS,,,,13,17,,,1028,,,201,,2.46,654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,10/10/2000,10,10,2000,15:45,,,MDT,T,USGS-WRD,WS,,,,11,16,,,1028,,,433,,3.11,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,10/31/2000,31,10,2000,11:30,,,MST,T,USGS-WRD,WS,,,,7.5,9.5,,,80020,,,516,,3.3,506,M ,8.4,,,221,63.2,15.2,,,,,,,,,7.2,9,< 0.1,E 0.1,2.2,12.5,235,< 10.0,< 1,2.06,68.1,9.71,4.8,21,1.01,,15,,,,,,,,,89,,,,,,14,20,,10,3044,,,,,,,,,,,,,,,,,,,,,,,313
USGS,12331800,BN,11/20/2000,20,11,2000,10:30,,,MST,T,USGS-WRD,WS,,,,0,-10,,,1028,,,390,,3.01,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,1/3/2001,3,1,2001,10:45,,,MST,T,USGS-WRD,WS,,,,3,-1,,,1028,,,368,,2.95,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,1/5/2001,5,1,2001,11:30,,,MST,T,USGS-WRD,WS,,,,2,5.5,,,80020,,,432,,3.12,504,0.00001,8.3,,,221,64,14.8,,,,,,,,,6.6,8,E 0.1,E 0.1,2.8,7,128,< 10.0,< 1,1.1,32.2,8.66,9,17,0.95,,12,,,,,,,,,80,,,,,,7,8.2,,10,3044,,,,,,,,,,,,,,,,,,,,,,,22
USGS,12331800,BN,2/20/2001,20,2,2001,10:30,,,MST,T,USGS-WRD,WS,,,,1.5,-1,,,1028,,,332,,2.88,577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,3/20/2001,20,3,2001,14:15,,,MST,T,USGS-WRD,WS,,,,5.5,15.5,,,80020,,,985,,4.12,397,0.00001,8.1,,,166,47.9,11.3,,,,,,,,,10.8,32,< 0.1,1.3,13,185,4490,62.4,< 1,31.3,691,55.4,12.5,270,1.26,,28,,,,,,,,,75,,,,,,300,798,,10,3044,,,,,,,,,,,,,,,,,,,,,,,102
USGS,12331800,BN,3/21/2001,21,3,2001,11:00,,,MST,T,USGS-WRD,WS,,,,5,8,,,1028,,,902,,3.99,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,5/3/2001,3,5,2001,10:40,,,MDT,T,USGS-WRD,WS,,,,7,10.5,,,80020,,,835,,3.9,356,0.00001,8.3,,,158,45.9,10.5,,,,,,,,,7.7,13,< 0.1,0.2,4.1,35.6,1000,24.7,< 1,6.27,143,10.7,4.1,47,1.19,,24,,,,,,,,,74,,,,,,61,138,,10,3044,,,,,,,,,,,,,,,,,,,,,,,136
USGS,12331800,BN,5/9/2001,9,5,2001,9:10,,,MDT,T,USGS-WRD,WS,,,,11,10,,,1028,,,656,,3.55,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,5/23/2001,23,5,2001,7:45,,,MDT,T,USGS-WRD,WS,,,,14,12.5,,,80020,,,593,,3.45,366,0.00001,8.2,,,157,45.2,10.9,,,,,,,,,8.3,10,< 0.1,E 0.1,5.2,14.8,290,E 7.7,< 1,1.88,52.9,11.1,4.7,19,1.05,,17,,,,,,,,,87,,,,,,15,24,,10,3044,,,,,,,,,,,,,,,,,,,,,,,162
USGS,12331800,BN,5/29/2001,29,5,2001,13:00,,,MDT,T,USGS-WRD,WS,,,,15,17,,,1028,,,872,,3.97,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,6/4/2001,4,6,2001,16:30,,,MDT,T,USGS-WRD,WS,,,,8.5,16,,,80020,,,1510,,4.93,400,0.00001,8.3,,,177,50.7,12.2,,,,,,,,,9.9,16,< 0.1,0.3,7,41,793,20.7,M ,8.34,225,60.7,5.9,63,1.5,,43,,,,,,,,,90,,,,,,70,285,,20,3036,,,,,,,,,,,,,,,,,,,,,,,165
USGS,12331800,BN,6/6/2001,6,6,2001,16:30,,,MDT,T,USGS-WRD,WS,,,,14,15,,,1028,,,1150,,4.69,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,6/6/2001,6,6,2001,17:15,,,MDT,T,USGS-WRD,WS,,,,14,15,,,1028,,,1240,,4.68,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,6/14/2001,14,6,2001,9:00,,,MDT,T,USGS-WRD,WS,,,,9,8.5,,,1028,,,1270,,4.91,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,6/26/2001,26,6,2001,9:45,,,MDT,T,USGS-WRD,WS,,,,17,21,,,1028,,,507,,3.54,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,7/17/2001,17,7,2001,14:45,,,MDT,T,USGS-WRD,WS,,,,19.5,27,,,1028,,,543,,3.43,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,7/24/2001,24,7,2001,9:40,,,MDT,T,USGS-WRD,WS,,,,17,19.5,,,80020,,,529,,3.34,510,M ,8.4,,,234,67.1,16.1,,,,,,,,,11.5,15,< 0.1,E 0.1,3.4,16.3,340,E 5.1,< 1,2.72,98.1,22.8,3.7,23,1.02,,15,,,,,,,,,76,,,,,,24,34,,10,3044,,,,,,,,,,,,,,,,,,,,,,,218
USGS,12331800,BN,7/30/2001,30,7,2001,11:45,,,MDT,T,USGS-WRD,WS,,,,5.5,17,,,1028,,,407,,3.05,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,8/13/2001,13,8,2001,12:45,,,MDT,T,USGS-WRD,WS,,,,20.5,23,,,1028,,,291,,2.73,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,9/4/2001,4,9,2001,17:45,,,MDT,T,USGS-WRD,WS,,,,19.5,27.5,,,80020,,,157,,2.27,601,M ,8.5,,,266,72.2,20.9,,,,,,,,,9.4,10,< 0.1,< 0.1,3.4,4.6,19.7,< 10.0,< 1,< 1.00,8.04,4.45,1.2,3,0.69,,4.4,,,,,,,,,65,,,,,,4,1.7,,10,3044,,,,,,,,,30,30,,,,,,,,,,,,,261
USGS,12331800,BN,10/1/2001,1,10,2001,8:45,,,MDT,T,USGS-WRD,WS,,,,10.5,7,,,1028,,,282,,2.7,584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,11/7/2001,7,11,2001,13:40,,,MST,T,USGS-WRD,WS,,,,6,9,,,80020,,,498,,3.27,498,M ,8.4,8.2,,220,63.2,15.1,,,,,,,,,7.5,10,< 0.1,E 0.1,2,9.3,182,< 10.0,< 1,1.51,52.8,7.48,2.8,18,1,,14,,,,,,,,,66,,,,,,17,23,,10,3044,,,487,,,,,,,,,,,,,,,,,,,,323
USGS,12331800,BN,11/29/2001,29,11,2001,17:15,,,MST,T,USGS-WRD,WS,,,,2.5,0,,,1028,,,441,,3.14,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,1/18/2002,18,1,2002,11:00,,,MST,T,USGS-WRD,WS,,,,2.5,-2,,,1028,,,384,,3.01,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
