 Agency Code, Station number,Site, Begin date,Day,Month,Year, Begin time, End date, End time, Time datum, Time datum reliability code, Agency Collecting Sample Code, Medium code, Taxonomic unit code, Body part code," Stream width, feet"," Temperature, water, degrees Celsius"," Temperature, air, degrees Celsius"," Temperature, air, degrees Fahrenheit"," Barometric pressure, millimeters of mercury"," Agency analyzing sample, code"," Weather, World Meteorological Organization (WMO) code"," Discharge, cubic feet per second"," Discharge, instantaneous, cubic feet per second"," Number of sampling points, count"," Gage height, feet"," Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius"," Hydrogen ion, water, unfiltered, calculated, milligrams per liter"," pH, water, unfiltered, field, standard units"," pH, water, unfiltered, laboratory, standard units"," Carbon dioxide, water, unfiltered, milligrams per liter"," Hardness, water, milligrams per liter as calcium carbonate"," Calcium, water, filtered, milligrams per liter"," Magnesium, water, filtered, milligrams per liter"," Sodium, water, filtered, milligrams per liter"," Sodium adsorption ratio (SAR), water, number"," Sodium fraction of cations, water, percent in equivalents of major cations"," Potassium, water, filtered, milligrams per liter"," Chloride, water, filtered, milligrams per liter"," Sulfate, water, filtered, milligrams per liter"," Fluoride, water, filtered, milligrams per liter"," Silica, water, filtered, milligrams per liter as SiO2"," Arsenic, water, filtered, micrograms per liter"," Arsenic, water, unfiltered, micrograms per liter"," Cadmium, water, filtered, micrograms per liter"," Cadmium, water, unfiltered, micrograms per liter"," Copper, water, filtered, micrograms per liter"," Copper, water, unfiltered, recoverable, micrograms per liter"," Iron, water, unfiltered, recoverable, micrograms per liter"," Iron, water, filtered, micrograms per liter"," Lead, water, filtered, micrograms per liter"," Lead, water, unfiltered, recoverable, micrograms per liter"," Manganese, water, unfiltered, recoverable, micrograms per liter"," Manganese, water, filtered, micrograms per liter"," Zinc, water, filtered, micrograms per liter"," Zinc, water, unfiltered, recoverable, micrograms per liter"," Gage height, above datum, meters"," Discharge, cubic meters per second"," Discharge, instantaneous, cubic meters per second"," Transit rate, sampler, minimum, feet per second"," Transit rate, sampler, feet per second"," Transit rate, sampler, maximum, feet per second"," Site visit purpose, code"," Turbidity, water, unfiltered, monochrome near infra"," Dissolved solids, water, filtered, sum of constituents, milligrams per liter"," Dissolved solids, water, short tons per day"," Dissolved solids, water, filtered, short tons per acre"," Suspended sediment, sieve diameter, percent smaller than 0.0625 millimeters"," Sample purpose, code"," Sample location, distance downstream, feet"," Sample location, distance upstream, feet"," Sampler nozzle material, code"," Sampler nozzle diameter, code"," Suspended sediment concentration, milligrams per liter"," Suspended sediment discharge, short tons per day"," Velocity at point in stream, feet per second"," Sampling method, code"," Sampler type, code"," Sample splitter type, field, code"," Bottle or bag sampler material (construction), code"," Specific conductance, water, unfiltered, laboratory, microsiemens per centimeter at 25 degrees Celsius"," Acid neutralizing capacity, water, unfiltered, fixed endpoint (pH 4.5) titration, laboratory, milligrams per liter as calcium carbonate"," Suspended sediment, sediment mass recovered from whole water sample, dry weight, grams"," Suspended sediment, smaller than 0.063 mm sieve diameter, sediment mass recovered from whole water sample, dry weight, grams"," Suspended sediment, larger than 0.063 mm sieve diameter, sediment mass recovered from whole water sample, dry weight, grams"," Suspended sediment, between 0.063 and 4 mm sieve diameter, sediment mass analyzed for particle size fractions, dry weight, grams"," Type of replicate, code"," Type of quality assurance data associated with sample, code"," Sulfuric acid NWIS lot number, 4.5 N (1:7), 1 mL, National Field Supply Service (NFSS) stock number Q438FLD"," Nitric acid NWIS lot number, 7.5"," Conductance standard NWIS lot number, 100 uS/cm KCl, National Field Supply Service (NFSS) stock number Q43FLD"," Conductance standard NWIS lot number, 500 uS/cm KCl, National Field Supply Service (NFSS) stock number Q45FLD"," Conductance standard NWIS lot number, 750 uS/cm KCl, National Field Supply Service (NFSS) stock number Q46FLD"," Conductance standard NWIS lot number, 1000 uS/cm KCl, National Field Supply Service (NFSS) stock number Q47FLD"," pH 10 Buffer solution, NWIS lot number, National Field Supply Service (NFSS) stock numbers Q122FLD, Q123FLD"," pH 4 Buffer solution, NWIS lot number, National Field Supply Service (NFSS) stock numbers Q124FLD, Q125FLD"," pH 7 Buffer solution, NWIS lot number, National Field Supply Service (NFSS) stock numbers Q126FLD, Q127FLD"," Lot number, first, inorganic"," NWIS lot number, capsule filter, 0.45 micron"," NWIS lot number, disk filter, 0.45 micron"," Julian date, in"
USGS,12331800,BN,5/13/2009,13,5,2009,17:30,,,MST,K,USGS-WRD,WS,,,,9.8,18,,,,,,1550,,5.12,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,5/19/2009,19,5,2009,16:00,,,MDT,K,USGS-WRD,WS,,,,15.5,20,,,,,,1860,,5.48,269,0.00001,8.1,7.8,,115,33.7,7.51,,,,,,,,,9.8,24.7,0.05,0.482,8.2,87.7,2530,30.4,0.223,20.9,323,15.2,4.3,113,1.67,,53,,,,,,,,,60,,,,,,179,899,,20,3036,,,264,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,5/21/2009,21,5,2009,15:00,,,MST,K,USGS-WRD,WS,,,,11.5,18.5,,,,,,2960,,6.49,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,6/2/2009,2,6,2009,16:50,,,MDT,K,USGS-WRD,WS,,,,11,15,,,,,,3350,,6.75,236,0.00001,8.1,7.9,,102,30.7,6.07,,,,,,,,,15.2,25.4,0.083,0.429,14.3,83.3,1640,36,0.346,12.9,202,20.9,9.4,89.8,2.06,,95,,,,,,,,,60,,,,,,95,859,,20,3036,,,235,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,6/23/2009,23,6,2009,16:30,,,MDT,K,USGS-WRD,WS,,,,14,22,,,,,,2550,,6.12,308,0.00001,8.2,8,,138,40.5,8.84,,,,,,,,,13.6,21.1,0.089,0.268,12.3,57.1,1240,23,0.196,10.1,152,17,5.9,63.4,1.87,,72,,,,,,,,,50,,,,,,76,523,,20,3036,,,307,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,7/14/2009,14,7,2009,15:05,,,MDT,K,USGS-WRD,WS,,,,15,24.5,,,,,,1050,,4.47,372,0.00001,8.3,8.2,,167,47.3,11.8,,,,,,,,,11.6,13.1,0.045,0.126,5.3,15.9,321,8.3,0.079,2.77,74.8,14.4,3.2,18.9,1.36,,30,,,,,,,,,81,,,,,,17,48,,10,3044,,,371,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,7/29/2009,29,7,2009,15:15,,,MST,K,USGS-WRD,WS,,,,19.3,25.8,,,,,,880,,4.01,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,8/18/2009,18,8,2009,14:20,,,MDT,K,USGS-WRD,WS,,,,16.5,28,,,,,,801,,3.88,413,M ,8.4,8.2,,190,54.8,12.9,,,,,,,,,11.6,13.2,0.039,0.103,4.3,11.7,303,9,0.065,2.44,69.4,11.4,2.6,14.8,1.18,,23,,,,,,,,,67,,,,,,17,37,,10,3044,,,418,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,9/9/2009,9,9,2009,14:05,,,MDT,K,USGS-WRD,WS,,,,15.8,21,,,,,,432,,3.08,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,10/14/2009,14,10,2009,14:25,,,MDT,K,USGS-WRD,WS,,,,7,14,,,,,,760,,3.81,442,M ,8.4,8.2,,204,58.7,14,,,,,,,,,8.7,10.8,0.027,0.115,2.5,15.1,379,E 3.2,0.042,3.32,84,10,3.1,21.1,1.16,,22,,,,,,,,,81,,,,,,18,37,,10,3044,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,10/28/2009,28,10,2009,13:52,,,MDT,K,USGS-WRD,WS,,,,5.8,,,,,,,,,3.82,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,12/9/2009,9,12,2009,15:37,,,MST,K,USGS-WRD,WS,,,,3.8,,,,,,,,,2.37,632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,1/20/2010,20,1,2010,15:20,,,MST,K,USGS-WRD,WS,,,,2.5,,,,,,,,,3.44,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,3/9/2010,9,3,2010,9:47,,,MST,K,USGS-WRD,WS,,,,5.6,,,,,,,,,3.66,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,3/10/2010,10,3,2010,9:45,,,MST,K,USGS-WRD,WS,,,,3.5,1,,,,,,664,,3.54,435,0.00001,8.3,7.9,,185,52.5,13.1,,,,,,,,,8.1,9.8,0.075,0.131,11.8,22.4,472,16,0.485,3,79.8,23.6,10,25.4,1.08,,19,,,,,,,,,74,,,,,,24,43,,10,3044,,,420,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,4/14/2010,14,4,2010,7:55,,,MDT,K,USGS-WRD,WS,,,,5,5.5,,,,,,642,,3.49,448,0.00001,8.2,8,,202,57.3,14.2,,,,,,,,,3.2,9.1,,0.104,,15.5,310,E 3.2,E 0.041,2.12,71,,< 14.0,E 6.4,1.06,,18,,,,,,,,,80,,,,,,16,28,,10,3044,,,436,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,4/22/2010,22,4,2010,13:30,,,MDT,K,USGS-WRD,WS,,,,,,,,,,,,,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,4/22/2010,22,4,2010,16:02,,,MDT,K,USGS-WRD,WS,,,,,,,,,,,,,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,4/30/2010,30,4,2010,10:46,,,MDT,K,USGS-WRD,WS,,,,,,,,,,,,,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,5/20/2010,20,5,2010,8:10,,,MDT,K,USGS-WRD,WS,,,,12,4.5,,,,,,862,,3.95,308,0.00001,8,7.8,,136,40.7,8.37,,,,,,,,,9.2,17.6,0.034,0.362,4.5,48.4,1510,16,0.15,13.6,242,9.83,4.4,74,1.2,,24,,,,,,,,,91,,,,,,78,182,,20,3036,,,296,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,6/3/2010,3,6,2010,8:15,,,MDT,K,USGS-WRD,WS,,,,11,11,,,,,,1690,,5.2,307,0.00001,8,7.9,,131,38.6,8.46,,,,,,,,,10.7,25.9,0.039,0.612,6.8,123,3050,22.8,0.215,21.9,354,9.05,4.9,141,1.58,,48,,,,,,,,,58,,,,,,197,899,,20,3036,,,298,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,6/8/2010,8,6,2010,13:43,,,MDT,K,USGS-WRD,WS,,,,10.5,,,,,,,,,6.38,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,6/16/2010,16,6,2010,8:20,,,MDT,K,USGS-WRD,WS,,,,12,10.5,,,,,,2360,,6.06,268,0.00001,7.9,8,,114,33.7,7.19,,,,,,,,,11.9,25.4,0.077,0.39,8.8,87.1,2100,29.9,0.279,16.8,242,7.97,6.3,108,1.85,,67,,,,,,,,,54,,,,,,147,937,,20,3036,,,260,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,6/19/2010,19,6,2010,10:56,,,MDT,K,USGS-WRD,WS,,,,11.8,,,,,,,,,7.62,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,7/21/2010,21,7,2010,8:00,,,MDT,K,USGS-WRD,WS,,,,16.5,18,,,,,,589,,3.58,409,0.00001,8.2,8.2,,183,53.2,12.2,,,,,,,,,12.9,13.1,E 0.057,0.069,E 4.8,9.9,125,E 4.0,0.285,0.9,32,13.8,E 4.9,9.9,1.09,,17,,,,,,,,,87,,,,,,5,8,,10,3044,,,394,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,7/26/2010,26,7,2010,10:17,,,MDT,K,USGS-WRD,WS,,,,18.3,,,,,,,,,3.5,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,7/30/2010,30,7,2010,13:25,,,MDT,K,USGS-WRD,WS,,,,20.9,,,,,,,,,3.55,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,8/25/2010,25,8,2010,14:30,,,MDT,K,USGS-WRD,WS,,,,17,33,,,,,,466,,3.24,475,M ,8.5,8.4,,209,60,14.3,,,,,,,,,10.9,13.3,0.034,0.051,3.8,6.3,84.4,E 3.5,0.053,0.64,30.6,11.5,E 2.3,5.9,0.99,,13,,,,,,,,,82,,,,,,4,5,,10,3044,,,464,,,,,,,,,,,,,,,,,,,,0
USGS,12331800,BN,9/9/2010,9,9,2010,12:12,,,MDT,K,USGS-WRD,WS,,,,12.6,,,,,,,,,3.32,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,9/23/2010,23,9,2010,13:30,,,MDT,K,USGS-WRD,WS,,,,,,,,,,,,,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,10/18/2010,18,10,2010,10:30,,,MDT,K,USGS-WRD,WS,,,,6.2,1,,,,,,742,,3.73,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,11/17/2010,17,11,2010,9:40,,,MST,K,USGS-WRD,WS,,,,2,-2,,,,,,799,,3.82,419,0.00001,8.2,8.1,,189,54.4,13,,,,,,,,,6.7,8.8,0.036,0.103,2.5,13.6,318,4.3,0.045,2.45,69.2,8.76,4.2,18.6,1.16,,23,,,,,,,,,86,,,,,,15,32,,10,3044,,,417,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,12/15/2010,15,12,2010,12:30,,,MST,K,USGS-WRD,WS,,,,1.4,0.5,,,,,,846,,3.81,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,1/27/2011,27,1,2011,13:44,,,MST,K,USGS-WRD,WS,,,,3.4,5.5,,,,,,772,,3.7,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,3/10/2011,10,3,2011,16:30,,,MST,K,USGS-WRD,WS,,,,3.7,7.3,,,,,,762,,3.65,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,3/16/2011,16,3,2011,10:20,,,MDT,K,USGS-WRD,WS,,,,4.5,3,,,,,,887,,3.88,419,0.00001,8.2,8,,193,56.3,12.8,,,,,,,,,7.8,13.1,0.061,0.235,6,35,938,9.7,0.079,6.11,107,21.8,6.2,45.3,1.18,,25,,,,,,,,,64,,,,,,58,139,,10,3044,,,405,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,4/1/2011,1,4,2011,12:05,,,MDT,K,USGS-WRD,WS,,,,6.7,14,,,,,,1420,,4.68,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,4/13/2011,13,4,2011,12:50,,,MDT,K,USGS-WRD,WS,,,,8,12,,,,,,951,,3.86,415,0.00001,8.3,8.2,,192,55.1,13.3,,,,,,,,,7.2,10.9,0.044,0.134,4.4,23.1,527,7.6,0.065,3.79,74.5,15,3.1,27.4,1.18,,27,,,,,,,,,70,,,,,,29,74,,10,3044,,,406,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,5/18/2011,18,5,2011,8:30,,,MDT,K,USGS-WRD,WS,,,,9.5,8,,,,,,2540,,6.17,244,0.00001,8,8.1,,112,32.8,7.41,,,,,,,,,9.8,23.4,0.065,0.536,9,107,3170,88.7,0.592,19.1,294,10.7,7.9,134,1.88,,72,,,,,,,,,55,,,,,,216,1480,,20,3036,,,237,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,5/27/2011,27,5,2011,12:20,,,MDT,K,USGS-WRD,WS,,,,8.1,9,,,,,,4040,,7.59,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,6/2/2011,2,6,2011,8:25,,,MDT,K,USGS-WRD,WS,,,,11,7,,,,,,2830,,6.51,276,0.00001,8,8.1,,121,35.6,7.85,,,,,,,,,12.4,21.5,0.082,0.378,10.2,77.9,1930,50,0.3,11.3,184,20,8.4,85.9,1.98,,80,,,,,,,,,58,,,,,,111,848,,20,3036,,,262,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,6/13/2011,13,6,2011,11:15,,,MDT,K,USGS-WRD,WS,,,,11.5,20,,,,,,6140,,8.9,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71,,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,6/15/2011,15,6,2011,8:20,,,MDT,K,USGS-WRD,WS,,,,11.5,9.5,,,,,,5540,,8.55,299,0.00001,8,8,,129,37.9,8.34,,,,,,,,,23.9,30.7,0.101,0.358,19.8,72,1790,57.7,0.432,9.52,153,27.2,13.2,86.1,2.61,,157,,,,,,,,,75,,,,,,99,1480,,20,3054,,,290,,,,,,,10,,,,,,,,,,,,,
USGS,12331800,BN,7/14/2011,14,7,2011,10:15,,,MDT,K,USGS-WRD,WS,,,,14,15,,,,,,2350,,5.94,280,0.00001,8,8.2,,124,36.4,8.05,,,,,,,,,15.7,24.7,0.083,0.336,9.6,63,1360,22.6,0.198,9.6,186,36.8,6.7,64.9,1.81,,67,,,,,,,,,63,,,,,,80,508,,20,3036,,,277,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,7/19/2011,19,7,2011,9:55,,,MDT,K,USGS-WRD,WS,,,,17.3,25,,,,,,1940,,5.3,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,8/17/2011,17,8,2011,8:00,,,MDT,K,USGS-WRD,WS,,,,15,11.5,,,,,,633,,3.21,436,0.00001,8.1,8.2,,190,54.2,13.3,,,,,,,,,14,14.2,0.07,0.079,5.4,10.2,141,6.4,0.051,1.08,49.8,17.8,5.3,11.8,0.98,,18,,,,,,,,,86,,,,,,7,12,,10,3044,,,433,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,8/31/2011,31,8,2011,18:04,,,MDT,K,USGS-WRD,WS,,,,18,22,,,,,,532,,2.96,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,10/14/2011,14,10,2011,9:45,,,MDT,K,USGS-WRD,WS,,,,8.8,6.2,,,,,,776,,3.5,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,11/9/2011,9,11,2011,8:10,,,MST,K,USGS-WRD,WS,,,,2,-5,,,,,,771,,3.49,440,0.00001,8.2,8.1,,212,61.4,14.3,,,,,,,,,7.6,9,0.042,0.067,2.3,8.7,196,67.9,0.039,1.47,49.5,19.2,3.9,12.5,1.06,,22,,,,,,,,,86,,,,,,8,17,,10,3044,,,440,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,11/30/2011,30,11,2011,11:16,,,MST,K,USGS-WRD,WS,,,,3.2,1.1,,,,,,754,,3.46,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,1/12/2012,12,1,2012,9:30,,,MST,K,USGS-WRD,WS,,,,0,-14,,,,,,493,,2.97,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,3/21/2012,21,3,2012,8:20,,,MDT,K,USGS-WRD,WS,,,,4,1,,,,,,791,,3.54,444,0.00001,8.1,8.1,,206,59.1,14.3,,,,,,,,,8,10.8,0.075,0.137,4.8,24.2,542,16.8,0.111,3.58,92.3,37.7,6.1,27.1,1.08,,22,,,,,,,,,79,,,,,,25,53,,10,3044,,,429,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,4/11/2012,11,4,2012,8:30,,,MDT,K,USGS-WRD,WS,,,,9,6.5,,,,,,973,,3.89,400,0.00001,8.2,8,,181,52,12.3,,,,,,,,,7.6,10.8,0.049,0.19,4.2,28.8,774,19.8,0.126,4.71,106,24.2,5.2,35.1,1.19,,28,,,,,,,,,76,,,,,,38,100,,10,3044,,,386,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,5/1/2012,1,5,2012,17:25,,,MDT,K,USGS-WRD,WS,,,,10.3,13.5,,,,,,1750,,4.98,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,5/16/2012,16,5,2012,7:55,,,MDT,K,USGS-WRD,WS,,,,14,12.5,,,,,,826,,3.6,347,0.00001,8.1,8.1,,164,47.5,11.1,,,,,,,,,9.6,10.8,0.044,0.121,5.1,18.8,406,9.3,0.107,2.58,54.8,14.2,3.7,20.7,1.1,,23,,,,,,,,,82,,,,,,18,40,,10,3044,,,337,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,6/6/2012,6,6,2012,14:00,,,MDT,K,USGS-WRD,WS,,,,11.5,15.5,,,,,,2020,,5.49,278,0.00001,8.1,7.9,,128,37.2,8.42,,,,,,,,,11.1,24,0.052,0.442,8.8,97.3,2530,29.7,0.349,19.8,277,17.2,5.2,106,1.67,,57,,,,,,,,,66,,,,,,146,796,,20,3054,,,272,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,6/14/2012,14,6,2012,10:45,,,MDT,K,USGS-WRD,WS,,,,13.2,22,,,,,,1710,,4.9,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,6/20/2012,20,6,2012,8:45,,,MDT,K,USGS-WRD,WS,,,,11.5,12,,,,,,1130,,4.23,334,0.00001,8.2,8.2,,154,44.2,10.7,,,,,,,,,8.8,10.1,0.047,0.118,5.2,18.9,419,15.8,0.117,2.83,52.3,14.7,3.8,21.4,1.29,,32,,,,,,,,,68,,,,,,21,64,,20,3054,,,317,,,,,,,10,,,,,,,,,,,,,
USGS,12331800,BN,6/29/2012,29,6,2012,15:42,,,MDT,K,USGS-WRD,WS,,,,18.8,,,,,,,599,,3.31,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,7/18/2012,18,7,2012,8:10,,,MDT,K,USGS-WRD,WS,,,,18,18,,,,,,549,,3.04,461,0.00001,8.1,8.1,,211,59.7,15.2,,,,,,,,,12.5,11.4,0.029,0.113,5.7,9.1,55.6,22.1,0.05,0.73,16.2,6.31,2.4,6.3,0.93,,16,,,,,,,,,78,,,,,,3,4.4,,10,3044,,,451,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,7/27/2012,27,7,2012,14:43,,,MDT,K,USGS-WRD,WS,,,,21.6,28,,,,,,382,,2.56,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,8/15/2012,15,8,2012,8:10,,,MDT,K,USGS-WRD,WS,,,,18,15,,,,,,278,,2.24,555,0.00001,8,8,,265,74.9,19,,,,,,,,,11.8,11.7,0.027,0.074,2.9,8.3,158,3.6,0.052,1.12,134,22.6,2.9,12.7,0.68,,7.9,,,,,,,,,79,,,,,,17,13,,10,3044,,,548,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,9/14/2012,14,9,2012,16:33,,,MDT,K,USGS-WRD,WS,,,,16,26.5,,,,,,293,,2.36,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,10/18/2012,18,10,2012,11:54,,,MDT,K,USGS-WRD,WS,,,,7.7,9.8,,,,,,577,,3.05,492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,10/18/2012,18,10,2012,11:55,,,MDT,K,USGS-WRD,WS,,,,7.7,9.8,,,,,,577,,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,11/15/2012,15,11,2012,8:20,,,MST,K,USGS-WRD,WS,,,,3,-3,,,,,,582,,3.04,472,0.00001,8.2,8.1,,227,65.1,15.6,,,,,,,,,8,8.6,0.029,0.102,2.5,14.7,346,< 4.0,0.052,2.55,86,11.3,5.2,20,0.93,,16,,,,,,,,,83,,,,,,19,30,,10,3044,,,462,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,12/6/2012,6,12,2012,13:30,,,MST,K,USGS-WRD,WS,,,,3.8,1,,,,,,622,,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
